,bottom_left_x1,bottom_left_y1,top_right_x2,top_right_y2,pg
0,0.0,3909.65,37.55,4024.58,2
1,37.55,3909.65,247.37,4024.58,2
2,247.37,3909.65,364.65,4024.58,2
3,364.65,3909.65,626.36,4024.58,2
4,626.36,3909.65,754.43,4024.58,2
5,754.43,3909.65,1517.66,4024.58,2
6,1517.66,3909.65,1569.61,4024.58,2
7,1569.61,3909.65,2116.8,4024.58,2
8,2116.8,3909.65,2509.72,4024.58,2
9,0.0,3726.33,37.55,3909.65,2
10,37.55,3726.33,247.37,3909.65,2
11,247.37,3726.33,364.65,3909.65,2
12,364.65,3726.33,626.36,3909.65,2
13,626.36,3726.33,754.43,3909.65,2
14,754.43,3726.33,1517.66,3909.65,2
15,1517.66,3726.33,1569.61,3909.65,2
16,1569.61,3726.33,2116.8,3909.65,2
17,2116.8,3726.33,2509.72,3909.65,2
18,0.0,3639.82,37.55,3726.33,2
19,37.55,3639.82,247.37,3726.33,2
20,247.37,3639.82,364.65,3726.33,2
21,364.65,3639.82,626.36,3726.33,2
22,626.36,3639.82,754.43,3726.33,2
23,754.43,3639.82,1517.66,3726.33,2
24,1517.66,3639.82,1569.61,3726.33,2
25,1569.61,3639.82,2116.8,3726.33,2
26,2116.8,3639.82,2509.72,3726.33,2
27,0.0,3611.33,37.55,3639.82,2
28,37.55,3611.33,247.37,3639.82,2
29,247.37,3611.33,364.65,3639.82,2
30,364.65,3611.33,626.36,3639.82,2
31,626.36,3611.33,754.43,3639.82,2
32,754.43,3611.33,1517.66,3639.82,2
33,1517.66,3611.33,1569.61,3639.82,2
34,1569.61,3611.33,2116.8,3639.82,2
35,2116.8,3611.33,2509.72,3639.82,2
36,0.0,3562.46,37.55,3611.33,2
37,37.55,3562.46,247.37,3611.33,2
38,247.37,3562.46,364.65,3611.33,2
39,364.65,3562.46,626.36,3611.33,2
40,626.36,3562.46,754.43,3611.33,2
41,754.43,3562.46,1517.66,3611.33,2
42,1517.66,3562.46,1569.61,3611.33,2
43,1569.61,3562.46,2116.8,3611.33,2
44,2116.8,3562.46,2509.72,3611.33,2
45,0.0,3462.46,37.55,3562.46,2
46,37.55,3462.46,247.37,3562.46,2
47,247.37,3462.46,364.65,3562.46,2
48,364.65,3462.46,626.36,3562.46,2
49,626.36,3462.46,754.43,3562.46,2
50,754.43,3462.46,1517.66,3562.46,2
51,1517.66,3462.46,1569.61,3562.46,2
52,1569.61,3462.46,2116.8,3562.46,2
53,2116.8,3462.46,2509.72,3562.46,2
54,0.0,3382.99,37.55,3462.46,2
55,37.55,3382.99,247.37,3462.46,2
56,247.37,3382.99,364.65,3462.46,2
57,364.65,3382.99,626.36,3462.46,2
58,626.36,3382.99,754.43,3462.46,2
59,754.43,3382.99,1517.66,3462.46,2
60,1517.66,3382.99,1569.61,3462.46,2
61,1569.61,3382.99,2116.8,3462.46,2
62,2116.8,3382.99,2509.72,3462.46,2
63,0.0,3356.99,37.55,3382.99,2
64,37.55,3356.99,247.37,3382.99,2
65,247.37,3356.99,364.65,3382.99,2
66,364.65,3356.99,626.36,3382.99,2
67,626.36,3356.99,754.43,3382.99,2
68,754.43,3356.99,1517.66,3382.99,2
69,1517.66,3356.99,1569.61,3382.99,2
70,1569.61,3356.99,2116.8,3382.99,2
71,2116.8,3356.99,2509.72,3382.99,2
72,0.0,3331.82,37.55,3356.99,2
73,37.55,3331.82,247.37,3356.99,2
74,247.37,3331.82,364.65,3356.99,2
