,bottom_left_x1,bottom_left_y1,top_right_x2,top_right_y2,pg
0,-0.0,3639.77,197.39,3744.78,4
1,197.39,3639.77,369.16,3744.78,4
2,369.16,3639.77,613.44,3744.78,4
3,613.44,3639.77,681.32,3744.78,4
4,681.32,3639.77,780.08,3744.78,4
5,780.08,3639.77,1596.84,3744.78,4
6,1596.84,3639.77,2509.72,3744.78,4
7,-0.0,3535.87,197.39,3639.77,4
8,197.39,3535.87,369.16,3639.77,4
9,369.16,3535.87,613.44,3639.77,4
10,613.44,3535.87,681.32,3639.77,4
11,681.32,3535.87,780.08,3639.77,4
12,780.08,3535.87,1596.84,3639.77,4
13,1596.84,3535.87,2509.72,3639.77,4
14,-0.0,3432.78,197.39,3535.87,4
15,197.39,3432.78,369.16,3535.87,4
16,369.16,3432.78,613.44,3535.87,4
17,613.44,3432.78,681.32,3535.87,4
18,681.32,3432.78,780.08,3535.87,4
19,780.08,3432.78,1596.84,3535.87,4
20,1596.84,3432.78,2509.72,3535.87,4
21,-0.0,3331.81,197.39,3432.78,4
22,197.39,3331.81,369.16,3432.78,4
23,369.16,3331.81,613.44,3432.78,4
24,613.44,3331.81,681.32,3432.78,4
25,681.32,3331.81,780.08,3432.78,4
26,780.08,3331.81,1596.84,3432.78,4
27,1596.84,3331.81,2509.72,3432.78,4
28,-0.0,3258.2,197.39,3331.81,4
29,197.39,3258.2,369.16,3331.81,4
30,369.16,3258.2,613.44,3331.81,4
31,613.44,3258.2,681.32,3331.81,4
32,681.32,3258.2,780.08,3331.81,4
33,780.08,3258.2,1596.84,3331.81,4
34,1596.84,3258.2,2509.72,3331.81,4
35,-0.0,3181.94,197.39,3258.2,4
36,197.39,3181.94,369.16,3258.2,4
37,369.16,3181.94,613.44,3258.2,4
38,613.44,3181.94,681.32,3258.2,4
39,681.32,3181.94,780.08,3258.2,4
40,780.08,3181.94,1596.84,3258.2,4
41,1596.84,3181.94,2509.72,3258.2,4
42,-0.0,3128.93,197.39,3181.94,4
43,197.39,3128.93,369.16,3181.94,4
44,369.16,3128.93,613.44,3181.94,4
45,613.44,3128.93,681.32,3181.94,4
46,681.32,3128.93,780.08,3181.94,4
47,780.08,3128.93,1596.84,3181.94,4
48,1596.84,3128.93,2509.72,3181.94,4
49,-0.0,3024.66,197.39,3128.93,4
50,197.39,3024.66,369.16,3128.93,4
51,369.16,3024.66,613.44,3128.93,4
52,613.44,3024.66,681.32,3128.93,4
53,681.32,3024.66,780.08,3128.93,4
54,780.08,3024.66,1596.84,3128.93,4
55,1596.84,3024.66,2509.72,3128.93,4
56,-0.0,2922.42,197.39,3024.66,4
57,197.39,2922.42,369.16,3024.66,4
58,369.16,2922.42,613.44,3024.66,4
59,613.44,2922.42,681.32,3024.66,4
60,681.32,2922.42,780.08,3024.66,4
61,780.08,2922.42,1596.84,3024.66,4
62,1596.84,2922.42,2509.72,3024.66,4
63,-0.0,2870.91,197.39,2922.42,4
64,197.39,2870.91,369.16,2922.42,4
65,369.16,2870.91,613.44,2922.42,4
66,613.44,2870.91,681.32,2922.42,4
67,681.32,2870.91,780.08,2922.42,4
68,780.08,2870.91,1596.84,2922.42,4
69,1596.84,2870.91,2509.72,2922.42,4
70,-0.0,2768.7,197.39,2870.91,4
71,197.39,2768.7,369.16,2870.91,4
72,369.16,2768.7,613.44,2870.91,4
73,613.44,2768.7,681.32,2870.91,4
74,681.32,2768.7,780.08,2870.91,4
75,780.08,2768.7,1596.84,2870.91,4
76,1596.84,2768.7,2509.72,2870.91,4
77,-0.0,2667.66,197.39,2768.7,4
78,197.39,2667.66,369.16,2768.7,4
79,369.16,2667.66,613.44,2768.7,4
80,613.44,2667.66,681.32,2768.7,4
81,681.32,2667.66,780.08,2768.7,4
82,780.08,2667.66,1596.84,2768.7,4
83,1596.84,2667.66,2509.72,2768.7,4
84,-0.0,2565.59,197.39,2667.66,4
85,197.39,2565.59,369.16,2667.66,4
86,369.16,2565.59,613.44,2667.66,4
87,613.44,2565.59,681.32,2667.66,4
88,681.32,2565.59,780.08,2667.66,4
89,780.08,2565.59,1596.84,2667.66,4
90,1596.84,2565.59,2509.72,2667.66,4
91,-0.0,2463.46,197.39,2565.59,4
92,197.39,2463.46,369.16,2565.59,4
93,369.16,2463.46,613.44,2565.59,4
94,613.44,2463.46,681.32,2565.59,4
95,681.32,2463.46,780.08,2565.59,4
96,780.08,2463.46,1596.84,2565.59,4
97,1596.84,2463.46,2509.72,2565.59,4
98,-0.0,2361.34,197.39,2463.46,4
99,197.39,2361.34,369.16,2463.46,4
100,369.16,2361.34,613.44,2463.46,4
101,613.44,2361.34,681.32,2463.46,4
102,681.32,2361.34,780.08,2463.46,4
103,780.08,2361.34,1596.84,2463.46,4
104,1596.84,2361.34,2509.72,2463.46,4
105,-0.0,2257.45,197.39,2361.34,4
106,197.39,2257.45,369.16,2361.34,4
107,369.16,2257.45,613.44,2361.34,4
108,613.44,2257.45,681.32,2361.34,4
109,681.32,2257.45,780.08,2361.34,4
110,780.08,2257.45,1596.84,2361.34,4
111,1596.84,2257.45,2509.72,2361.34,4
112,-0.0,2154.59,197.39,2257.45,4
113,197.39,2154.59,369.16,2257.45,4
114,369.16,2154.59,613.44,2257.45,4
115,613.44,2154.59,681.32,2257.45,4
116,681.32,2154.59,780.08,2257.45,4
117,780.08,2154.59,1596.84,2257.45,4
118,1596.84,2154.59,2509.72,2257.45,4
119,-0.0,2052.81,197.39,2154.59,4
120,197.39,2052.81,369.16,2154.59,4
121,369.16,2052.81,613.44,2154.59,4
122,613.44,2052.81,681.32,2154.59,4
123,681.32,2052.81,780.08,2154.59,4
124,780.08,2052.81,1596.84,2154.59,4
125,1596.84,2052.81,2509.72,2154.59,4
126,-0.0,1950.37,197.39,2052.81,4
127,197.39,1950.37,369.16,2052.81,4
128,369.16,1950.37,613.44,2052.81,4
129,613.44,1950.37,681.32,2052.81,4
130,681.32,1950.37,780.08,2052.81,4
131,780.08,1950.37,1596.84,2052.81,4
132,1596.84,1950.37,2509.72,2052.81,4
133,-0.0,1845.32,197.39,1950.37,4
134,197.39,1845.32,369.16,1950.37,4
135,369.16,1845.32,613.44,1950.37,4
136,613.44,1845.32,681.32,1950.37,4
137,681.32,1845.32,780.08,1950.37,4
138,780.08,1845.32,1596.84,1950.37,4
139,1596.84,1845.32,2509.72,1950.37,4
140,-0.0,1741.1,197.39,1845.32,4
141,197.39,1741.1,369.16,1845.32,4
142,369.16,1741.1,613.44,1845.32,4
143,613.44,1741.1,681.32,1845.32,4
144,681.32,1741.1,780.08,1845.32,4
145,780.08,1741.1,1596.84,1845.32,4
146,1596.84,1741.1,2509.72,1845.32,4
147,-0.0,1639.04,197.39,1741.1,4
148,197.39,1639.04,369.16,1741.1,4
149,369.16,1639.04,613.44,1741.1,4
150,613.44,1639.04,681.32,1741.1,4
151,681.32,1639.04,780.08,1741.1,4
152,780.08,1639.04,1596.84,1741.1,4
153,1596.84,1639.04,2509.72,1741.1,4
154,-0.0,1537.06,197.39,1639.04,4
155,197.39,1537.06,369.16,1639.04,4
156,369.16,1537.06,613.44,1639.04,4
157,613.44,1537.06,681.32,1639.04,4
158,681.32,1537.06,780.08,1639.04,4
159,780.08,1537.06,1596.84,1639.04,4
160,1596.84,1537.06,2509.72,1639.04,4
161,-0.0,1436.29,197.39,1537.06,4
162,197.39,1436.29,369.16,1537.06,4
