,bottom_left_x1,bottom_left_y1,top_right_x2,top_right_y2,pg
0,0.0,3759.58,7.13,3865.09,5
1,7.13,3759.58,18.45,3865.09,5
2,18.45,3759.58,30.42,3865.09,5
3,30.42,3759.58,60.76,3865.09,5
4,60.76,3759.58,213.37,3865.09,5
5,213.37,3759.58,385.87,3865.09,5
6,385.87,3759.58,757.18,3865.09,5
7,757.18,3759.58,815.43,3865.09,5
8,815.43,3759.58,1531.69,3865.09,5
9,1531.69,3759.58,2510.69,3865.09,5
10,0.0,3654.4,7.13,3759.58,5
11,7.13,3654.4,18.45,3759.58,5
12,18.45,3654.4,30.42,3759.58,5
13,30.42,3654.4,60.76,3759.58,5
14,60.76,3654.4,213.37,3759.58,5
15,213.37,3654.4,385.87,3759.58,5
16,385.87,3654.4,757.18,3759.58,5
17,757.18,3654.4,815.43,3759.58,5
18,815.43,3654.4,1531.69,3759.58,5
19,1531.69,3654.4,2510.69,3759.58,5
20,0.0,3603.04,7.13,3654.4,5
21,7.13,3603.04,18.45,3654.4,5
22,18.45,3603.04,30.42,3654.4,5
23,30.42,3603.04,60.76,3654.4,5
24,60.76,3603.04,213.37,3654.4,5
25,213.37,3603.04,385.87,3654.4,5
26,385.87,3603.04,757.18,3654.4,5
27,757.18,3603.04,815.43,3654.4,5
28,815.43,3603.04,1531.69,3654.4,5
29,1531.69,3603.04,2510.69,3654.4,5
30,0.0,3551.07,7.13,3603.04,5
31,7.13,3551.07,18.45,3603.04,5
32,18.45,3551.07,30.42,3603.04,5
33,30.42,3551.07,60.76,3603.04,5
34,60.76,3551.07,213.37,3603.04,5
35,213.37,3551.07,385.87,3603.04,5
36,385.87,3551.07,757.18,3603.04,5
37,757.18,3551.07,815.43,3603.04,5
38,815.43,3551.07,1531.69,3603.04,5
39,1531.69,3551.07,2510.69,3603.04,5
40,0.0,3449.1,7.13,3551.07,5
41,7.13,3449.1,18.45,3551.07,5
42,18.45,3449.1,30.42,3551.07,5
43,30.42,3449.1,60.76,3551.07,5
44,60.76,3449.1,213.37,3551.07,5
45,213.37,3449.1,385.87,3551.07,5
46,385.87,3449.1,757.18,3551.07,5
47,757.18,3449.1,815.43,3551.07,5
48,815.43,3449.1,1531.69,3551.07,5
49,1531.69,3449.1,2510.69,3551.07,5
50,0.0,3369.76,7.13,3449.1,5
51,7.13,3369.76,18.45,3449.1,5
52,18.45,3369.76,30.42,3449.1,5
53,30.42,3369.76,60.76,3449.1,5
54,60.76,3369.76,213.37,3449.1,5
55,213.37,3369.76,385.87,3449.1,5
56,385.87,3369.76,757.18,3449.1,5
57,757.18,3369.76,815.43,3449.1,5
58,815.43,3369.76,1531.69,3449.1,5
59,1531.69,3369.76,2510.69,3449.1,5
60,0.0,3344.38,7.13,3369.76,5
61,7.13,3344.38,18.45,3369.76,5
62,18.45,3344.38,30.42,3369.76,5
63,30.42,3344.38,60.76,3369.76,5
64,60.76,3344.38,213.37,3369.76,5
65,213.37,3344.38,385.87,3369.76,5
66,385.87,3344.38,757.18,3369.76,5
67,757.18,3344.38,815.43,3369.76,5
68,815.43,3344.38,1531.69,3369.76,5
69,1531.69,3344.38,2510.69,3369.76,5
70,0.0,3295.49,7.13,3344.38,5
71,7.13,3295.49,18.45,3344.38,5
72,18.45,3295.49,30.42,3344.38,5
73,30.42,3295.49,60.76,3344.38,5
74,60.76,3295.49,213.37,3344.38,5
75,213.37,3295.49,385.87,3344.38,5
76,385.87,3295.49,757.18,3344.38,5
77,757.18,3295.49,815.43,3344.38,5
78,815.43,3295.49,1531.69,3344.38,5
79,1531.69,3295.49,2510.69,3344.38,5
80,0.0,3191.25,7.13,3295.49,5
81,7.13,3191.25,18.45,3295.49,5
82,18.45,3191.25,30.42,3295.49,5
83,30.42,3191.25,60.76,3295.49,5
84,60.76,3191.25,213.37,3295.49,5
85,213.37,3191.25,385.87,3295.49,5
86,385.87,3191.25,757.18,3295.49,5
87,757.18,3191.25,815.43,3295.49,5
88,815.43,3191.25,1531.69,3295.49,5
89,1531.69,3191.25,2510.69,3295.49,5
90,0.0,3090.1,7.13,3191.25,5
91,7.13,3090.1,18.45,3191.25,5
92,18.45,3090.1,30.42,3191.25,5
93,30.42,3090.1,60.76,3191.25,5
94,60.76,3090.1,213.37,3191.25,5
95,213.37,3090.1,385.87,3191.25,5
96,385.87,3090.1,757.18,3191.25,5
97,757.18,3090.1,815.43,3191.25,5
98,815.43,3090.1,1531.69,3191.25,5
99,1531.69,3090.1,2510.69,3191.25,5
100,0.0,3063.24,7.13,3090.1,5
101,7.13,3063.24,18.45,3090.1,5
102,18.45,3063.24,30.42,3090.1,5
103,30.42,3063.24,60.76,3090.1,5
104,60.76,3063.24,213.37,3090.1,5
105,213.37,3063.24,385.87,3090.1,5
106,385.87,3063.24,757.18,3090.1,5
107,757.18,3063.24,815.43,3090.1,5
108,815.43,3063.24,1531.69,3090.1,5
109,1531.69,3063.24,2510.69,3090.1,5
110,0.0,2985.24,7.13,3063.24,5
111,7.13,2985.24,18.45,3063.24,5
112,18.45,2985.24,30.42,3063.24,5
113,30.42,2985.24,60.76,3063.24,5
114,60.76,2985.24,213.37,3063.24,5
115,213.37,2985.24,385.87,3063.24,5
116,385.87,2985.24,757.18,3063.24,5
117,757.18,2985.24,815.43,3063.24,5
118,815.43,2985.24,1531.69,3063.24,5
119,1531.69,2985.24,2510.69,3063.24,5
120,0.0,2884.55,7.13,2985.24,5
121,7.13,2884.55,18.45,2985.24,5
122,18.45,2884.55,30.42,2985.24,5
123,30.42,2884.55,60.76,2985.24,5
124,60.76,2884.55,213.37,2985.24,5
125,213.37,2884.55,385.87,2985.24,5
126,385.87,2884.55,757.18,2985.24,5
127,757.18,2884.55,815.43,2985.24,5
128,815.43,2884.55,1531.69,2985.24,5
129,1531.69,2884.55,2510.69,2985.24,5
130,0.0,2782.96,7.13,2884.55,5
131,7.13,2782.96,18.45,2884.55,5
132,18.45,2782.96,30.42,2884.55,5
133,30.42,2782.96,60.76,2884.55,5
134,60.76,2782.96,213.37,2884.55,5
135,213.37,2782.96,385.87,2884.55,5
136,385.87,2782.96,757.18,2884.55,5
137,757.18,2782.96,815.43,2884.55,5
138,815.43,2782.96,1531.69,2884.55,5
139,1531.69,2782.96,2510.69,2884.55,5
140,0.0,2679.7,7.13,2782.96,5
141,7.13,2679.7,18.45,2782.96,5
142,18.45,2679.7,30.42,2782.96,5
143,30.42,2679.7,60.76,2782.96,5
144,60.76,2679.7,213.37,2782.96,5
145,213.37,2679.7,385.87,2782.96,5
146,385.87,2679.7,757.18,2782.96,5
147,757.18,2679.7,815.43,2782.96,5
148,815.43,2679.7,1531.69,2782.96,5
149,1531.69,2679.7,2510.69,2782.96,5
150,0.0,2576.07,7.13,2679.7,5
151,7.13,2576.07,18.45,2679.7,5
152,18.45,2576.07,30.42,2679.7,5
153,30.42,2576.07,60.76,2679.7,5
154,60.76,2576.07,213.37,2679.7,5
155,213.37,2576.07,385.87,2679.7,5
156,385.87,2576.07,757.18,2679.7,5
157,757.18,2576.07,815.43,2679.7,5
158,815.43,2576.07,1531.69,2679.7,5
159,1531.69,2576.07,2510.69,2679.7,5
160,0.0,2497.19,7.13,2576.07,5
161,7.13,2497.19,18.45,2576.07,5
162,18.45,2497.19,30.42,2576.07,5
163,30.42,2497.19,60.76,2576.07,5
164,60.76,2497.19,213.37,2576.07,5
165,213.37,2497.19,385.87,2576.07,5
166,385.87,2497.19,757.18,2576.07,5
167,757.18,2497.19,815.43,2576.07,5
168,815.43,2497.19,1531.69,2576.07,5
169,1531.69,2497.19,2510.69,2576.07,5
170,0.0,2472.59,7.13,2497.19,5
171,7.13,2472.59,18.45,2497.19,5
172,18.45,2472.59,30.42,2497.19,5
173,30.42,2472.59,60.76,2497.19,5
174,60.76,2472.59,213.37,2497.19,5
175,213.37,2472.59,385.87,2497.19,5
176,385.87,2472.59,757.18,2497.19,5
177,757.18,2472.59,815.43,2497.19,5
178,815.43,2472.59,1531.69,2497.19,5
179,1531.69,2472.59,2510.69,2497.19,5
180,0.0,2376.18,7.13,2472.59,5
181,7.13,2376.18,18.45,2472.59,5
182,18.45,2376.18,30.42,2472.59,5
183,30.42,2376.18,60.76,2472.59,5
184,60.76,2376.18,213.37,2472.59,5
185,213.37,2376.18,385.87,2472.59,5
186,385.87,2376.18,757.18,2472.59,5
187,757.18,2376.18,815.43,2472.59,5
188,815.43,2376.18,1531.69,2472.59,5
189,1531.69,2376.18,2510.69,2472.59,5
190,0.0,2274.66,7.13,2376.18,5
191,7.13,2274.66,18.45,2376.18,5
192,18.45,2274.66,30.42,2376.18,5
193,30.42,2274.66,60.76,2376.18,5
194,60.76,2274.66,213.37,2376.18,5
195,213.37,2274.66,385.87,2376.18,5
196,385.87,2274.66,757.18,2376.18,5
197,757.18,2274.66,815.43,2376.18,5
198,815.43,2274.66,1531.69,2376.18,5
199,1531.69,2274.66,2510.69,2376.18,5
200,0.0,2172.13,7.13,2274.66,5
201,7.13,2172.13,18.45,2274.66,5
202,18.45,2172.13,30.42,2274.66,5
203,30.42,2172.13,60.76,2274.66,5
204,60.76,2172.13,213.37,2274.66,5
205,213.37,2172.13,385.87,2274.66,5
206,385.87,2172.13,757.18,2274.66,5
207,757.18,2172.13,815.43,2274.66,5
208,815.43,2172.13,1531.69,2274.66,5
209,1531.69,2172.13,2510.69,2274.66,5
210,0.0,2067.21,7.13,2172.13,5
211,7.13,2067.21,18.45,2172.13,5
212,18.45,2067.21,30.42,2172.13,5
213,30.42,2067.21,60.76,2172.13,5
214,60.76,2067.21,213.37,2172.13,5
215,213.37,2067.21,385.87,2172.13,5
216,385.87,2067.21,757.18,2172.13,5
217,757.18,2067.21,815.43,2172.13,5
218,815.43,2067.21,1531.69,2172.13,5
219,1531.69,2067.21,2510.69,2172.13,5
220,0.0,1965.36,7.13,2067.21,5
221,7.13,1965.36,18.45,2067.21,5
222,18.45,1965.36,30.42,2067.21,5
223,30.42,1965.36,60.76,2067.21,5
224,60.76,1965.36,213.37,2067.21,5
225,213.37,1965.36,385.87,2067.21,5
226,385.87,1965.36,757.18,2067.21,5
227,757.18,1965.36,815.43,2067.21,5
228,815.43,1965.36,1531.69,2067.21,5
229,1531.69,1965.36,2510.69,2067.21,5
230,0.0,1864.43,7.13,1965.36,5
231,7.13,1864.43,18.45,1965.36,5
232,18.45,1864.43,30.42,1965.36,5
233,30.42,1864.43,60.76,1965.36,5
234,60.76,1864.43,213.37,1965.36,5
235,213.37,1864.43,385.87,1965.36,5
236,385.87,1864.43,757.18,1965.36,5
237,757.18,1864.43,815.43,1965.36,5
238,815.43,1864.43,1531.69,1965.36,5
239,1531.69,1864.43,2510.69,1965.36,5
240,0.0,1758.61,7.13,1864.43,5
241,7.13,1758.61,18.45,1864.43,5
242,18.45,1758.61,30.42,1864.43,5
243,30.42,1758.61,60.76,1864.43,5
244,60.76,1758.61,213.37,1864.43,5
245,213.37,1758.61,385.87,1864.43,5
246,385.87,1758.61,757.18,1864.43,5
247,757.18,1758.61,815.43,1864.43,5
248,815.43,1758.61,1531.69,1864.43,5
249,1531.69,1758.61,2510.69,1864.43,5
250,0.0,1655.44,7.13,1758.61,5
251,7.13,1655.44,18.45,1758.61,5
252,18.45,1655.44,30.42,1758.61,5
253,30.42,1655.44,60.76,1758.61,5
254,60.76,1655.44,213.37,1758.61,5
255,213.37,1655.44,385.87,1758.61,5
256,385.87,1655.44,757.18,1758.61,5
257,757.18,1655.44,815.43,1758.61,5
258,815.43,1655.44,1531.69,1758.61,5
259,1531.69,1655.44,2510.69,1758.61,5
260,0.0,1553.89,7.13,1655.44,5
261,7.13,1553.89,18.45,1655.44,5
262,18.45,1553.89,30.42,1655.44,5
263,30.42,1553.89,60.76,1655.44,5
264,60.76,1553.89,213.37,1655.44,5
265,213.37,1553.89,385.87,1655.44,5
266,385.87,1553.89,757.18,1655.44,5
267,757.18,1553.89,815.43,1655.44,5
268,815.43,1553.89,1531.69,1655.44,5
269,1531.69,1553.89,2510.69,1655.44,5
270,0.0,1453.52,7.13,1553.89,5
271,7.13,1453.52,18.45,1553.89,5
272,18.45,1453.52,30.42,1553.89,5
273,30.42,1453.52,60.76,1553.89,5
274,60.76,1453.52,213.37,1553.89,5
275,213.37,1453.52,385.87,1553.89,5
276,385.87,1453.52,757.18,1553.89,5
277,757.18,1453.52,815.43,1553.89,5
278,815.43,1453.52,1531.69,1553.89,5
279,1531.69,1453.52,2510.69,1553.89,5
280,0.0,1352.08,7.13,1453.52,5
281,7.13,1352.08,18.45,1453.52,5
