,bottom_left_x1,bottom_left_y1,top_right_x2,top_right_y2,pg
0,-1.23,3707.09,72.64,3808.42,1
1,72.64,3707.09,237.16,3808.42,1
2,237.16,3707.09,592.25,3808.42,1
3,592.25,3707.09,1553.89,3808.42,1
4,1553.89,3707.09,1806.55,3808.42,1
5,1806.55,3707.09,1930.49,3808.42,1
6,1930.49,3707.09,2083.75,3808.42,1
7,2083.75,3707.09,2508.03,3808.42,1
8,-1.23,3629.64,72.64,3707.09,1
9,72.64,3629.64,237.16,3707.09,1
10,237.16,3629.64,592.25,3707.09,1
11,592.25,3629.64,1553.89,3707.09,1
12,1553.89,3629.64,1806.55,3707.09,1
13,1806.55,3629.64,1930.49,3707.09,1
14,1930.49,3629.64,2083.75,3707.09,1
15,2083.75,3629.64,2508.03,3707.09,1
16,-1.23,3608.59,72.64,3629.64,1
17,72.64,3608.59,237.16,3629.64,1
18,237.16,3608.59,592.25,3629.64,1
19,592.25,3608.59,1553.89,3629.64,1
20,1553.89,3608.59,1806.55,3629.64,1
21,1806.55,3608.59,1930.49,3629.64,1
22,1930.49,3608.59,2083.75,3629.64,1
23,2083.75,3608.59,2508.03,3629.64,1
24,-1.23,3578.02,72.64,3608.59,1
25,72.64,3578.02,237.16,3608.59,1
26,237.16,3578.02,592.25,3608.59,1
27,592.25,3578.02,1553.89,3608.59,1
28,1553.89,3578.02,1806.55,3608.59,1
29,1806.55,3578.02,1930.49,3608.59,1
30,1930.49,3578.02,2083.75,3608.59,1
31,2083.75,3578.02,2508.03,3608.59,1
32,-1.23,3499.21,72.64,3578.02,1
33,72.64,3499.21,237.16,3578.02,1
34,237.16,3499.21,592.25,3578.02,1
35,592.25,3499.21,1553.89,3578.02,1
36,1553.89,3499.21,1806.55,3578.02,1
37,1806.55,3499.21,1930.49,3578.02,1
38,1930.49,3499.21,2083.75,3578.02,1
39,2083.75,3499.21,2508.03,3578.02,1
40,-1.23,3409.74,72.64,3499.21,1
41,72.64,3409.74,237.16,3499.21,1
42,237.16,3409.74,592.25,3499.21,1
43,592.25,3409.74,1553.89,3499.21,1
44,1553.89,3409.74,1806.55,3499.21,1
45,1806.55,3409.74,1930.49,3499.21,1
46,1930.49,3409.74,2083.75,3499.21,1
47,2083.75,3409.74,2508.03,3499.21,1
48,-1.23,3305.24,72.64,3409.74,1
49,72.64,3305.24,237.16,3409.74,1
50,237.16,3305.24,592.25,3409.74,1
51,592.25,3305.24,1553.89,3409.74,1
52,1553.89,3305.24,1806.55,3409.74,1
53,1806.55,3305.24,1930.49,3409.74,1
54,1930.49,3305.24,2083.75,3409.74,1
55,2083.75,3305.24,2508.03,3409.74,1
56,-1.23,3200.59,72.64,3305.24,1
57,72.64,3200.59,237.16,3305.24,1
58,237.16,3200.59,592.25,3305.24,1
59,592.25,3200.59,1553.89,3305.24,1
60,1553.89,3200.59,1806.55,3305.24,1
61,1806.55,3200.59,1930.49,3305.24,1
62,1930.49,3200.59,2083.75,3305.24,1
63,2083.75,3200.59,2508.03,3305.24,1
64,-1.23,3102.05,72.64,3200.59,1
65,72.64,3102.05,237.16,3200.59,1
66,237.16,3102.05,592.25,3200.59,1
67,592.25,3102.05,1553.89,3200.59,1
68,1553.89,3102.05,1806.55,3200.59,1
69,1806.55,3102.05,1930.49,3200.59,1
70,1930.49,3102.05,2083.75,3200.59,1
71,2083.75,3102.05,2508.03,3200.59,1
72,-1.23,3022.67,72.64,3102.05,1
73,72.64,3022.67,237.16,3102.05,1
74,237.16,3022.67,592.25,3102.05,1
75,592.25,3022.67,1553.89,3102.05,1
76,1553.89,3022.67,1806.55,3102.05,1
77,1806.55,3022.67,1930.49,3102.05,1
78,1930.49,3022.67,2083.75,3102.05,1
79,2083.75,3022.67,2508.03,3102.05,1
80,-1.23,2996.24,72.64,3022.67,1
81,72.64,2996.24,237.16,3022.67,1
82,237.16,2996.24,592.25,3022.67,1
83,592.25,2996.24,1553.89,3022.67,1
84,1553.89,2996.24,1806.55,3022.67,1
85,1806.55,2996.24,1930.49,3022.67,1
86,1930.49,2996.24,2083.75,3022.67,1
87,2083.75,2996.24,2508.03,3022.67,1
88,-1.23,2947.72,72.64,2996.24,1
89,72.64,2947.72,237.16,2996.24,1
90,237.16,2947.72,592.25,2996.24,1
91,592.25,2947.72,1553.89,2996.24,1
92,1553.89,2947.72,1806.55,2996.24,1
93,1806.55,2947.72,1930.49,2996.24,1
94,1930.49,2947.72,2083.75,2996.24,1
95,2083.75,2947.72,2508.03,2996.24,1
96,-1.23,2839.33,72.64,2947.72,1
97,72.64,2839.33,237.16,2947.72,1
98,237.16,2839.33,592.25,2947.72,1
99,592.25,2839.33,1553.89,2947.72,1
100,1553.89,2839.33,1806.55,2947.72,1
101,1806.55,2839.33,1930.49,2947.72,1
102,1930.49,2839.33,2083.75,2947.72,1
103,2083.75,2839.33,2508.03,2947.72,1
104,-1.23,2687.93,72.64,2839.33,1
105,72.64,2687.93,237.16,2839.33,1
106,237.16,2687.93,592.25,2839.33,1
107,592.25,2687.93,1553.89,2839.33,1
108,1553.89,2687.93,1806.55,2839.33,1
109,1806.55,2687.93,1930.49,2839.33,1
