,bottom_left_x1,bottom_left_y1,top_right_x2,top_right_y2,pg
0,-0.01,3610.73,56.06,3800.96,3
1,56.06,3610.73,261.77,3800.96,3
2,261.77,3610.73,359.12,3800.96,3
3,359.12,3610.73,420.68,3800.96,3
4,420.68,3610.73,484.55,3800.96,3
5,484.55,3610.73,750.85,3800.96,3
6,750.85,3610.73,1541.33,3800.96,3
7,1541.33,3610.73,2509.72,3800.96,3
8,-0.01,3509.79,56.06,3610.73,3
9,56.06,3509.79,261.77,3610.73,3
10,261.77,3509.79,359.12,3610.73,3
11,359.12,3509.79,420.68,3610.73,3
12,420.68,3509.79,484.55,3610.73,3
13,484.55,3509.79,750.85,3610.73,3
14,750.85,3509.79,1541.33,3610.73,3
15,1541.33,3509.79,2509.72,3610.73,3
16,-0.01,3408.32,56.06,3509.79,3
17,56.06,3408.32,261.77,3509.79,3
18,261.77,3408.32,359.12,3509.79,3
19,359.12,3408.32,420.68,3509.79,3
20,420.68,3408.32,484.55,3509.79,3
21,484.55,3408.32,750.85,3509.79,3
22,750.85,3408.32,1541.33,3509.79,3
23,1541.33,3408.32,2509.72,3509.79,3
24,-0.01,3308.13,56.06,3408.32,3
25,56.06,3308.13,261.77,3408.32,3
26,261.77,3308.13,359.12,3408.32,3
27,359.12,3308.13,420.68,3408.32,3
28,420.68,3308.13,484.55,3408.32,3
29,484.55,3308.13,750.85,3408.32,3
30,750.85,3308.13,1541.33,3408.32,3
31,1541.33,3308.13,2509.72,3408.32,3
32,-0.01,3206.71,56.06,3308.13,3
33,56.06,3206.71,261.77,3308.13,3
34,261.77,3206.71,359.12,3308.13,3
35,359.12,3206.71,420.68,3308.13,3
36,420.68,3206.71,484.55,3308.13,3
37,484.55,3206.71,750.85,3308.13,3
38,750.85,3206.71,1541.33,3308.13,3
39,1541.33,3206.71,2509.72,3308.13,3
40,-0.01,3177.6,56.06,3206.71,3
41,56.06,3177.6,261.77,3206.71,3
42,261.77,3177.6,359.12,3206.71,3
43,359.12,3177.6,420.68,3206.71,3
44,420.68,3177.6,484.55,3206.71,3
45,484.55,3177.6,750.85,3206.71,3
46,750.85,3177.6,1541.33,3206.71,3
47,1541.33,3177.6,2509.72,3206.71,3
48,-0.01,3101.68,56.06,3177.6,3
49,56.06,3101.68,261.77,3177.6,3
50,261.77,3101.68,359.12,3177.6,3
51,359.12,3101.68,420.68,3177.6,3
52,420.68,3101.68,484.55,3177.6,3
53,484.55,3101.68,750.85,3177.6,3
54,750.85,3101.68,1541.33,3177.6,3
55,1541.33,3101.68,2509.72,3177.6,3
56,-0.01,3002.06,56.06,3101.68,3
57,56.06,3002.06,261.77,3101.68,3
58,261.77,3002.06,359.12,3101.68,3
59,359.12,3002.06,420.68,3101.68,3
60,420.68,3002.06,484.55,3101.68,3
61,484.55,3002.06,750.85,3101.68,3
62,750.85,3002.06,1541.33,3101.68,3
63,1541.33,3002.06,2509.72,3101.68,3
64,-0.01,2898.67,56.06,3002.06,3
65,56.06,2898.67,261.77,3002.06,3
66,261.77,2898.67,359.12,3002.06,3
67,359.12,2898.67,420.68,3002.06,3
68,420.68,2898.67,484.55,3002.06,3
69,484.55,2898.67,750.85,3002.06,3
70,750.85,2898.67,1541.33,3002.06,3
71,1541.33,2898.67,2509.72,3002.06,3
72,-0.01,2794.84,56.06,2898.67,3
73,56.06,2794.84,261.77,2898.67,3
74,261.77,2794.84,359.12,2898.67,3
75,359.12,2794.84,420.68,2898.67,3
76,420.68,2794.84,484.55,2898.67,3
77,484.55,2794.84,750.85,2898.67,3
78,750.85,2794.84,1541.33,2898.67,3
79,1541.33,2794.84,2509.72,2898.67,3
80,-0.01,2691.81,56.06,2794.84,3
81,56.06,2691.81,261.77,2794.84,3
82,261.77,2691.81,359.12,2794.84,3
83,359.12,2691.81,420.68,2794.84,3
84,420.68,2691.81,484.55,2794.84,3
85,484.55,2691.81,750.85,2794.84,3
86,750.85,2691.81,1541.33,2794.84,3
87,1541.33,2691.81,2509.72,2794.84,3
88,-0.01,2590.1,56.06,2691.81,3
89,56.06,2590.1,261.77,2691.81,3
90,261.77,2590.1,359.12,2691.81,3
91,359.12,2590.1,420.68,2691.81,3
92,420.68,2590.1,484.55,2691.81,3
93,484.55,2590.1,750.85,2691.81,3
94,750.85,2590.1,1541.33,2691.81,3
95,1541.33,2590.1,2509.72,2691.81,3
96,-0.01,2488.64,56.06,2590.1,3
97,56.06,2488.64,261.77,2590.1,3
98,261.77,2488.64,359.12,2590.1,3
99,359.12,2488.64,420.68,2590.1,3
100,420.68,2488.64,484.55,2590.1,3
101,484.55,2488.64,750.85,2590.1,3
102,750.85,2488.64,1541.33,2590.1,3
103,1541.33,2488.64,2509.72,2590.1,3
104,-0.01,2385.0,56.06,2488.64,3
105,56.06,2385.0,261.77,2488.64,3
106,261.77,2385.0,359.12,2488.64,3
107,359.12,2385.0,420.68,2488.64,3
108,420.68,2385.0,484.55,2488.64,3
109,484.55,2385.0,750.85,2488.64,3
110,750.85,2385.0,1541.33,2488.64,3
111,1541.33,2385.0,2509.72,2488.64,3
112,-0.01,2287.27,56.06,2385.0,3
113,56.06,2287.27,261.77,2385.0,3
114,261.77,2287.27,359.12,2385.0,3
115,359.12,2287.27,420.68,2385.0,3
116,420.68,2287.27,484.55,2385.0,3
117,484.55,2287.27,750.85,2385.0,3
118,750.85,2287.27,1541.33,2385.0,3
119,1541.33,2287.27,2509.72,2385.0,3
120,-0.01,2185.58,56.06,2287.27,3
121,56.06,2185.58,261.77,2287.27,3
122,261.77,2185.58,359.12,2287.27,3
123,359.12,2185.58,420.68,2287.27,3
124,420.68,2185.58,484.55,2287.27,3
125,484.55,2185.58,750.85,2287.27,3
126,750.85,2185.58,1541.33,2287.27,3
127,1541.33,2185.58,2509.72,2287.27,3
128,-0.01,2077.18,56.06,2185.58,3
129,56.06,2077.18,261.77,2185.58,3
130,261.77,2077.18,359.12,2185.58,3
131,359.12,2077.18,420.68,2185.58,3
132,420.68,2077.18,484.55,2185.58,3
133,484.55,2077.18,750.85,2185.58,3
134,750.85,2077.18,1541.33,2185.58,3
135,1541.33,2077.18,2509.72,2185.58,3
136,-0.01,1977.35,56.06,2077.18,3
137,56.06,1977.35,261.77,2077.18,3
138,261.77,1977.35,359.12,2077.18,3
139,359.12,1977.35,420.68,2077.18,3
140,420.68,1977.35,484.55,2077.18,3
141,484.55,1977.35,750.85,2077.18,3
142,750.85,1977.35,1541.33,2077.18,3
143,1541.33,1977.35,2509.72,2077.18,3
144,-0.01,1939.62,56.06,1977.35,3
145,56.06,1939.62,261.77,1977.35,3
146,261.77,1939.62,359.12,1977.35,3
147,359.12,1939.62,420.68,1977.35,3
148,420.68,1939.62,484.55,1977.35,3
149,484.55,1939.62,750.85,1977.35,3
150,750.85,1939.62,1541.33,1977.35,3
151,1541.33,1939.62,2509.72,1977.35,3
152,-0.01,1865.44,56.06,1939.62,3
153,56.06,1865.44,261.77,1939.62,3
154,261.77,1865.44,359.12,1939.62,3
155,359.12,1865.44,420.68,1939.62,3
156,420.68,1865.44,484.55,1939.62,3
157,484.55,1865.44,750.85,1939.62,3
158,750.85,1865.44,1541.33,1939.62,3
159,1541.33,1865.44,2509.72,1939.62,3
160,-0.01,1775.18,56.06,1865.44,3
161,56.06,1775.18,261.77,1865.44,3
162,261.77,1775.18,359.12,1865.44,3
163,359.12,1775.18,420.68,1865.44,3
164,420.68,1775.18,484.55,1865.44,3
165,484.55,1775.18,750.85,1865.44,3
166,750.85,1775.18,1541.33,1865.44,3
167,1541.33,1775.18,2509.72,1865.44,3
168,-0.01,1671.77,56.06,1775.18,3
169,56.06,1671.77,261.77,1775.18,3
170,261.77,1671.77,359.12,1775.18,3
171,359.12,1671.77,420.68,1775.18,3
172,420.68,1671.77,484.55,1775.18,3
173,484.55,1671.77,750.85,1775.18,3
174,750.85,1671.77,1541.33,1775.18,3
175,1541.33,1671.77,2509.72,1775.18,3
176,-0.01,1569.74,56.06,1671.77,3
177,56.06,1569.74,261.77,1671.77,3
178,261.77,1569.74,359.12,1671.77,3
179,359.12,1569.74,420.68,1671.77,3
180,420.68,1569.74,484.55,1671.77,3
181,484.55,1569.74,750.85,1671.77,3
182,750.85,1569.74,1541.33,1671.77,3
183,1541.33,1569.74,2509.72,1671.77,3
184,-0.01,1462.19,56.06,1569.74,3
185,56.06,1462.19,261.77,1569.74,3
186,261.77,1462.19,359.12,1569.74,3
187,359.12,1462.19,420.68,1569.74,3
188,420.68,1462.19,484.55,1569.74,3
189,484.55,1462.19,750.85,1569.74,3
190,750.85,1462.19,1541.33,1569.74,3
191,1541.33,1462.19,2509.72,1569.74,3
192,-0.01,1361.94,56.06,1462.19,3
193,56.06,1361.94,261.77,1462.19,3
194,261.77,1361.94,359.12,1462.19,3
195,359.12,1361.94,420.68,1462.19,3
196,420.68,1361.94,484.55,1462.19,3
197,484.55,1361.94,750.85,1462.19,3
198,750.85,1361.94,1541.33,1462.19,3
199,1541.33,1361.94,2509.72,1462.19,3
200,-0.01,1266.06,56.06,1361.94,3
201,56.06,1266.06,261.77,1361.94,3
202,261.77,1266.06,359.12,1361.94,3
203,359.12,1266.06,420.68,1361.94,3
204,420.68,1266.06,484.55,1361.94,3
205,484.55,1266.06,750.85,1361.94,3
206,750.85,1266.06,1541.33,1361.94,3
207,1541.33,1266.06,2509.72,1361.94,3
208,-0.01,1161.89,56.06,1266.06,3
209,56.06,1161.89,261.77,1266.06,3
210,261.77,1161.89,359.12,1266.06,3
211,359.12,1161.89,420.68,1266.06,3
212,420.68,1161.89,484.55,1266.06,3
213,484.55,1161.89,750.85,1266.06,3
214,750.85,1161.89,1541.33,1266.06,3
215,1541.33,1161.89,2509.72,1266.06,3
216,-0.01,1055.44,56.06,1161.89,3
217,56.06,1055.44,261.77,1161.89,3
218,261.77,1055.44,359.12,1161.89,3
219,359.12,1055.44,420.68,1161.89,3
220,420.68,1055.44,484.55,1161.89,3
221,484.55,1055.44,750.85,1161.89,3
222,750.85,1055.44,1541.33,1161.89,3
223,1541.33,1055.44,2509.72,1161.89,3
224,-0.01,951.85,56.06,1055.44,3
225,56.06,951.85,261.77,1055.44,3
226,261.77,951.85,359.12,1055.44,3
227,359.12,951.85,420.68,1055.44,3
228,420.68,951.85,484.55,1055.44,3
229,484.55,951.85,750.85,1055.44,3
230,750.85,951.85,1541.33,1055.44,3
231,1541.33,951.85,2509.72,1055.44,3
232,-0.01,849.54,56.06,951.85,3
233,56.06,849.54,261.77,951.85,3
234,261.77,849.54,359.12,951.85,3
235,359.12,849.54,420.68,951.85,3
236,420.68,849.54,484.55,951.85,3
237,484.55,849.54,750.85,951.85,3
238,750.85,849.54,1541.33,951.85,3
239,1541.33,849.54,2509.72,951.85,3
240,-0.01,745.19,56.06,849.54,3
241,56.06,745.19,261.77,849.54,3
242,261.77,745.19,359.12,849.54,3
243,359.12,745.19,420.68,849.54,3
244,420.68,745.19,484.55,849.54,3
245,484.55,745.19,750.85,849.54,3
246,750.85,745.19,1541.33,849.54,3
247,1541.33,745.19,2509.72,849.54,3
248,-0.01,640.73,56.06,745.19,3
249,56.06,640.73,261.77,745.19,3
250,261.77,640.73,359.12,745.19,3
251,359.12,640.73,420.68,745.19,3
252,420.68,640.73,484.55,745.19,3
253,484.55,640.73,750.85,745.19,3
254,750.85,640.73,1541.33,745.19,3
255,1541.33,640.73,2509.72,745.19,3
256,-0.01,537.58,56.06,640.73,3
257,56.06,537.58,261.77,640.73,3
258,261.77,537.58,359.12,640.73,3
259,359.12,537.58,420.68,640.73,3
260,420.68,537.58,484.55,640.73,3
261,484.55,537.58,750.85,640.73,3
262,750.85,537.58,1541.33,640.73,3
263,1541.33,537.58,2509.72,640.73,3
264,-0.01,-1.04,56.06,537.58,3
265,56.06,-1.04,261.77,537.58,3
266,261.77,-1.04,359.12,537.58,3
267,359.12,-1.04,420.68,537.58,3
268,420.68,-1.04,484.55,537.58,3
269,484.55,-1.04,750.85,537.58,3
270,750.85,-1.04,1541.33,537.58,3
271,1541.33,-1.04,2509.72,537.58,3
