,bottom_left_x1,bottom_left_y1,top_right_x2,top_right_y2,pg
0,0.0,3670.67,372.11,3777.58,6
1,372.11,3670.67,706.08,3777.58,6
2,706.08,3670.67,776.36,3777.58,6
3,776.36,3670.67,1444.23,3777.58,6
4,1444.23,3670.67,2509.72,3777.58,6
5,0.0,3583.95,372.11,3670.67,6
6,372.11,3583.95,706.08,3670.67,6
7,706.08,3583.95,776.36,3670.67,6
8,776.36,3583.95,1444.23,3670.67,6
9,1444.23,3583.95,2509.72,3670.67,6
10,0.0,3574.72,372.11,3583.95,6
11,372.11,3574.72,706.08,3583.95,6
12,706.08,3574.72,776.36,3583.95,6
13,776.36,3574.72,1444.23,3583.95,6
14,1444.23,3574.72,2509.72,3583.95,6
15,0.0,3551.81,372.11,3574.72,6
16,372.11,3551.81,706.08,3574.72,6
17,706.08,3551.81,776.36,3574.72,6
18,776.36,3551.81,1444.23,3574.72,6
19,1444.23,3551.81,2509.72,3574.72,6
20,0.0,3527.26,372.11,3551.81,6
21,372.11,3527.26,706.08,3551.81,6
22,706.08,3527.26,776.36,3551.81,6
23,776.36,3527.26,1444.23,3551.81,6
24,1444.23,3527.26,2509.72,3551.81,6
25,0.0,3456.47,372.11,3527.26,6
26,372.11,3456.47,706.08,3527.26,6
27,706.08,3456.47,776.36,3527.26,6
28,776.36,3456.47,1444.23,3527.26,6
29,1444.23,3456.47,2509.72,3527.26,6
30,0.0,3385.87,372.11,3456.47,6
31,372.11,3385.87,706.08,3456.47,6
32,706.08,3385.87,776.36,3456.47,6
33,776.36,3385.87,1444.23,3456.47,6
34,1444.23,3385.87,2509.72,3456.47,6
35,0.0,3374.45,372.11,3385.87,6
36,372.11,3374.45,706.08,3385.87,6
37,706.08,3374.45,776.36,3385.87,6
38,776.36,3374.45,1444.23,3385.87,6
39,1444.23,3374.45,2509.72,3385.87,6
40,0.0,3346.88,372.11,3374.45,6
41,372.11,3346.88,706.08,3374.45,6
42,706.08,3346.88,776.36,3374.45,6
43,776.36,3346.88,1444.23,3374.45,6
44,1444.23,3346.88,2509.72,3374.45,6
45,0.0,3320.32,372.11,3346.88,6
46,372.11,3320.32,706.08,3346.88,6
47,706.08,3320.32,776.36,3346.88,6
48,776.36,3320.32,1444.23,3346.88,6
49,1444.23,3320.32,2509.72,3346.88,6
50,0.0,3246.54,372.11,3320.32,6
51,372.11,3246.54,706.08,3320.32,6
52,706.08,3246.54,776.36,3320.32,6
53,776.36,3246.54,1444.23,3320.32,6
54,1444.23,3246.54,2509.72,3320.32,6
55,0.0,3171.71,372.11,3246.54,6
56,372.11,3171.71,706.08,3246.54,6
57,706.08,3171.71,776.36,3246.54,6
58,776.36,3171.71,1444.23,3246.54,6
59,1444.23,3171.71,2509.72,3246.54,6
60,0.0,3144.71,372.11,3171.71,6
61,372.11,3144.71,706.08,3171.71,6
62,706.08,3144.71,776.36,3171.71,6
63,776.36,3144.71,1444.23,3171.71,6
64,1444.23,3144.71,2509.72,3171.71,6
65,0.0,3118.28,372.11,3144.71,6
66,372.11,3118.28,706.08,3144.71,6
