,year,year_count,congregation,denomination,density,clustering,gender_assort,degree_assort,mod_assort,male_bridges,female_bridges,male-female,male-male,female-female,male,female,nodes,bridge_pct,network_pct
0,1748,1,pa-philadelphia-grc,german reformed,0.030694205393000575,0.838,-0.26765697621434464,0.46422068463218974,0.9587032033963719,7,1,0.2803738317757009,0.3364485981308411,0.056074766355140186,53,29,84,0.125,0.34523809523809523
1,1749,2,pa-philadelphia-grc,german reformed,0.013260715131423158,0.795,-0.32077261945103386,0.19584291677314924,0.9428742417235657,23,5,0.30178571428571427,0.325,0.05357142857142857,125,79,206,0.17857142857142858,0.38349514563106796
2,1750,3,pa-philadelphia-grc,german reformed,0.010066090493136757,0.742,-0.3299569443231664,0.15295234245239137,0.9544613594623572,40,10,0.30934343434343436,0.30808080808080807,0.06060606060606061,165,114,281,0.2,0.40569395017793597
3,1751,4,pa-philadelphia-grc,german reformed,0.010056832221398566,0.74,-0.32789559543229996,0.14179075705765656,0.9426633923625898,43,11,0.3071253071253071,0.3095823095823096,0.05896805896805897,167,115,285,0.2037037037037037,0.40350877192982454
4,1752,5,pa-philadelphia-grc,german reformed,0.009501661129568106,0.716,-0.3302173378261639,0.14740640505187208,0.9457503585316155,43,11,0.3076923076923077,0.31002331002331,0.05827505827505827,177,121,301,0.2037037037037037,0.4019933554817276
5,1753,6,pa-philadelphia-grc,german reformed,0.008586027074956542,0.767,-0.3430673748654408,0.11767589362840461,0.9375028921604274,44,12,0.3098159509202454,0.3128834355828221,0.053169734151329244,201,134,338,0.21428571428571427,0.39644970414201186
6,1754,7,pa-philadelphia-grc,german reformed,0.008221408221408221,0.748,-0.3425233857710161,0.12245699170404876,0.935314327742117,44,12,0.3108910891089109,0.3089108910891089,0.055445544554455446,208,140,351,0.21428571428571427,0.39886039886039887
7,1755,8,pa-philadelphia-grc,german reformed,0.007810914992899168,0.785,-0.34151111111111104,0.0912441801701056,0.9198934280639431,46,16,0.3116883116883117,0.30612244897959184,0.0575139146567718,221,148,372,0.25806451612903225,0.3978494623655914
8,1756,9,pa-philadelphia-grc,german reformed,0.007770497914008401,0.782,-0.3397583131213186,0.0893233716507828,0.9203655258914173,46,17,0.31088560885608857,0.3044280442804428,0.05719557195571956,222,148,374,0.2698412698412698,0.39572192513368987
9,1757,10,pa-philadelphia-grc,german reformed,0.007770497914008401,0.777,-0.3397583131213186,0.0893233716507828,0.9203655258914173,46,17,0.31088560885608857,0.3044280442804428,0.05719557195571956,222,148,374,0.2698412698412698,0.39572192513368987
10,1758,11,pa-philadelphia-grc,german reformed,0.007770497914008401,0.768,-0.3397583131213186,0.0893233716507828,0.9203655258914173,46,17,0.31088560885608857,0.3044280442804428,0.05719557195571956,222,148,374,0.2698412698412698,0.39572192513368987
11,1759,12,pa-philadelphia-grc,german reformed,0.005241578530494339,0.671,-0.34860098402591716,0.07546911382002423,0.9225786915913579,77,20,0.30962962962962964,0.31703703703703706,0.04888888888888889,299,204,508,0.20618556701030927,0.4015748031496063
12,1760,13,pa-philadelphia-grc,german reformed,0.0038387297769528067,0.621,-0.3367918144723082,0.06479469744580613,0.9241991090867905,113,30,0.30930760499432464,0.31441543700340524,0.05561861520998865,392,281,678,0.2097902097902098,0.4144542772861357
13,1761,14,pa-philadelphia-grc,german reformed,0.00337784087432229,0.63,-0.3380803026062114,-0.03318672278732545,0.9236944501331148,142,37,0.31023550724637683,0.31431159420289856,0.05615942028985507,460,344,809,0.20670391061452514,0.4252163164400494
14,1762,15,pa-philadelphia-grc,german reformed,0.003001877876705019,0.616,-0.3355603359620189,-0.04121679462579141,0.9292746190218463,178,41,0.3097579425113464,0.31089258698940997,0.057488653555219364,526,406,939,0.1872146118721461,0.4323748668796592
15,1763,16,pa-philadelphia-grc,german reformed,0.002899331775046947,0.633,-0.3385006860998318,-0.047284295841863506,0.9311193934648759,182,41,0.30979827089337175,0.3134005763688761,0.05547550432276657,552,420,979,0.18385650224215247,0.4290091930541369
16,1764,17,pa-philadelphia-grc,german reformed,0.002725622961925522,0.619,-0.33706472911983765,-0.05397058672451655,0.9237659636355182,189,41,0.30811332904056665,0.3161622665808113,0.05344494526722473,599,460,1068,0.1782608695652174,0.4307116104868914
17,1765,18,pa-philadelphia-grc,german reformed,0.002516736956540747,0.578,-0.3344315382008138,-0.06432692762383668,0.9255038797308652,209,46,0.307469600463231,0.3184713375796178,0.05385060799073538,653,510,1172,0.1803921568627451,0.4351535836177474
18,1766,19,pa-philadelphia-grc,german reformed,0.002422610333249315,0.605,-0.3351882806541269,-0.08006525940919502,0.9183837062741603,216,51,0.30754716981132074,0.31859838274932617,0.053369272237196765,688,540,1238,0.19101123595505617,0.43618739903069464
19,1767,20,pa-philadelphia-grc,german reformed,0.002401958131115401,0.617,-0.33966177737126385,-0.09429567059631129,0.9122557930576903,213,45,0.30796194291437157,0.3199799699549324,0.05107661492238358,715,564,1290,0.1744186046511628,0.4372093023255814
20,1768,21,pa-philadelphia-grc,german reformed,0.0023052216600603697,0.59,-0.340995759168336,-0.08344817366948487,0.9106562470920411,226,46,0.30684995340167753,0.32479030754892824,0.048462255358807084,757,596,1365,0.16911764705882354,0.43663003663003663
21,1769,22,pa-philadelphia-grc,german reformed,0.002279459695852002,0.622,-0.3410741953233726,-0.086784487696904,0.9095124378763841,227,47,0.3072398190045249,0.3226244343891403,0.048868778280542986,768,612,1393,0.17153284671532848,0.43933955491744436
