degree,count
0,0
1,321
2,78
3,625
4,56
5,117
6,92
7,65
8,58
9,38
10,30
11,20
12,16
13,10
14,9
15,13
16,6
17,3
18,2
19,1
20,1
21,2
22,0
23,1
24,1
