degree,count
0,0
1,186
2,63
3,802
4,64
5,139
6,102
7,53
8,45
9,28
10,29
11,24
12,16
13,21
14,14
15,13
16,6
17,14
18,8
19,9
20,3
21,4
22,5
23,3
24,2
25,1
26,2
27,3
28,3
29,2
30,1
31,3
32,1
33,3
34,1
35,0
36,0
37,0
38,2
39,0
40,1
