degree,count
0,0
1,2
2,121
3,432
4,239
5,78
6,65
7,55
8,25
9,22
10,19
11,14
12,8
13,10
14,5
15,4
16,8
17,3
18,5
19,3
20,1
21,2
22,1
23,0
24,0
25,0
26,0
27,1
