degree,count
0,0
1,25
2,73
3,206
4,38
5,68
6,41
7,27
8,16
9,17
10,13
11,18
12,12
13,7
14,9
15,9
16,6
17,7
18,6
19,6
20,3
21,1
22,1
23,0
24,0
25,0
26,0
27,0
28,1
29,0
30,1
31,1
