,year,density,clustering,preferential_edges,jacc_edges
0,1777,0.038461538461538464,0.674,0.0,0.0
1,1778,0.014577114427860697,0.627,0.0,0.02
2,1779,0.010046212577858147,0.633,0.0,0.03
3,1780,0.009987279757181899,0.681,0.03,0.22
4,1781,0.008985640752143382,0.741,0.0,0.17
5,1782,0.008549042580456193,0.743,0.03,0.18
6,1783,0.008549042580456193,0.765,0.0,0.0
