,year,source,target
614,1787.0,Godfrey,Charity
615,1780.0,Godfrey,Charity
616,1777.0,Godfrey,Charity
617,1771.0,Gottfried,Gertroud
618,1773.0,Gottfried,Gertroud
619,1793.0,John,Christina
620,1799.0,Martin,Maria
621,1789.0,Godfrey  Esp,Charity
622,1795.0,Honnes,Christina
623,1799.0,Johannes,Christina
624,1797.0,Johannes,Christina
625,1778.0,Samuel,Margriet
626,1779.0,Adam,Catharina
627,1787.0,Adam,Catharina
628,1782.0,Adam,Catharina
629,1799.0,Frederick,Elizabeth
630,1772.0,Cunrad,Anna  Maria
631,1771.0,Cunrad,Anna  Maria
633,1793.0,Harmen,Susanna
634,1779.0,Abraham,Catharina
635,1782.0,Abraham,Catharina
637,1799.0,Cornelius,John
638,1789.0,Harmen  Sr,Sukkj
639,1791.0,Harmen  Sr,Sukkj
640,1787.0,Harmen,Susanna
641,1785.0,Harmen,Susanna
642,1787.0,Jacob,Maria
643,1782.0,Johannes,Elsie
644,1771.0,Adam,Catharina
645,1799.0,Jacob,Elizabeth
646,1788.0,Philip,Catharina
647,1780.0,Adam,Anna  Maria
648,1786.0,Adam,Maria
649,1789.0,Adam,Maria
650,1791.0,Adam,Maria
651,1778.0,David,Anna  Margaretha
652,1777.0,Baltus,Veronica
653,1787.0,Adam,Elizabeth
654,1785.0,Adam,Elizabeth
655,1793.0,Adam,Elizabeth
656,1789.0,Adam,Elizabeth
657,1779.0,Adam,Elizabeth
658,1791.0,Adam,Elizabeth
659,1781.0,Adam,Elizabeth
660,1778.0,Adam,Elizabeth
661,1783.0,Adam,Elizabeth
662,1796.0,Frederick,Anna  Maria
663,1799.0,Frederick,Anna  Maria
664,1799.0,Frederick,Anna  Maria
666,1790.0,Andries,Christina
667,1792.0,Andries,Christina
668,1783.0,Andries,Elizabeth
669,1771.0,Johannes,Christina
670,1784.0,John,Anistina
671,1787.0,John,Eleanora
672,1798.0,John,Eleanora
673,1791.0,John,Eleanora
674,1793.0,John,Eleanora
676,1784.0,Martin,Charity
677,1787.0,Peter,Maria
679,1786.0,Christian,Hannah
681,1784.0,Yorek,Anna
682,1782.0,Peter,Elizabeth
683,1783.0,Philip,Eva
684,1779.0,Michael,Maria
685,1781.0,John,Dolly
686,1792.0,Peter,Margriet
687,1782.0,Peter,Margriet
688,1782.0,John  Wilhelm,Debora
689,1791.0,Cunrad,Maria
690,1785.0,Cunrad,Maria
691,1787.0,Cunrad,Maria
692,1771.0,Samuel,Elizabeth
693,1785.0,Cunrad,Maria
694,1771.0,Johannes,Margretha
695,1789.0,Johannes,Catharina
696,1779.0,Gottlieb,Elizabeth
698,1793.0,Peter,Elizabeth
699,1796.0,Peter,Elizabeth
700,1784.0,Henry,Anna
702,1789.0,Henry,Anna
703,1794.0,Henry,Anna
704,1780.0,Henry,Anna
705,1778.0,Henry,Anna
706,1787.0,Henry,Anna
707,1782.0,Henry,Anna
708,1800.0,Henry,Anna
709,1792.0,Henry,Anna
710,1785.0,Philip,Margriet
711,1792.0,John,Maria
712,1794.0,John,Maria
713,1799.0,Josh,Anna
714,1791.0,Josh,Anna
715,1793.0,Josh,Anna
716,1785.0,John,Anna  Margarera
718,1788.0,Jos,Sara
719,1786.0,Jos,Sara
720,1781.0,Jacob,Maria
721,1781.0,Jacob,Maria
722,1781.0,Jacob,Maria
723,1778.0,John,Dellj
724,1786.0,John,Dellj
725,1789.0,John,Dellj
726,1784.0,John,Dellj
727,1792.0,John,Dolly
728,1789.0,Mattheus,Susanna
729,1792.0,Mattheus,Susanna
730,1789.0,Mattheus,Susanna
731,1798.0,Michael,Anna
732,1788.0,Michael,Anna
733,1795.0,Michael,Annje
734,1792.0,Michael,Annje
735,1795.0,Michael,Annje
736,1786.0,Michael,Annje
737,1795.0,Michael,Annje
738,1795.0,Michael,Annje
739,1790.0,Peter,Margriet
740,1787.0,Peter,Margriet
741,1787.0,William,Maria
742,1782.0,William,Maria
743,1778.0,Daniel,Elizabeth
744,1780.0,Daniel,Elizabeth
745,1773.0,Robert,Hannah
746,1777.0,Robert,Hannah
747,1789.0,Robert,Hannah
748,1786.0,Robert,Hannah
749,1792.0,Robert,Hannah
750,1783.0,Robert,Hannah
751,1785.0,Christian,Charity
752,1785.0,Christian,Charity
753,1785.0,Christian,Charity
754,1785.0,Christian,Charity
755,1785.0,Christian,Charity
756,1785.0,Christian,Charity
757,1785.0,Christian,Charity
758,1797.0,Joseph,Elsie
759,1785.0,Paulus,Maria
761,1785.0,Peter,Maria
762,1798.0,Henry,Catharina
763,1796.0,Henry,Catharina
764,1779.0,Christian,Salome
765,1799.0,Cunrad,Bolly
766,1781.0,Robert,Agnes
767,1784.0,Baltus,Catharina
768,1785.0,Baltus,Catharina
769,1787.0,Baltus,Catharina
770,1779.0,Jacob,Catharina  Schneider
771,1786.0,John,Elizabeth
772,1771.0,John,Elizabeth
773,1781.0,John,Elizabeth
774,1778.0,John,Elizabeth
775,1790.0,John,Elizabeth
776,1779.0,John,Elizabeth
777,1780.0,Cunrad,Maria
778,1778.0,Cunrad,Maria
779,1783.0,Cunrad,Maria
780,1785.0,John,Margriet
781,1795.0,Jacob  Sr,Anna  Gertroud
783,1782.0,Thomas,Bolly
784,1789.0,Thomas,Bollj
785,1786.0,Thomas,Bolly
786,1786.0,Thomas,Bolly
787,1792.0,Thomas,Bolly
788,1787.0,John,Catharina
789,1789.0,John,Catharina
790,1785.0,John,Catharina
791,1784.0,Adam,Sophia
792,1785.0,Adam,Sophia
793,1797.0,Jacob  Jr,Maria
794,1795.0,Jacob  Jr,Maria
795,1785.0,Griffit,Anna  Maria
796,1785.0,Andries,Anna  Catharine
797,1788.0,Andries,Anna  Catharine
798,1788.0,Henry,Elizabeth
799,1771.0,Benjamin,Judith
800,1785.0,Michael,Elizabeth
801,1786.0,Charles,Maria
802,1788.0,Charles,Maria
803,1772.0,Thomas,Esther
804,1794.0,John,Margriet
805,1789.0,Abraham,Eva
806,1783.0,Abraham,Eva
807,1783.0,Abraham,Eva
808,1777.0,William,Margary
809,1798.0,George,Maria
810,1772.0,Abraham,Eva
811,1789.0,Lucas,Catharina
812,1779.0,Johannes  Georg,Catharina
813,1781.0,John  Georg,Catharina
814,1792.0,John,Anna
815,1792.0,Daniel,Catharina
816,1795.0,Lucas,Anna
817,1799.0,Michael,Maria
818,1792.0,John,Anna
819,1790.0,Johannes,Maria
820,1784.0,T  Wilhelm,Maria
821,1781.0,Johannes,Anna  Catharine
822,1785.0,William,Maria
823,1781.0,William,Bolly
824,1778.0,William,Bolly
825,1783.0,William,Maria
826,1795.0,Ezekiel,Bolly
827,1797.0,Ezekiel,Bolly
828,1794.0,Ezekiel,Bolly
829,1792.0,Ezekiel,Bolly
830,1778.0,David,Maria
831,1779.0,David,Maria
832,1783.0,David,Maria
833,1783.0,David,Maria
834,1785.0,Frederick,Sophia
835,1787.0,Jacob,Elizabeth
836,1784.0,Jacob,Elizabeth
154,1782.0,Moritz,Moritz Waldorf 
158,1785.0,Moritz,Cunrad Bonn 
234,1784.0,David,Datin 
313,1787.0,John,Frederick  Martinj
468,1792.0,Frederick,Michael  Thomase
476,1778.0,William,Frieder: Fritz 
578,1788.0,Balthes,Phoebe  Mcclachen
585,1771.0,Baltus,Henrich  Schweitzer
557,1799.0,John  Murphy,Peggy  Daub
