,year,source,target
83,1763,Anna Margaretha Wacker,David  Wacker
55,1763,Michael  Schwartz,Eva  Buschung
88,1763,Ulrich  Seiler,Jacob  Sincke
88,1763,Maria Elisabeta Geiss,Jacob  Sincke
55,1763,Michael  Schwartz,Johannes Georg Buschung
55,1763,Eva  Buschung,Johannes Georg Buschung
88,1763,Ulrich  Seiler,Maria Elisabeta Geiss
87,1763,Heinrich  Wolff,Philip  Schmelzer
87,1763,Anna Maria Kramer,Philip  Schmelzer
90,1765,Johannes  Ament,Anna Catharina Elisabeta Paul
90,1765,Maria Apollonia Paulis,Anna Catharina Elisabeta Paul
90,1765,Johannes Adam Paul,Anna Catharina Elisabeta Paul
101,1765,Johannes Georg Meyer,Catharina Margaret Liesab
101,1765,Liesabeta  Meyer,Catharina Margaret Liesab
101,1765,Paulus  Dritt,Catharina Margaret Liesab
101,1765,Johannes Georg Meyer,Jacob  Schuckman
101,1765,Liesabeta  Meyer,Jacob  Schuckman
101,1765,Paulus  Dritt,Jacob  Schuckman
101,1765,Catharina Margaret Liesab,Jacob  Schuckman
90,1765,Johannes  Ament,Johannes Adam Paul
90,1765,Maria Apollonia Paulis,Johannes Adam Paul
91,1765,Johannes  Ament,Johannes Lorenz Paul
91,1765,Maria Apollonia Paulis,Johannes Lorenz Paul
86,1765,Antony  Ament,Johannes Lorenz Paulis
40,1765,Christoph  Schafer,Johannes Philipp Gohn
40,1765,Sybilla Christina Bard,Johannes Philipp Gohn
86,1765,Antony  Ament,John  Lorentz
86,1765,Johannes Lorenz Paulis,John  Lorentz
101,1765,Johannes Georg Meyer,Liesabeta  Meyer
90,1765,Johannes  Ament,Maria Apollonia Paulis
91,1765,Johannes  Ament,Maria Apollonia Paulis
40,1765,Christoph  Schafer,Maria Sophia Behner
40,1765,Sybilla Christina Bard,Maria Sophia Behner
40,1765,Johannes Philipp Gohn,Maria Sophia Behner
101,1765,Johannes Georg Meyer,Paulus  Dritt
101,1765,Liesabeta  Meyer,Paulus  Dritt
40,1765,Christoph  Schafer,Sybilla Christina Bard
100,1766,Johannes Nicolaus Strehr,Andries  Gohn
100,1766,Mirick Catharina Strehr,Andries  Gohn
99,1766,Johannes Friederich Lieberknecht,Anna Christina Holtzel
99,1766,Ernst Christoffel Holtzel,Anna Christina Holtzel
35,1766,Johannes  Bayer,Anna Margaretha Bayer
92,1766,John Henric Willd,Anna Margaretha Deh
92,1766,Catharina  Willd,Anna Margaretha Deh
92,1766,John Georg Deh,Anna Margaretha Deh
92,1766,John Henric Willd,Catharina  Willd
99,1766,Johannes Friederich Lieberknecht,Ernst Christoffel Holtzel
92,1766,John Henric Willd,John Georg Deh
92,1766,Catharina  Willd,John Georg Deh
100,1766,Johannes Nicolaus Strehr,Liesabeta  Dellinger
100,1766,Mirick Catharina Strehr,Liesabeta  Dellinger
100,1766,Andries  Gohn,Liesabeta  Dellinger
35,1766,Johannes  Bayer,Maria Barbara Dritt
35,1766,Anna Margaretha Bayer,Maria Barbara Dritt
35,1766,Peter  Dritt,Maria Barbara Dritt
100,1766,Johannes Nicolaus Strehr,Mirick Catharina Strehr
35,1766,Johannes  Bayer,Peter  Dritt
35,1766,Anna Margaretha Bayer,Peter  Dritt
104,1767,Philip  Gohn,Anna Liesbeta Gohn
105,1767,Philip  Gohn,Anna Liesbeta Gohn
106,1767,Philip  Gohn,Anna Liesbeta Gohn
102,1767,John Nicolaus Schweytzer,Anna Margaretha Deh
102,1767,Vendelina Gertraude Schafmann,Anna Margaretha Deh
102,1767,John Nicolaus Deh,Anna Margaretha Deh
106,1767,Philip  Gohn,Cadarina Elizabeth Schmitt
106,1767,Anna Liesbeta Gohn,Cadarina Elizabeth Schmitt
106,1767,Gorg  Schmitt,Cadarina Elizabeth Schmitt
106,1767,Philip  Gohn,Gorg  Schmitt
106,1767,Anna Liesbeta Gohn,Gorg  Schmitt
104,1767,Philip  Gohn,Johannes  Dellinger
104,1767,Anna Liesbeta Gohn,Johannes  Dellinger
105,1767,Philip  Gohn,John Jacob Dellinger
105,1767,Anna Liesbeta Gohn,John Jacob Dellinger
102,1767,John Nicolaus Schweytzer,John Nicolaus Deh
102,1767,Vendelina Gertraude Schafmann,John Nicolaus Deh
103,1767,Jacob  Gering,Margriet  Gering
103,1767,Jacob  Gering,Maria Catharina Strehr
103,1767,Margriet  Gering,Maria Catharina Strehr
103,1767,Nicklos  Strehr,Maria Catharina Strehr
104,1767,Philip  Gohn,Maria Elizabeth Dellinger
104,1767,Anna Liesbeta Gohn,Maria Elizabeth Dellinger
104,1767,Johannes  Dellinger,Maria Elizabeth Dellinger
104,1767,Veit  Behner,Maria Elizabeth Dellinger
105,1767,Philip  Gohn,Maria Sophia Behner
105,1767,Anna Liesbeta Gohn,Maria Sophia Behner
105,1767,John Jacob Dellinger,Maria Sophia Behner
103,1767,Jacob  Gering,Nicklos  Strehr
103,1767,Margriet  Gering,Nicklos  Strehr
104,1767,Philip  Gohn,Veit  Behner
104,1767,Anna Liesbeta Gohn,Veit  Behner
104,1767,Johannes  Dellinger,Veit  Behner
102,1767,John Nicolaus Schweytzer,Vendelina Gertraude Schafmann
117,1768,Heinrich  Lipphard,Anna Barbara Lipphard
119,1768,Jacob  Hederich,Anna Elizabeth Gohn
119,1768,Barbara  Hederich,Anna Elizabeth Gohn
119,1768,Pfillib  Gohn,Anna Elizabeth Gohn
93,1768,John Georg Deh,Anna Margaret Deh
96,1768,Johannes Nicolaus Deh,Anna Margaret Deh
93,1768,John Georg Deh,Anna Margaretha Deh
93,1768,Anna Margaret Deh,Anna Margaretha Deh
119,1768,Jacob  Hederich,Barbara  Hederich
110,1768,Georg  Schmitt,Catharina  Schmitt
96,1768,Johannes Nicolaus Deh,Christina  Attich
96,1768,Anna Margaret Deh,Christina  Attich
96,1768,Johannes  Attich,Christina  Attich
110,1768,Georg  Schmitt,Heinrich  Gohn
110,1768,Catharina  Schmitt,Heinrich  Gohn
117,1768,Heinrich  Lipphard,Heinrich  Lipphard
117,1768,Anna Barbara Lipphard,Heinrich  Lipphard
117,1768,Maria Elizabeth Lipphard,Heinrich  Lipphard
95,1768,Deh  Petter,Jacob  Schuckman
95,1768,Johannes  Nicolaus,Jacob  Schuckman
96,1768,Johannes Nicolaus Deh,Johannes  Attich
96,1768,Anna Margaret Deh,Johannes  Attich
94,1768,Deh Maria Catharina,Johannes  Nicolaus
95,1768,Deh  Petter,Johannes  Nicolaus
116,1768,Caspar  Seiler,Johannes Adam Paulis
116,1768,Maria Margaret Seiler,Johannes Adam Paulis
117,1768,Heinrich  Lipphard,Maria Elizabeth Lipphard
117,1768,Anna Barbara Lipphard,Maria Elizabeth Lipphard
95,1768,Deh  Petter,Maria Elizabeth Schuckman
95,1768,Johannes  Nicolaus,Maria Elizabeth Schuckman
95,1768,Jacob  Schuckman,Maria Elizabeth Schuckman
94,1768,Deh Maria Catharina,Maria Elizabeth Seiler
94,1768,Johannes  Nicolaus,Maria Elizabeth Seiler
94,1768,Ulrich  Seiler,Maria Elizabeth Seiler
118,1768,Pfillib  Schleifer,Maria Magdalena Schleifer
116,1768,Caspar  Seiler,Maria Margaret Seiler
119,1768,Jacob  Hederich,Pfillib  Gohn
119,1768,Barbara  Hederich,Pfillib  Gohn
110,1768,Georg  Schmitt,Sophia  Behner
110,1768,Catharina  Schmitt,Sophia  Behner
110,1768,Heinrich  Gohn,Sophia  Behner
94,1768,Deh Maria Catharina,Ulrich  Seiler
94,1768,Johannes  Nicolaus,Ulrich  Seiler
111,1769,Lorentz  Paulis,Anna Christina Paulis
112,1769,Jacob  Dritt,Anna Elizabeth Dritt
112,1769,Eliesabetha  Dritt,Anna Elizabeth Dritt
112,1769,Philip  Bayer,Anna Elizabeth Dritt
114,1769,Johannes  Cron,Anna Maria Cron
111,1769,Lorentz  Paulis,Catharina  Paulis
111,1769,Anna Christina Paulis,Catharina  Paulis
111,1769,Maria Elizabeth Seiler,Catharina  Paulis
112,1769,Jacob  Dritt,Eliesabetha  Dritt
115,1769,Philip  Schleifer,Eliesabetha  Schleifer
115,1769,Maria Magdalena Schleifer,Eliesabetha  Schleifer
115,1769,Johannes  Rugert,Eliesabetha  Schleifer
114,1769,Johannes  Cron,Johannes  Meyer
114,1769,Anna Maria Cron,Johannes  Meyer
115,1769,Philip  Schleifer,Johannes  Rugert
115,1769,Maria Magdalena Schleifer,Johannes  Rugert
111,1769,Lorentz  Paulis,Maria Elizabeth Seiler
111,1769,Anna Christina Paulis,Maria Elizabeth Seiler
115,1769,Philip  Schleifer,Maria Magdalena Schleifer
113,1769,Baltzer  Schonberger,Maria Margaret Schonberger
112,1769,Jacob  Dritt,Philip  Bayer
112,1769,Eliesabetha  Dritt,Philip  Bayer
113,1769,Baltzer  Schonberger,Philip  Gohn
113,1769,Maria Margaret Schonberger,Philip  Gohn
121,1770,Jacob  Bayer,Anna Margaretha Bayer
121,1770,Catharina  Bayer,Anna Margaretha Bayer
121,1770,John  Weber,Anna Margaretha Bayer
120,1770,Josua  Dellinger,Barbara  Dellinger
121,1770,Jacob  Bayer,Catharina  Bayer
122,1770,Johannes  Tormann,Catharina Margaret Tormann
120,1770,Josua  Dellinger,Eva  Weinand
120,1770,Barbara  Dellinger,Eva  Weinand
120,1770,John  Weinand,Eva  Weinand
121,1770,Jacob  Bayer,John  Weber
121,1770,Catharina  Bayer,John  Weber
120,1770,Josua  Dellinger,John  Weinand
120,1770,Barbara  Dellinger,John  Weinand
97,1772,Johannes Nicolaus Deh,Anna Margaret Deh
131,1772,Peter  Dity,Anna Maria Dity
131,1772,Peter  Dity,Catharina  Konig
131,1772,Anna Maria Dity,Catharina  Konig
131,1772,Michael  Konig,Catharina  Konig
97,1772,Johannes Nicolaus Deh,Eliesabetha  Dosch
97,1772,Anna Margaret Deh,Eliesabetha  Dosch
97,1772,Georg  Dosch,Eliesabetha  Dosch
97,1772,Johannes Nicolaus Deh,Georg  Dosch
97,1772,Anna Margaret Deh,Georg  Dosch
131,1772,Peter  Dity,Michael  Konig
131,1772,Anna Maria Dity,Michael  Konig
98,1775,Johannes Nicolaus Deh,Anna Margaret Deh
132,1775,Peter  Dity,Anna Maria Dity
98,1775,Johannes Nicolaus Deh,Catharina  Liebenknecht
98,1775,Anna Margaret Deh,Catharina  Liebenknecht
98,1775,Friedrich  Liebenknecht,Catharina  Liebenknecht
98,1775,Johannes Nicolaus Deh,Friedrich  Liebenknecht
98,1775,Anna Margaret Deh,Friedrich  Liebenknecht
74,1777,Johannes Philipp Gohn,Adam  Gohn
74,1777,Maria Sophia Gohn,Adam  Gohn
72,1777,Michael  Zimermann,Adam  Paulis
72,1777,Maria Magdalena Zimermann,Adam  Paulis
75,1777,Vitus  Behner,Anna  Ahl
75,1777,Maria Sophia Behner,Anna  Ahl
75,1777,Christoph  Kauffelt,Anna  Ahl
75,1777,Maria Margaretha Kauffelt,Anna  Ahl
73,1777,Johannes Philipp* Gohn,Anna Elies Krieger
73,1777,Maria Sophia Gohn,Anna Elies Krieger
73,1777,Michael  Rausch,Anna Elies Krieger
74,1777,Johannes Philipp Gohn,Anna Elizabeth Rau
74,1777,Maria Sophia Gohn,Anna Elizabeth Rau
74,1777,Adam  Gohn,Anna Elizabeth Rau
74,1777,Maria Catharina Gohn,Anna Elizabeth Rau
107,1777,Philip  Gohn,Anna Liesbeta Gohn
133,1777,Peter  Dity,Anna Maria Dity
76,1777,Vitus  Behner,Anna Maria Kalckk
76,1777,Maria Sophia Behner,Anna Maria Kalckk
76,1777,Georg  Ament,Anna Maria Kalckk
76,1777,Maria Catharina Ament,Anna Maria Kalckk
127,1777,Georg Ludwig Eller,Barbara  Eller
173,1777,Michael  Miller,Barbara  Lantz
173,1777,Sussana  Miller,Barbara  Lantz
128,1777,Georg  Fuchs,Catharina  Fuchs
75,1777,Vitus  Behner,Christoph  Kauffelt
75,1777,Maria Sophia Behner,Christoph  Kauffelt
130,1777,Joseph  Williams,Eliesabetha  Williams
76,1777,Vitus  Behner,Georg  Ament
77,1777,Vitus  Behner,Georg  Ament
76,1777,Maria Sophia Behner,Georg  Ament
77,1777,Maria Sophia Behner,Georg  Ament
127,1777,Georg Ludwig Eller,Johannes  Muth
127,1777,Barbara  Eller,Johannes  Muth
107,1777,Philip  Gohn,Josua  Dellinger
107,1777,Anna Liesbeta Gohn,Josua  Dellinger
130,1777,Joseph  Williams,Magdalena  Zimermann
130,1777,Eliesabetha  Williams,Magdalena  Zimermann
130,1777,Michael  Zimermann,Magdalena  Zimermann
76,1777,Vitus  Behner,Maria Catharina Ament
77,1777,Vitus  Behner,Maria Catharina Ament
76,1777,Maria Sophia Behner,Maria Catharina Ament
77,1777,Maria Sophia Behner,Maria Catharina Ament
76,1777,Georg  Ament,Maria Catharina Ament
77,1777,Georg  Ament,Maria Catharina Ament
74,1777,Johannes Philipp Gohn,Maria Catharina Gohn
74,1777,Maria Sophia Gohn,Maria Catharina Gohn
74,1777,Adam  Gohn,Maria Catharina Gohn
72,1777,Michael  Zimermann,Maria Magdalena Zimermann
75,1777,Vitus  Behner,Maria Margaretha Kauffelt
75,1777,Maria Sophia Behner,Maria Margaretha Kauffelt
75,1777,Christoph  Kauffelt,Maria Margaretha Kauffelt
75,1777,Vitus  Behner,Maria Sophia Behner
76,1777,Vitus  Behner,Maria Sophia Behner
77,1777,Vitus  Behner,Maria Sophia Behner
73,1777,Johannes Philipp* Gohn,Maria Sophia Gohn
74,1777,Johannes Philipp Gohn,Maria Sophia Gohn
73,1777,Johannes Philipp* Gohn,Michael  Krieger
73,1777,Maria Sophia Gohn,Michael  Krieger
73,1777,Michael  Rausch,Michael  Krieger
73,1777,Anna Elies Krieger,Michael  Krieger
73,1777,Johannes Philipp* Gohn,Michael  Rausch
73,1777,Maria Sophia Gohn,Michael  Rausch
130,1777,Joseph  Williams,Michael  Zimermann
130,1777,Eliesabetha  Williams,Michael  Zimermann
173,1777,Michael  Miller,Sussana  Miller
128,1777,Georg  Fuchs,The Father Himself
128,1777,Catharina  Fuchs,The Father Himself
157,1778,Johannes  Schafer,Barbara  Hamm
141,1778,Andries  Gohn,Catharina  Gohn
141,1778,Euphronica  Gohn,Catharina  Gohn
141,1778,Johannes  Kuster,Catharina  Gohn
146,1778,Gorg  Oberdorff,Eliesabetha  Oberdorff
156,1778,Johannes Wilhelm Young,Eliesabetha  Schmitt
156,1778,Wife Of Johannes Wilhelm Young,Eliesabetha  Schmitt
156,1778,Johannes  Schmitt,Eliesabetha  Schmitt
141,1778,Andries  Gohn,Euphronica  Gohn
153,1778,Cartolus  Manges,Friedrich  Lieberknecht
154,1778,Carolus  Manges,Friedrich  Lieberknecht
153,1778,Wife Of Cartolus Manges,Friedrich  Lieberknecht
142,1778,Georg  Abel,Georg  Adig
142,1778,Maria  Abel,Georg  Adig
146,1778,Gorg  Oberdorff,Johannes  Gohn
146,1778,Eliesabetha  Oberdorff,Johannes  Gohn
141,1778,Andries  Gohn,Johannes  Kuster
141,1778,Euphronica  Gohn,Johannes  Kuster
156,1778,Johannes Wilhelm Young,Johannes  Schmitt
156,1778,Wife Of Johannes Wilhelm Young,Johannes  Schmitt
142,1778,Georg  Abel,Maria  Abel
153,1778,Cartolus  Manges,Wife Of Cartolus Manges
142,1778,Georg  Abel,Wife Of George Adig
142,1778,Maria  Abel,Wife Of George Adig
142,1778,Georg  Adig,Wife Of George Adig
156,1778,Johannes Wilhelm Young,Wife Of Johannes Wilhelm Young
155,1778,Michael  Miller,Wife Of Michael Miller
147,1779,Georg  Oberdorff,Christina  Schafer
147,1779,Wife Of Georg Oberdorff,Christina  Schafer
147,1779,Christopher  Schafer,Christina  Schafer
147,1779,Georg  Oberdorff,Christopher  Schafer
147,1779,Wife Of Georg Oberdorff,Christopher  Schafer
148,1779,Gorg  Oberdorff,Eliesabetha  Oberdorff
148,1779,Gorg  Oberdorff,Jacob  Negl
148,1779,Eliesabetha  Oberdorff,Jacob  Negl
147,1779,Georg  Oberdorff,Wife Of Georg Oberdorff
148,1779,Gorg  Oberdorff,Wife Of Jacob Negl
148,1779,Eliesabetha  Oberdorff,Wife Of Jacob Negl
148,1779,Jacob  Negl,Wife Of Jacob Negl
108,1780,Philip  Gohn,Anna Elizabeth Dellinger
108,1780,Anna Liesbeta Gohn,Anna Elizabeth Dellinger
108,1780,Heinrich  Schafer,Anna Elizabeth Dellinger
108,1780,Philip  Gohn,Anna Liesbeta Gohn
109,1780,Johannes  Groff,Anna Madlinna Groff
174,1780,Michael  Miller,Catharina Muller Of Single State
174,1780,Sussana  Miller,Catharina Muller Of Single State
109,1780,Johannes  Groff,Eva  Stoll
109,1780,Anna Madlinna Groff,Eva  Stoll
109,1780,Jacob  Stoll,Eva  Stoll
108,1780,Philip  Gohn,Heinrich  Schafer
108,1780,Anna Liesbeta Gohn,Heinrich  Schafer
109,1780,Johannes  Groff,Jacob  Stoll
109,1780,Anna Madlinna Groff,Jacob  Stoll
174,1780,Michael  Miller,Sussana  Miller
149,1783,Georg  Oberdorff,[Noname]  Frey
149,1783,Wife Of Georg Oberdorff,[Noname]  Frey
149,1783,Philip  Frey,[Noname]  Frey
144,1783,Philip  Gohn,Antony  Clary
168,1783,Philip  Gohn,Antony  Clary
168,1783,Eliesabetha  Gohn,Antony  Clary
168,1783,Philip  Gohn,Eliesabetha  Clary
168,1783,Eliesabetha  Gohn,Eliesabetha  Clary
168,1783,Antony  Clary,Eliesabetha  Clary
168,1783,Philip  Gohn,Eliesabetha  Gohn
143,1783,Georg  Abel,Johannes  Schonberger
149,1783,Georg  Oberdorff,Philip  Frey
149,1783,Wife Of Georg Oberdorff,Philip  Frey
149,1783,Georg  Oberdorff,Wife Of Georg Oberdorff
143,1783,Georg  Abel,Wife Of Johan Schonberger
143,1783,Johannes  Schonberger,Wife Of Johan Schonberger
158,1784,Heinrich  Wolff,Anna Maria Wolff
158,1784,Catharina  Wolff,Anna Maria Wolff
158,1784,Heinrich  Wolff,Anna Maria Wolff
181,1784,Peter  Geipp,Apollonia  Liephardt
181,1784,Barbara  Geipp,Apollonia  Liephardt
181,1784,Peter  Geipp,Barbara  Geipp
158,1784,Heinrich  Wolff,Catharina  Wolff
175,1784,Michael  Miller,Friedrich  Lieberknecht
175,1784,Sussana  Miller,Friedrich  Lieberknecht
158,1784,Heinrich  Wolff,Heinrich  Wolff
158,1784,Catharina  Wolff,Heinrich  Wolff
175,1784,Michael  Miller,Sussana  Miller
175,1784,Michael  Miller,Wife Of Friedrich Lieberknecht
175,1784,Sussana  Miller,Wife Of Friedrich Lieberknecht
175,1784,Friedrich  Lieberknecht,Wife Of Friedrich Lieberknecht
200,1785,Philip  Holtzlein,Anna Maria Holtzlein
165,1785,Johannes  Dellinger,Barbara  Dellinger
165,1785,Johannes  Dellinger,Catharina Reuter Of Single State
165,1785,Barbara  Dellinger,Catharina Reuter Of Single State
200,1785,Philip  Holtzlein,Christian  Holtzlein
200,1785,Anna Maria Holtzlein,Christian  Holtzlein
150,1785,Georg  Oberdorff,Christina  Schafer
150,1785,Eliesabetha  Oberdorff,Christina  Schafer
161,1785,Peter  Kleyn,Eliesabetha  Kleyn
150,1785,Georg  Oberdorff,Eliesabetha  Oberdorff
200,1785,Philip  Holtzlein,Jacob  Holtzlein
200,1785,Anna Maria Holtzlein,Jacob  Holtzlein
200,1785,Christian  Holtzlein,Jacob  Holtzlein
161,1785,Peter  Kleyn,Salome Puer Then Unmarried
161,1785,Eliesabetha  Kleyn,Salome Puer Then Unmarried
169,1785,Michael  Zimer,The Mother Herself
169,1785,Wife Of Michael Zimer,The Mother Herself
169,1785,Michael  Zimer,Wife Of Michael Zimer
182,1786,Peter  Geipp,Barbara  Geipp
164,1786,Michael Miller Michaels,Caherine  Miller
164,1786,Sussana Miller Michaels,Caherine  Miller
164,1786,Tobias  Miller,Caherine  Miller
182,1786,Peter  Geipp,Catharina  Geipp
182,1786,Barbara  Geipp,Catharina  Geipp
182,1786,Henry  Geipp,Catharina  Geipp
170,1786,Johannes  Hirschener,Catharina  Herschner
162,1786,Michael  Strohmenger,Catharina  Strohmenger
162,1786,Regina  Strohmenger,Catharina  Strohmenger
160,1786,Andries  Gohn,Eliesabetha  Gohn
160,1786,Veronica  Gohn,Eliesabetha  Gohn
160,1786,Philip  Gohn,Eliesabetha  Gohn
170,1786,Johannes  Hirschener,Heinrich  Kaltreuter
170,1786,Catharina  Herschner,Heinrich  Kaltreuter
182,1786,Peter  Geipp,Henry  Geipp
182,1786,Barbara  Geipp,Henry  Geipp
163,1786,Johannes  Ruby,Johannes  Schonberger
163,1786,Salome  Ruby,Johannes  Schonberger
163,1786,Johannes  Ruby,Margriet  Schonberger
163,1786,Salome  Ruby,Margriet  Schonberger
163,1786,Johannes  Schonberger,Margriet  Schonberger
159,1786,Georg  Weinhold,Margriet  Weinhold
159,1786,Georg  Weinhold,Michael  Strohmenger
159,1786,Margriet  Weinhold,Michael  Strohmenger
160,1786,Andries  Gohn,Philip  Gohn
160,1786,Veronica  Gohn,Philip  Gohn
162,1786,Michael  Strohmenger,Regina  Strohmenger
163,1786,Johannes  Ruby,Salome  Ruby
164,1786,Michael Miller Michaels,Sussana Miller Michaels
164,1786,Michael Miller Michaels,Tobias  Miller
164,1786,Sussana Miller Michaels,Tobias  Miller
160,1786,Andries  Gohn,Veronica  Gohn
178,1787,Wilhelm  Willis,Anna Margaretha Dellinger
178,1787,Wife Of Wilhelm Willis,Anna Margaretha Dellinger
201,1787,Philip  Holtzlein,Anna Maria Holtzlein
201,1787,Philip  Holtzlein,Catharina  Will
201,1787,Anna Maria Holtzlein,Catharina  Will
201,1787,Johannes  Will,Catharina  Will
151,1787,Georg  Oberdorff,Eliesabetha  Oberdorff
201,1787,Philip  Holtzlein,Johannes  Will
201,1787,Anna Maria Holtzlein,Johannes  Will
176,1787,Jacob  Schaub,Maria  Schaub
151,1787,Georg  Oberdorff,Michael  Kauffelt
151,1787,Eliesabetha  Oberdorff,Michael  Kauffelt
178,1787,Wilhelm  Willis,Wife Of Wilhelm Willis
189,1788,Heinrich  Petermann,Anna Maria Petermann
192,1788,Michael  Strohmenger,Anna Maria Petermann
192,1788,Regina  Strohmenger,Anna Maria Petermann
192,1788,Heinrich  Petermann,Anna Maria Petermann
188,1788,James  Hinds,Anna Maria Ziegler
188,1788,Sussana  Hinds,Anna Maria Ziegler
188,1788,Michael  Ziegler,Anna Maria Ziegler
183,1788,Peter  Geipp,Barbara  Geipp
180,1788,Heinrich  Wolff,Barbara  Geipp
180,1788,Catharina  Wolff,Barbara  Geipp
180,1788,Peter  Geipp,Barbara  Geipp
195,1788,Conrad  Brubacher,Catharina  Brubacher
195,1788,Christina  Brubacher,Catharina  Brubacher
191,1788,Christian  Kreley,Catharina  Kreley
190,1788,Solomon  Volck,Catharina  Volck
180,1788,Heinrich  Wolff,Catharina  Wolff
195,1788,Conrad  Brubacher,Christina  Brubacher
196,1788,Jacob  Imenhauser,Christina  Imenhauser
184,1788,Georg  Gartner,Eliesabetha  Gartner
193,1788,Peter  Kleyn,Eliesabetha  Gartner
193,1788,Maria Elizabeth Kleyn,Eliesabetha  Gartner
193,1788,George  Gartner,Eliesabetha  Gartner
183,1788,Peter  Geipp,Eliesabetha  Kleyn
183,1788,Barbara  Geipp,Eliesabetha  Kleyn
183,1788,Peter  Kleyn,Eliesabetha  Kleyn
189,1788,Heinrich  Petermann,Eliesabetha  Strohmenger
194,1788,Georg  Weinhold,Eliesabetha  Strohmenger
189,1788,Anna Maria Petermann,Eliesabetha  Strohmenger
194,1788,Margriet  Weinhold,Eliesabetha  Strohmenger
185,1788,Wilhelm  Thomassen,Eliesabetha  Thomassen
186,1788,Wilhelm  Thomassen,Eliesabetha  Thomassen
190,1788,Solomon  Volck,Eliesabetha  Ulrich
190,1788,Catharina  Volck,Eliesabetha  Ulrich
187,1788,Daniel  Voigt,Eliesabetha  Voigt
184,1788,Georg  Gartner,Friedrich  Frey
184,1788,Eliesabetha  Gartner,Friedrich  Frey
193,1788,Peter  Kleyn,George  Gartner
193,1788,Maria Elizabeth Kleyn,George  Gartner
192,1788,Michael  Strohmenger,Heinrich  Petermann
192,1788,Regina  Strohmenger,Heinrich  Petermann
186,1788,Wilhelm  Thomassen,Jacob  Cron
186,1788,Eliesabetha  Thomassen,Jacob  Cron
187,1788,Daniel  Voigt,Jacob  Dellinger
187,1788,Eliesabetha  Voigt,Jacob  Dellinger
185,1788,Wilhelm  Thomassen,Magdalena  Bayer
185,1788,Eliesabetha  Thomassen,Magdalena  Bayer
185,1788,Philip  Bayer,Magdalena  Bayer
186,1788,Wilhelm  Thomassen,Margriet  Cron
186,1788,Eliesabetha  Thomassen,Margriet  Cron
186,1788,Jacob  Cron,Margriet  Cron
194,1788,Georg  Weinhold,Margriet  Weinhold
196,1788,Jacob  Imenhauser,Maria Catharina Druck
196,1788,Christina  Imenhauser,Maria Catharina Druck
193,1788,Peter  Kleyn,Maria Elizabeth Kleyn
188,1788,James  Hinds,Michael  Ziegler
188,1788,Sussana  Hinds,Michael  Ziegler
180,1788,Heinrich  Wolff,Peter  Geipp
180,1788,Catharina  Wolff,Peter  Geipp
183,1788,Peter  Geipp,Peter  Kleyn
183,1788,Barbara  Geipp,Peter  Kleyn
185,1788,Wilhelm  Thomassen,Philip  Bayer
185,1788,Eliesabetha  Thomassen,Philip  Bayer
192,1788,Michael  Strohmenger,Regina  Strohmenger
191,1788,Christian  Kreley,Salome  Gohn
191,1788,Catharina  Kreley,Salome  Gohn
188,1788,James  Hinds,Sussana  Hinds
206,1789,Philip  Bayer,Adam  Ament
206,1789,Magdalena  Bayer,Adam  Ament
219,1789,Johannes  Ruby,Anna  Ament
219,1789,Anna Maria Ruby,Anna  Ament
210,1789,Mattheus  Kepler,Anna Barbara Fischer
210,1789,Maria Lisabeth Kepler,Anna Barbara Fischer
216,1789,Michael  Schlott,Anna Margaret Abel
216,1789,Catharina  Schlott,Anna Margaret Abel
202,1789,Philip  Holtzlein,Anna Maria Holtzlein
219,1789,Johannes  Ruby,Anna Maria Ruby
209,1789,Jacob  Vollweiler,Anna Maria Vollweiler
215,1789,Heinrich  Wolff,Anna Maria Ziegler
215,1789,Catharina  Wolff,Anna Maria Ziegler
215,1789,Michael  Ziegler,Anna Maria Ziegler
211,1789,Johannes  Reissinger,Catharina  Cron
211,1789,Magdalena  Reissinger,Catharina  Cron
211,1789,Michael  Cron,Catharina  Cron
209,1789,Jacob  Vollweiler,Catharina  Lieberknecht
209,1789,Anna Maria Vollweiler,Catharina  Lieberknecht
209,1789,Friedrich  Lieberknecht,Catharina  Lieberknecht
214,1789,Adam  Schenberger,Catharina  Schenberger
205,1789,Adam  Schlott,Catharina  Schlott
216,1789,Michael  Schlott,Catharina  Schlott
205,1789,Adam  Schlott,Catharina  Schlott
205,1789,Catharina  Schlott,Catharina  Schlott
205,1789,Michael  Schlott,Catharina  Schlott
218,1789,Johannes  Will,Catharina  Will
215,1789,Heinrich  Wolff,Catharina  Wolff
213,1789,Georg  Gartner,Christina  Gohn
213,1789,Eliesabetha  Gartner,Christina  Gohn
213,1789,Heinrich  Gohn,Christina  Gohn
208,1789,Philip  Ruber,Christina  Ruber
208,1789,Philip  Ruber,Christoph  Heindel
208,1789,Christina  Ruber,Christoph  Heindel
212,1789,Friedrich  Frey,Dorothea  Frey
213,1789,Georg  Gartner,Eliesabetha  Gartner
204,1789,Andries  Gohn,Eliesabetha  Gohn
204,1789,Froncia  Gohn,Eliesabetha  Gohn
204,1789,Philip  Gohn,Eliesabetha  Gohn
212,1789,Friedrich  Frey,Eliesabetha  Oberdorff
212,1789,Dorothea  Frey,Eliesabetha  Oberdorff
212,1789,Georg  Oberdorff,Eliesabetha  Oberdorff
218,1789,Johannes  Will,Eliesabetha  Reinhard
