,year,source,target
218,1789,Catharina  Will,Eliesabetha  Reinhard
209,1789,Jacob  Vollweiler,Friedrich  Lieberknecht
209,1789,Anna Maria Vollweiler,Friedrich  Lieberknecht
204,1789,Andries  Gohn,Froncia  Gohn
212,1789,Friedrich  Frey,Georg  Oberdorff
212,1789,Dorothea  Frey,Georg  Oberdorff
207,1789,Jacob  Schukley,Georg  Schukley
207,1789,Rosina  Schukley,Georg  Schukley
213,1789,Georg  Gartner,Heinrich  Gohn
213,1789,Eliesabetha  Gartner,Heinrich  Gohn
206,1789,Philip  Bayer,Magdalena  Bayer
211,1789,Johannes  Reissinger,Magdalena  Reissinger
217,1789,Johannes  Ruby,Magdalena  Ruby
217,1789,Salome  Ruby,Magdalena  Ruby
207,1789,Jacob  Schukley,Margriet  Schukley
207,1789,Rosina  Schukley,Margriet  Schukley
207,1789,Georg  Schukley,Margriet  Schukley
177,1789,Jacob  Schaub,Maria  Schaub
210,1789,Mattheus  Kepler,Maria Lisabeth Kepler
211,1789,Johannes  Reissinger,Michael  Cron
211,1789,Magdalena  Reissinger,Michael  Cron
205,1789,Adam  Schlott,Michael  Schlott
205,1789,Catharina  Schlott,Michael  Schlott
215,1789,Heinrich  Wolff,Michael  Ziegler
215,1789,Catharina  Wolff,Michael  Ziegler
202,1789,Philip  Holtzlein,Nicholas  Holtzlein
202,1789,Anna Maria Holtzlein,Nicholas  Holtzlein
204,1789,Andries  Gohn,Philip  Gohn
204,1789,Froncia  Gohn,Philip  Gohn
207,1789,Jacob  Schukley,Rosina  Schukley
217,1789,Johannes  Ruby,Salome  Ruby
177,1789,Jacob  Schaub,The  Bernats
177,1789,Maria  Schaub,The  Bernats
224,1790,Adam  Paulis,Adam  Ament
224,1790,Eliesabetha  Paulis,Adam  Ament
229,1790,Lorentz  Heindel,Adam  Heindel
229,1790,Sussana  Heindel,Adam  Heindel
232,1790,Mattheus  Bekker,Adam  Schenberger
232,1790,Hester  Bekker,Adam  Schenberger
239,1790,Michael  Behmuller,Anna Maria Behmuller
231,1790,Johannes  Geiss,Anna Maria Geiss
233,1790,Johannes  Dellinger,Barbara  Dellinger
238,1790,Daniel  Voigt,Barbara  Dellinger
238,1790,Eliesabetha  Voigt,Barbara  Dellinger
238,1790,Josua  Dellinger,Barbara  Dellinger
221,1790,Jacob  Imenhauser,Barbara  Druck
221,1790,Christina  Imenhauser,Barbara  Druck
243,1790,Andries  Wollheim,Barbara  Geipp
243,1790,Margriet  Wollheim,Barbara  Geipp
243,1790,Peter  Geipp,Barbara  Geipp
222,1790,Jacob  Gohn,Barbara  Gohn
231,1790,Johannes  Geiss,Barbara  Ohlweiler
231,1790,Anna Maria Geiss,Barbara  Ohlweiler
244,1790,Dennis  Clary,Barbara  Pfaff
244,1790,Brigitta  Clary,Barbara  Pfaff
235,1790,Daniel  Clary,Bernardus  Frey
242,1790,Edward  Smith,Bernardus  Frey
235,1790,Eliesabetha  Clary,Bernardus  Frey
242,1790,Sara  Smith,Bernardus  Frey
220,1790,Dennis  Clary,Brigitta  Clary
244,1790,Dennis  Clary,Brigitta  Clary
228,1790,Conrad  Bebersen,Catharina  Bebersen
232,1790,Mattheus  Bekker,Catharina  Schenberger
232,1790,Hester  Bekker,Catharina  Schenberger
232,1790,Adam  Schenberger,Catharina  Schenberger
223,1790,Friedrich  Spatz,Catharina  Spatz
227,1790,Conrad  Brubache,Christina  Brubache
240,1790,Heinrich  Gohn,Christina  Gohn
236,1790,Jacob  Holzel,Christina  Holzel
222,1790,Jacob  Gohn,Christina  Holzel
222,1790,Barbara  Gohn,Christina  Holzel
222,1790,Jacob  Holzel,Christina  Holzel
221,1790,Jacob  Imenhauser,Christina  Imenhauser
240,1790,Heinrich  Gohn,Daniel  Gohn
240,1790,Christina  Gohn,Daniel  Gohn
226,1790,Georg  Abel,Eliesabetha  Adig
228,1790,Conrad  Bebersen,Eliesabetha  Adig
226,1790,Margriet  Abel,Eliesabetha  Adig
228,1790,Catharina  Bebersen,Eliesabetha  Adig
226,1790,Georg  Adig,Eliesabetha  Adig
228,1790,Georg  Adig,Eliesabetha  Adig
235,1790,Daniel  Clary,Eliesabetha  Clary
230,1790,Thomas  Williams,Eliesabetha  Hammer
230,1790,Eliesabetha  Williams,Eliesabetha  Hammer
230,1790,Jacob  Meyer,Eliesabetha  Hammer
229,1790,Lorentz  Heindel,Eliesabetha  Heindel
229,1790,Sussana  Heindel,Eliesabetha  Heindel
229,1790,Adam  Heindel,Eliesabetha  Heindel
225,1790,Friedrich  Hammer,Eliesabetha  Lipphard
225,1790,Sussana  Hammer,Eliesabetha  Lipphard
224,1790,Adam  Paulis,Eliesabetha  Paulis
236,1790,Jacob  Holzel,Eliesabetha  Reinhard
236,1790,Christina  Holzel,Eliesabetha  Reinhard
233,1790,Johannes  Dellinger,Eliesabetha  Schafer
233,1790,Barbara  Dellinger,Eliesabetha  Schafer
238,1790,Daniel  Voigt,Eliesabetha  Voigt
230,1790,Thomas  Williams,Eliesabetha  Williams
220,1790,Dennis  Clary,Friedrich  Pfaff
220,1790,Brigitta  Clary,Friedrich  Pfaff
226,1790,Georg  Abel,Georg  Adig
228,1790,Conrad  Bebersen,Georg  Adig
226,1790,Margriet  Abel,Georg  Adig
228,1790,Catharina  Bebersen,Georg  Adig
232,1790,Mattheus  Bekker,Hester  Bekker
222,1790,Jacob  Gohn,Jacob  Holzel
222,1790,Barbara  Gohn,Jacob  Holzel
230,1790,Thomas  Williams,Jacob  Meyer
230,1790,Eliesabetha  Williams,Jacob  Meyer
227,1790,Conrad  Brubache,Johannes  Brubacher
227,1790,Christina  Brubache,Johannes  Brubacher
239,1790,Michael  Behmuller,Johannes Adam Paulis
239,1790,Anna Maria Behmuller,Johannes Adam Paulis
238,1790,Daniel  Voigt,Josua  Dellinger
238,1790,Eliesabetha  Voigt,Josua  Dellinger
237,1790,Abraham  Albrecht,Magaret  Albrecht
235,1790,Daniel  Clary,Magdalena  Frey
235,1790,Eliesabetha  Clary,Magdalena  Frey
235,1790,Bernardus  Frey,Magdalena  Frey
241,1790,Jacob  Neff,Magdalena  Neff
226,1790,Georg  Abel,Margriet  Abel
243,1790,Andries  Wollheim,Margriet  Wollheim
223,1790,Friedrich  Spatz,Michael  Strohmenger
223,1790,Catharina  Spatz,Michael  Strohmenger
243,1790,Andries  Wollheim,Peter  Geipp
243,1790,Margriet  Wollheim,Peter  Geipp
223,1790,Friedrich  Spatz,Regina  Strohmenger
223,1790,Catharina  Spatz,Regina  Strohmenger
223,1790,Michael  Strohmenger,Regina  Strohmenger
242,1790,Edward  Smith,Regina Magdalena Frey
242,1790,Sara  Smith,Regina Magdalena Frey
242,1790,Bernardus  Frey,Regina Magdalena Frey
242,1790,Edward  Smith,Sara  Smith
237,1790,Abraham  Albrecht,Sara  Williams
237,1790,Magaret  Albrecht,Sara  Williams
225,1790,Friedrich  Hammer,Sussana  Hammer
229,1790,Lorentz  Heindel,Sussana  Heindel
241,1790,Jacob  Neff,The  Bernats
294,1790,Johannes  Mase,The  Bernats
241,1790,Magdalena  Neff,The  Bernats
294,1790,Wife Of Johannes Mase,The  Bernats
234,1790,Jacob  Weibel,The Mother Herself
234,1790,Ursula  Weibel,The Mother Herself
234,1790,Jacob  Weibel,Ursula  Weibel
294,1790,Johannes  Mase,Wife Of Johannes Mase
203,1791,Philip  Holtzlein,Anna Christina Young
203,1791,Anna Maria Holtzlein,Anna Christina Young
203,1791,Philip  Holtzlein,Anna Maria Holtzlein
254,1791,Georg  Abel,Anna Maria Holtzlein
254,1791,Margriet  Abel,Anna Maria Holtzlein
254,1791,Philip  Holtzlein,Anna Maria Holtzlein
253,1791,Johannes  Ruby,Anna Maria Ruby
259,1791,Conrath  Bebersen,Catharina  Bebersen
258,1791,Michael  Cron,Catharina  Cron
255,1791,Peter  Imschwiller,Catharina  Imschwiller
245,1791,Adam  Schenberger,Catharina  Schenberger
250,1791,Adam  Schlott,Catharina  Schlott
251,1791,Jacob  Dellinger,Catharina  Schlott
251,1791,Christina  Dellinger,Catharina  Schlott
255,1791,Peter  Imschwiller,Catharina  Will
255,1791,Catharina  Imschwiller,Catharina  Will
255,1791,Johannes  Will,Catharina  Will
251,1791,Jacob  Dellinger,Christina  Dellinger
256,1791,Philip  Gohn,Christina  Hilze
256,1791,Eliesabetha  Gohn,Christina  Hilze
256,1791,Jacob  Hilze,Christina  Hilze
152,1791,Georg  Oberdorff,Christina  Schafer
152,1791,Eliesabetha  Oberdorff,Christina  Schafer
253,1791,Johannes  Ruby,Christina  Young
253,1791,Anna Maria Ruby,Christina  Young
258,1791,Michael  Cron,Conrad  Cron
258,1791,Catharina  Cron,Conrad  Cron
248,1791,Jacob  Berckley,Eliesabetha  Arnold
248,1791,Veronica  Berckley,Eliesabetha  Arnold
248,1791,Johannes  Arnold,Eliesabetha  Arnold
256,1791,Philip  Gohn,Eliesabetha  Gohn
247,1791,Georg  Paulis,Eliesabetha  Hermann
247,1791,Magdalena  Paulis,Eliesabetha  Hermann
247,1791,Kraft  Hermann,Eliesabetha  Hermann
152,1791,Georg  Oberdorff,Eliesabetha  Oberdorff
252,1791,Gartner Georg Schlott,Eliesabetha  Schlott
256,1791,Philip  Gohn,Jacob  Hilze
256,1791,Eliesabetha  Gohn,Jacob  Hilze
246,1791,Georg  Paulis,Jacob  Miller
246,1791,Magdalena  Paulis,Jacob  Miller
248,1791,Jacob  Berckley,Johannes  Arnold
248,1791,Veronica  Berckley,Johannes  Arnold
259,1791,Conrath  Bebersen,Johannes  Schonberger
259,1791,Catharina  Bebersen,Johannes  Schonberger
255,1791,Peter  Imschwiller,Johannes  Will
255,1791,Catharina  Imschwiller,Johannes  Will
246,1791,Georg  Paulis,Juliana  Miller
246,1791,Magdalena  Paulis,Juliana  Miller
246,1791,Jacob  Miller,Juliana  Miller
247,1791,Georg  Paulis,Kraft  Hermann
247,1791,Magdalena  Paulis,Kraft  Hermann
246,1791,Georg  Paulis,Magdalena  Paulis
247,1791,Georg  Paulis,Magdalena  Paulis
254,1791,Georg  Abel,Margriet  Abel
179,1791,Jacob  Schaub,Maria  Schaub
259,1791,Conrath  Bebersen,Maria Margaretha Schonberger
259,1791,Catharina  Bebersen,Maria Margaretha Schonberger
259,1791,Johannes  Schonberger,Maria Margaretha Schonberger
252,1791,Gartner Georg Schlott,Michael  Schlott
252,1791,Eliesabetha  Schlott,Michael  Schlott
254,1791,Georg  Abel,Philip  Holtzlein
254,1791,Margriet  Abel,Philip  Holtzlein
250,1791,Adam  Schlott,Rebecca  Holder
250,1791,Catharina  Schlott,Rebecca  Holder
249,1791,Michael  Strohmenger,Regina  Strohmenger
248,1791,Jacob  Berckley,Veronica  Berckley
260,1791,Johannes  Rauffvon,Wife Of Johannes Rauffvon
262,1792,Johannes  Cron,Anna Maria Cron
262,1792,Wife Of Johannes Cron,Anna Maria Cron
279,1792,David  Gehr,Anna Maria Gehr
282,1792,Johannes  Geiss,Anna Maria Geiss
283,1792,Dennis  Clary,Barbara  Pfaff
283,1792,Grety  Clary,Barbara  Pfaff
269,1792,Michael  Kauffelt,Catharina  Lieberknecht
269,1792,Sophia  Kauffelt,Catharina  Lieberknecht
269,1792,Georg  Lieberknecht,Catharina  Lieberknecht
272,1792,Adam  Schlott,Catharina  Schlott
270,1792,Philip  Holzel,Christina  Will
270,1792,Maria  Holzel,Christina  Will
270,1792,Johannes  Will,Christina  Will
281,1792,Johannes  Ruby,Christofel  Ruby
281,1792,Wife Of Johannes Ruby,Christofel  Ruby
264,1792,Adam  Paulis,Conrath  Kleyn
264,1792,Eliesabetha  Paulis,Conrath  Kleyn
261,1792,Georg  Weinhold,Eliesabetha  Kauffelt
261,1792,Margriet  Weinhold,Eliesabetha  Kauffelt
264,1792,Adam  Paulis,Eliesabetha  Paulis
272,1792,Adam  Schlott,Georg  Abel
272,1792,Catharina  Schlott,Georg  Abel
269,1792,Michael  Kauffelt,Georg  Lieberknecht
269,1792,Sophia  Kauffelt,Georg  Lieberknecht
273,1792,Benjamin  Williams,Georg  Pfaff
273,1792,Rosina  Williams,Georg  Pfaff
283,1792,Dennis  Clary,Grety  Clary
270,1792,Philip  Holzel,Johannes  Will
270,1792,Maria  Holzel,Johannes  Will
272,1792,Adam  Schlott,Margriet  Abel
272,1792,Catharina  Schlott,Margriet  Abel
272,1792,Georg  Abel,Margriet  Abel
261,1792,Georg  Weinhold,Margriet  Weinhold
270,1792,Philip  Holzel,Maria  Holzel
271,1792,Thomas  Williams,Maria Elizabeth Williams
273,1792,Benjamin  Williams,Rosina  Williams
281,1792,Johannes  Ruby,Ruby  Ruby
281,1792,Wife Of Johannes Ruby,Ruby  Ruby
281,1792,Christofel  Ruby,Ruby  Ruby
271,1792,Thomas  Williams,Sara  Williams
271,1792,Maria Elizabeth Williams,Sara  Williams
280,1792,Edward  Schmitt,Scham  Gohn
280,1792,Wife Of Etward Schmitt,Scham  Gohn
269,1792,Michael  Kauffelt,Sophia  Kauffelt
282,1792,Johannes  Geiss,Sussana  Gohn
282,1792,Anna Maria Geiss,Sussana  Gohn
264,1792,Adam  Paulis,Sussana  Kleyn
264,1792,Eliesabetha  Paulis,Sussana  Kleyn
264,1792,Conrath  Kleyn,Sussana  Kleyn
279,1792,David  Gehr,The  Bernats
279,1792,Anna Maria Gehr,The  Bernats
280,1792,Edward  Schmitt,Wife Of Etward Schmitt
262,1792,Johannes  Cron,Wife Of Johannes Cron
281,1792,Johannes  Ruby,Wife Of Johannes Ruby
302,1793,Heinrich  Urberich,Adam  Paulis
302,1793,Wife Of Heinrich Urberich,Adam  Paulis
285,1793,Michael  Behmuller,Adam  Schenberger
285,1793,Anna Maria Behmuller,Adam  Schenberger
285,1793,Michael  Behmuller,Anna Maria Behmuller
300,1793,Peter  Optegraf,Anna Maria Lipphard
300,1793,Eliesabetha  Optegraf,Anna Maria Lipphard
300,1793,Johannes  Lipphard,Anna Maria Lipphard
298,1793,Michael  Ziegler,Anna Maria Ziegler
274,1793,Daniel  Voigt,Cadarina  Dellinger
274,1793,Eliesabetha  Voigt,Cadarina  Dellinger
296,1793,Georg  Abel,Catharina  Abel
296,1793,Margriet  Abel,Catharina  Abel
278,1793,Georg  Lieberknecht,Catharina  Eliesabetha
299,1793,Adam  Schenberger,Catharina  Schenberger
276,1793,Carl  Bernats,Christina  Bernats
301,1793,Lorentz  Brubacher,Christina  Brubacher
290,1793,Jacob  Dellinger,Christina  Dellinger
288,1793,Georg  Gartner,Christina  Frey
288,1793,Eliesabetha  Gartner,Christina  Frey
288,1793,Friedrich  Frey,Christina  Frey
277,1793,Jacob  Holtzel,Christina  Holtzel
290,1793,Jacob  Dellinger,Christina  Holzel
290,1793,Christina  Dellinger,Christina  Holzel
290,1793,Jacob  Holzel,Christina  Holzel
277,1793,Jacob  Holtzel,Christina  Will
277,1793,Christina  Holtzel,Christina  Will
277,1793,Johannes  Will,Christina  Will
297,1793,Adam  Heindel,Christina  Young
297,1793,Eliesabetha  Heindel,Christina  Young
275,1793,Philip  Gohn,Eelisabetaha  Gohn
288,1793,Georg  Gartner,Eliesabetha  Gartner
304,1793,Michael  Cron,Eliesabetha  Hammer
304,1793,Wife Of Michael Cron,Eliesabetha  Hammer
297,1793,Adam  Heindel,Eliesabetha  Heindel
300,1793,Peter  Optegraf,Eliesabetha  Optegraf
286,1793,William  Thomassen,Eliesabetha  Thomassen
274,1793,Daniel  Voigt,Eliesabetha  Voigt
288,1793,Georg  Gartner,Friedrich  Frey
288,1793,Eliesabetha  Gartner,Friedrich  Frey
295,1793,Heinrich  Hammer,Friedrich  Hammer
295,1793,Magdalena  Hammer,Friedrich  Hammer
276,1793,Carl  Bernats,Georg  Gartner
276,1793,Christina  Bernats,Georg  Gartner
301,1793,Lorentz  Brubacher,Georg  Oberdorff
301,1793,Christina  Brubacher,Georg  Oberdorff
293,1793,Antony  Grovall,Heinrich  Wagener
293,1793,Wife Of Antony Grovall,Heinrich  Wagener
290,1793,Jacob  Dellinger,Jacob  Holzel
290,1793,Christina  Dellinger,Jacob  Holzel
300,1793,Peter  Optegraf,Johannes  Lipphard
300,1793,Eliesabetha  Optegraf,Johannes  Lipphard
277,1793,Jacob  Holtzel,Johannes  Will
277,1793,Christina  Holtzel,Johannes  Will
291,1793,Johannes  Mase,Magaret  Mase
295,1793,Heinrich  Hammer,Magdalena  Hammer
287,1793,Marthin  Ruby,Magdalena  Schonberger
287,1793,Margretha  Ruby,Magdalena  Schonberger
287,1793,Marthin  Ruby,Margretha  Ruby
296,1793,Georg  Abel,Margriet  Abel
291,1793,Johannes  Mase,Margriet  Abel
291,1793,Magaret  Mase,Margriet  Abel
284,1793,Daniel  Reuter,Margriet  Gohn
284,1793,Margriet  Reuter,Margriet  Gohn
284,1793,Daniel  Reuter,Margriet  Reuter
299,1793,Adam  Schenberger,Michael  Dosch
299,1793,Catharina  Schenberger,Michael  Dosch
303,1793,Heinrich  Urberich,Michael  Miller
303,1793,Wife Of Heinrich Urberich,Michael  Miller
286,1793,William  Thomassen,Ohlweiler
286,1793,Eliesabetha  Thomassen,Ohlweiler
275,1793,Philip  Gohn,Philip  Holtzel
275,1793,Eelisabetaha  Gohn,Philip  Holtzel
289,1793,Johannes  Ruby,Salome  Ruby
295,1793,Heinrich  Hammer,Sussana  Hammer
295,1793,Magdalena  Hammer,Sussana  Hammer
295,1793,Friedrich  Hammer,Sussana  Hammer
292,1793,Mattheus  Bekker,The  Bernats
292,1793,Wife Of Mathias Bekker,The  Bernats
293,1793,Antony  Grovall,Wife Of Antony Grovall
302,1793,Heinrich  Urberich,Wife Of Heinrich Urberich
303,1793,Heinrich  Urberich,Wife Of Heinrich Urberich
292,1793,Mattheus  Bekker,Wife Of Mathias Bekker
304,1793,Michael  Cron,Wife Of Michael Cron
305,1793,Michael  Strohmenger,Wife Of Michael Strohmenger
308,1794,Friedrich  Pfaff,Anna Magaret Pfaff
306,1794,Philip  Holtzel,Anna Maria Holtzel
309,1794,Jacob  Kraft,Anna Maria Kraft
319,1794,Jacob  Ohlweiler,Anna Maria Ohlweiler
311,1794,Dennis  Clary,Brigitta  Clary
307,1794,Georg  Weinhold,Catharina  Attich
307,1794,Margriet  Weinhold,Catharina  Attich
263,1794,Conrath  Bebersen,Catharina  Bebersen
317,1794,Adam  Schlott,Catharina  Holder
317,1794,Catharina  Schlott,Catharina  Holder
313,1794,Georg  Lieberknecht,Catharina  Lieberknecht
313,1794,Catharina Elizabeth Lieberknecht,Catharina  Lieberknecht
313,1794,Friedrich  Lieberknecht,Catharina  Lieberknecht
310,1794,Michael  Schlott,Catharina  Schlott
317,1794,Adam  Schlott,Catharina  Schlott
313,1794,Georg  Lieberknecht,Catharina Elizabeth Lieberknecht
263,1794,Conrath  Bebersen,Christina  Goringer
263,1794,Catharina  Bebersen,Christina  Goringer
263,1794,Jacob Holtly   - Pastor Jacob Goringer,Christina  Goringer
306,1794,Philip  Holtzel,Eliesabetha  Gohn
306,1794,Anna Maria Holtzel,Eliesabetha  Gohn
306,1794,Philip,Eliesabetha  Gohn
315,1794,Mart:  Ruby,Eliesabetha  Oberdorff
315,1794,Margriet  Schonberg,Eliesabetha  Oberdorff
315,1794,Georg  Oberdorff,Eliesabetha  Oberdorff
318,1794,Daniel  Voigt,Eliesabetha  Voigt
311,1794,Dennis  Clary,Eva  Pfaff
311,1794,Brigitta  Clary,Eva  Pfaff
313,1794,Georg  Lieberknecht,Friedrich  Lieberknecht
313,1794,Catharina Elizabeth Lieberknecht,Friedrich  Lieberknecht
310,1794,Michael  Schlott,Georg  Abel
310,1794,Catharina  Schlott,Georg  Abel
314,1794,Nicklos  Rieser,Georg  Claus
314,1794,Margretha  Rieser,Georg  Claus
315,1794,Mart:  Ruby,Georg  Oberdorff
319,1794,Jacob  Ohlweiler,Georg  Oberdorff
315,1794,Margriet  Schonberg,Georg  Oberdorff
319,1794,Anna Maria Ohlweiler,Georg  Oberdorff
318,1794,Daniel  Voigt,Heinrich  Dellinger
318,1794,Eliesabetha  Voigt,Heinrich  Dellinger
263,1794,Conrath  Bebersen,Jacob Holtly   - Pastor Jacob Goringer
263,1794,Catharina  Bebersen,Jacob Holtly   - Pastor Jacob Goringer
312,1794,Heinrich  Dellinger,Joseph  Dellinger
312,1794,Sussana  Dellinger,Joseph  Dellinger
314,1794,Nicklos  Rieser,Margretha  Rieser
310,1794,Michael  Schlott,Margriet  Abel
310,1794,Catharina  Schlott,Margriet  Abel
310,1794,Georg  Abel,Margriet  Abel
315,1794,Mart:  Ruby,Margriet  Schonberg
307,1794,Georg  Weinhold,Margriet  Weinhold
309,1794,Jacob  Kraft,Maria  Behmuller
309,1794,Anna Maria Kraft,Maria  Behmuller
308,1794,Friedrich  Pfaff,Maria Catharina Abel
308,1794,Anna Magaret Pfaff,Maria Catharina Abel
314,1794,Nicklos  Rieser,Maria Magdalena Claus
314,1794,Margretha  Rieser,Maria Magdalena Claus
314,1794,Georg  Claus,Maria Magdalena Claus
306,1794,Philip  Holtzel,Philip
306,1794,Anna Maria Holtzel,Philip
316,1794,Jacob  Dellinger,Philip  Muhlhof
316,1794,Regina  Dellinger,Philip  Muhlhof
316,1794,Jacob  Dellinger,Regina  Dellinger
316,1794,Jacob  Dellinger,Regina  Muhlhof
316,1794,Regina  Dellinger,Regina  Muhlhof
316,1794,Philip  Muhlhof,Regina  Muhlhof
312,1794,Heinrich  Dellinger,Sussana  Dellinger
318,1794,Daniel  Voigt,Sussana  Dellinger
318,1794,Eliesabetha  Voigt,Sussana  Dellinger
318,1794,Heinrich  Dellinger,Sussana  Dellinger
265,1795,Adam  Paulis,Andries  Neuman
265,1795,Eliesabetha  Paulis,Andries  Neuman
329,1795,Philip  Holzel,Anna Margaret Abel
329,1795,Maria  Holzel,Anna Margaret Abel
329,1795,Georg  Abel,Anna Margaret Abel
321,1795,David  Gehr,Anna Maria Gehr
322,1795,Johannes  Ruby,Anna Maria Ruby
323,1795,Thomas  Harris,Anna Maria Ruby
323,1795,Maria  Harris,Anna Maria Ruby
323,1795,Johannes  Ruby,Anna Maria Ruby
166,1795,Johannes  Dellinger,Antony  Ament
166,1795,Barbara  Dellinger,Antony  Ament
166,1795,Johannes  Dellinger,Barbara  Dellinger
325,1795,Peter  Imschwiller,Catharina  Imschwiller
324,1795,Heinrich  Wachtel,Catharina  Wachtel
145,1795,Georg  Oberdorff,Christina  Brubacher
145,1795,Eliesabetha  Oberdorff,Christina  Brubacher
145,1795,Conrad  Brubacher,Christina  Brubacher
320,1795,Philip  Gohn,Christina  Holzel
322,1795,Johannes  Ruby,Christina  Holzel
320,1795,Eliesabetha  Gohn,Christina  Holzel
322,1795,Anna Maria Ruby,Christina  Holzel
320,1795,Jacob  Holzel,Christina  Holzel
322,1795,Jacob  Holzel,Christina  Holzel
145,1795,Georg  Oberdorff,Conrad  Brubacher
331,1795,Johannes  Brubacher,Conrad  Brubacher
145,1795,Eliesabetha  Oberdorff,Conrad  Brubacher
331,1795,Esther  Brubacher,Conrad  Brubacher
327,1795,Peter  Billotz,Conrad  Leber
327,1795,Margriet  Billotz,Conrad  Leber
328,1795,Edward  Smith,Daniel  Clary
328,1795,Sara  Smith,Daniel  Clary
328,1795,Edward  Smith,Eliesabetha  Clary
328,1795,Sara  Smith,Eliesabetha  Clary
328,1795,Daniel  Clary,Eliesabetha  Clary
320,1795,Philip  Gohn,Eliesabetha  Gohn
145,1795,Georg  Oberdorff,Eliesabetha  Oberdorff
265,1795,Adam  Paulis,Eliesabetha  Paulis
325,1795,Peter  Imschwiller,Eliesabetha  Schafer
325,1795,Catharina  Imschwiller,Eliesabetha  Schafer
326,1795,Mattheus  Bekker,Esther  Bekker
331,1795,Johannes  Brubacher,Esther  Brubacher
331,1795,Johannes  Brubacher,Eva  Brubacher
331,1795,Esther  Brubacher,Eva  Brubacher
331,1795,Conrad  Brubacher,Eva  Brubacher
330,1795,Adam  Ottstatt,Friedrich  Ottstatt
330,1795,Sophia  Ottstatt,Friedrich  Ottstatt
329,1795,Philip  Holzel,Georg  Abel
329,1795,Maria  Holzel,Georg  Abel
320,1795,Philip  Gohn,Jacob  Holzel
322,1795,Johannes  Ruby,Jacob  Holzel
320,1795,Eliesabetha  Gohn,Jacob  Holzel
322,1795,Anna Maria Ruby,Jacob  Holzel
323,1795,Thomas  Harris,Johannes  Ruby
323,1795,Maria  Harris,Johannes  Ruby
324,1795,Heinrich  Wachtel,Johannes Georg Wambach
324,1795,Catharina  Wachtel,Johannes Georg Wambach
167,1795,Johannes  Dellinger,Josua  Dellinger
167,1795,Maria Barbara Dellinger,Josua  Dellinger
324,1795,Heinrich  Wachtel,Magdalena  Wambach
324,1795,Catharina  Wachtel,Magdalena  Wambach
324,1795,Johannes Georg Wambach,Magdalena  Wambach
327,1795,Peter  Billotz,Margriet  Billotz
327,1795,Peter  Billotz,Margriet  Billotz
327,1795,Margriet  Billotz,Margriet  Billotz
327,1795,Conrad  Leber,Margriet  Billotz
323,1795,Thomas  Harris,Maria  Harris
329,1795,Philip  Holzel,Maria  Holzel
167,1795,Johannes  Dellinger,Maria Barbara Dellinger
321,1795,David  Gehr,Peter  Wanbach
321,1795,Anna Maria Gehr,Peter  Wanbach
328,1795,Edward  Smith,Sara  Smith
330,1795,Adam  Ottstatt,Sophia  Ottstatt
341,1796,Heinrich  Ottstatt,Adam  Ottstatt
341,1796,Catharina  Ottstatt,Adam  Ottstatt
335,1796,Johannes  Walliser,Adam  Schenberger
337,1796,Georg  Albrecht,Adam  Schenberger
335,1796,Eliesabetha  Walliser,Adam  Schenberger
337,1796,Magdalena  Albrecht,Adam  Schenberger
172,1796,Philip  Gohn,Anna Elizabeth Oberdorff
172,1796,Eliesabetha  Gohn,Anna Elizabeth Oberdorff
172,1796,Gorg  Oberdorff,Anna Elizabeth Oberdorff
350,1796,Friedrich  Pfaff,Anna Margaretha Pfaff
346,1796,Peter  Miller,Barbara  Gohn
346,1796,Sussana  Miller,Barbara  Gohn
350,1796,Friedrich  Pfaff,Barbara  Pfaff
350,1796,Anna Margaretha Pfaff,Barbara  Pfaff
336,1796,Conrad  Bebersen,Catharina  Bebersen
339,1796,Georg  Lieberknecht,Catharina  Eliesabetha
345,1796,Philip  Jacob,Catharina  Eliesabetha
342,1796,Heinrich  Dellinger,Catharina  Gilbert
342,1796,Sussana  Dellinger,Catharina  Gilbert
341,1796,Heinrich  Ottstatt,Catharina  Ottstatt
333,1796,Jacob  Petermann,Catharina  Petermann
340,1796,Michael  Strohmenger,Catharina  Petermann
340,1796,Regina  Strohmenger,Catharina  Petermann
340,1796,Jacob  Petermann,Catharina  Petermann
338,1796,Adam  Schenberger,Catharina  Schenberger
337,1796,Georg  Albrecht,Catharina  Schenberger
337,1796,Magdalena  Albrecht,Catharina  Schenberger
337,1796,Adam  Schenberger,Catharina  Schenberger
349,1796,Johannes  Schlott,Catharina  Schlott
336,1796,Conrad  Bebersen,Christina  Holzel
336,1796,Catharina  Bebersen,Christina  Holzel
336,1796,Jacob  Holzel,Christina  Holzel
344,1796,Adam  Heindel,Christina  Young
344,1796,Eliesabetha  Heindel,Christina  Young
171,1796,Philip  Gohn,Eliesabetha  Gohn
172,1796,Philip  Gohn,Eliesabetha  Gohn
344,1796,Adam  Heindel,Eliesabetha  Heindel
345,1796,Philip  Jacob,Eliesabetha  Jacob
345,1796,Catharina  Eliesabetha,Eliesabetha  Jacob
345,1796,Johannes Georg Jacob,Eliesabetha  Jacob
347,1796,Charles  Barnes,Eliesabetha  Kleyn
347,1796,John  Barnes,Eliesabetha  Kleyn
335,1796,Johannes  Walliser,Eliesabetha  Walliser
172,1796,Philip  Gohn,Gorg  Oberdorff
172,1796,Eliesabetha  Gohn,Gorg  Oberdorff
