degree,count
0,0
1,71
2,45
3,420
4,110
5,72
6,59
7,51
8,42
9,56
10,29
11,32
12,16
13,25
14,16
15,16
16,16
17,8
18,9
19,8
20,9
21,5
22,7
23,3
24,3
25,2
26,2
27,4
28,2
29,3
30,0
31,1
32,5
33,2
34,2
35,0
36,1
37,1
38,1
39,0
40,0
41,0
42,2
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,1
