degree,count
0,0
1,147
2,30
3,14
4,4
5,7
6,1
7,1
8,0
9,2
10,4
11,1
12,0
13,0
14,3
15,0
16,0
17,1
18,0
19,0
20,0
21,0
22,0
23,1
24,0
25,0
26,0
27,0
28,1
