,year,density,clustering,preferential_edges,jacc_edges
0,1743,0.2545454545454545,0.944,0.0,0.0
1,1744,0.054901960784313725,0.67,0.0,0.0
2,1745,0.03421545041432772,0.693,0.01,0.0
3,1746,0.03236413984077535,0.659,0.01,0.04
4,1747,0.033379909951870824,0.699,0.0,0.05
5,1748,0.03130961732689934,0.761,0.0,0.09
6,1749,0.03130961732689934,0.717,0.0,0.0
