,congregation,year,modularity,count
1846,huguenot-nyc,1702,4,63
1847,huguenot-nyc,1702,5,38
1848,huguenot-nyc,1702,6,31
1849,huguenot-nyc,1702,7,28
1850,huguenot-nyc,1702,8,0
1851,huguenot-nyc,1702,9,49
1852,huguenot-nyc,1702,10,38
1853,huguenot-nyc,1702,11,21
1854,huguenot-nyc,1702,12,5
1855,huguenot-nyc,1702,13,3
1856,huguenot-nyc,1702,14,0
1857,huguenot-nyc,1702,15,0
1858,huguenot-nyc,1702,16,0
1859,huguenot-nyc,1702,17,0
1860,huguenot-nyc,1702,18,0
1861,huguenot-nyc,1702,19,0
1862,huguenot-nyc,1702,20,0
1863,huguenot-nyc,1702,21,0
1864,huguenot-nyc,1702,22,0
1865,huguenot-nyc,1703,0,43
1866,huguenot-nyc,1703,1,103
1867,huguenot-nyc,1703,2,28
1868,huguenot-nyc,1703,3,48
1869,huguenot-nyc,1703,4,67
1870,huguenot-nyc,1703,5,39
1871,huguenot-nyc,1703,6,31
1872,huguenot-nyc,1703,7,31
1873,huguenot-nyc,1703,8,0
1874,huguenot-nyc,1703,9,53
1875,huguenot-nyc,1703,10,40
1876,huguenot-nyc,1703,11,22
1877,huguenot-nyc,1703,12,5
1878,huguenot-nyc,1703,13,3
1879,huguenot-nyc,1703,14,0
1880,huguenot-nyc,1703,15,2
1881,huguenot-nyc,1703,16,0
1882,huguenot-nyc,1703,17,0
1883,huguenot-nyc,1703,18,0
1884,huguenot-nyc,1703,19,0
1885,huguenot-nyc,1703,20,0
1886,huguenot-nyc,1703,21,0
1887,huguenot-nyc,1703,22,0
1888,huguenot-nyc,1704,0,43
1889,huguenot-nyc,1704,1,105
1890,huguenot-nyc,1704,2,34
1891,huguenot-nyc,1704,3,48
1892,huguenot-nyc,1704,4,70
1893,huguenot-nyc,1704,5,41
1894,huguenot-nyc,1704,6,31
1895,huguenot-nyc,1704,7,31
1896,huguenot-nyc,1704,8,0
1897,huguenot-nyc,1704,9,59
1898,huguenot-nyc,1704,10,41
1899,huguenot-nyc,1704,11,28
1900,huguenot-nyc,1704,12,5
1901,huguenot-nyc,1704,13,3
1902,huguenot-nyc,1704,14,0
1903,huguenot-nyc,1704,15,2
1904,huguenot-nyc,1704,16,0
1905,huguenot-nyc,1704,17,0
1906,huguenot-nyc,1704,18,0
1907,huguenot-nyc,1704,19,0
1908,huguenot-nyc,1704,20,0
1909,huguenot-nyc,1704,21,0
1910,huguenot-nyc,1704,22,0
1911,huguenot-nyc,1705,0,43
1912,huguenot-nyc,1705,1,106
1913,huguenot-nyc,1705,2,34
1914,huguenot-nyc,1705,3,53
1915,huguenot-nyc,1705,4,72
1916,huguenot-nyc,1705,5,41
1917,huguenot-nyc,1705,6,35
1918,huguenot-nyc,1705,7,34
1919,huguenot-nyc,1705,8,0
1920,huguenot-nyc,1705,9,61
1921,huguenot-nyc,1705,10,43
1922,huguenot-nyc,1705,11,28
1923,huguenot-nyc,1705,12,5
1924,huguenot-nyc,1705,13,3
1925,huguenot-nyc,1705,14,0
1926,huguenot-nyc,1705,15,2
1927,huguenot-nyc,1705,16,0
1928,huguenot-nyc,1705,17,0
1929,huguenot-nyc,1705,18,0
1930,huguenot-nyc,1705,19,0
1931,huguenot-nyc,1705,20,0
1932,huguenot-nyc,1705,21,0
1933,huguenot-nyc,1705,22,1
1934,huguenot-nyc,1706,0,43
1935,huguenot-nyc,1706,1,111
1936,huguenot-nyc,1706,2,34
1937,huguenot-nyc,1706,3,59
1938,huguenot-nyc,1706,4,73
1939,huguenot-nyc,1706,5,46
1940,huguenot-nyc,1706,6,36
1941,huguenot-nyc,1706,7,34
1942,huguenot-nyc,1706,8,0
1943,huguenot-nyc,1706,9,61
1944,huguenot-nyc,1706,10,43
1945,huguenot-nyc,1706,11,28
1946,huguenot-nyc,1706,12,5
1947,huguenot-nyc,1706,13,3
1948,huguenot-nyc,1706,14,0
1949,huguenot-nyc,1706,15,2
1950,huguenot-nyc,1706,16,0
1951,huguenot-nyc,1706,17,0
1952,huguenot-nyc,1706,18,0
1953,huguenot-nyc,1706,19,0
1954,huguenot-nyc,1706,20,0
1955,huguenot-nyc,1706,21,0
1956,huguenot-nyc,1706,22,1
1957,huguenot-nyc,1707,0,43
1958,huguenot-nyc,1707,1,113
1959,huguenot-nyc,1707,2,34
1960,huguenot-nyc,1707,3,59
1961,huguenot-nyc,1707,4,73
1962,huguenot-nyc,1707,5,48
1963,huguenot-nyc,1707,6,37
1964,huguenot-nyc,1707,7,35
1965,huguenot-nyc,1707,8,0
1966,huguenot-nyc,1707,9,61
1967,huguenot-nyc,1707,10,43
1968,huguenot-nyc,1707,11,28
1969,huguenot-nyc,1707,12,5
1970,huguenot-nyc,1707,13,3
1971,huguenot-nyc,1707,14,0
1972,huguenot-nyc,1707,15,3
1973,huguenot-nyc,1707,16,0
1974,huguenot-nyc,1707,17,0
1975,huguenot-nyc,1707,18,0
1976,huguenot-nyc,1707,19,0
1977,huguenot-nyc,1707,20,0
1978,huguenot-nyc,1707,21,0
1979,huguenot-nyc,1707,22,1
1980,huguenot-nyc,1708,0,44
1981,huguenot-nyc,1708,1,115
1982,huguenot-nyc,1708,2,34
1983,huguenot-nyc,1708,3,59
1984,huguenot-nyc,1708,4,73
1985,huguenot-nyc,1708,5,49
1986,huguenot-nyc,1708,6,40
1987,huguenot-nyc,1708,7,37
1988,huguenot-nyc,1708,8,0
1989,huguenot-nyc,1708,9,62
1990,huguenot-nyc,1708,10,43
1991,huguenot-nyc,1708,11,28
1992,huguenot-nyc,1708,12,5
1993,huguenot-nyc,1708,13,3
1994,huguenot-nyc,1708,14,0
1995,huguenot-nyc,1708,15,3
1996,huguenot-nyc,1708,16,0
1997,huguenot-nyc,1708,17,0
1998,huguenot-nyc,1708,18,0
1999,huguenot-nyc,1708,19,0
2000,huguenot-nyc,1708,20,0
2001,huguenot-nyc,1708,21,0
2002,huguenot-nyc,1708,22,1
2003,huguenot-nyc,1709,0,44
2004,huguenot-nyc,1709,1,115
2005,huguenot-nyc,1709,2,32
2006,huguenot-nyc,1709,3,59
2007,huguenot-nyc,1709,4,73
2008,huguenot-nyc,1709,5,49
2009,huguenot-nyc,1709,6,40
2010,huguenot-nyc,1709,7,37
2011,huguenot-nyc,1709,8,0
2012,huguenot-nyc,1709,9,62
2013,huguenot-nyc,1709,10,43
2014,huguenot-nyc,1709,11,28
2015,huguenot-nyc,1709,12,5
2016,huguenot-nyc,1709,13,3
2017,huguenot-nyc,1709,14,0
2018,huguenot-nyc,1709,15,3
2019,huguenot-nyc,1709,16,0
2020,huguenot-nyc,1709,17,0
2021,huguenot-nyc,1709,18,0
2022,huguenot-nyc,1709,19,0
2023,huguenot-nyc,1709,20,0
2024,huguenot-nyc,1709,21,0
2025,huguenot-nyc,1709,22,1
2026,huguenot-nyc,1710,0,45
2027,huguenot-nyc,1710,1,115
2028,huguenot-nyc,1710,2,32
2029,huguenot-nyc,1710,3,61
2030,huguenot-nyc,1710,4,73
2031,huguenot-nyc,1710,5,50
2032,huguenot-nyc,1710,6,41
2033,huguenot-nyc,1710,7,37
2034,huguenot-nyc,1710,8,0
2035,huguenot-nyc,1710,9,62
2036,huguenot-nyc,1710,10,44
2037,huguenot-nyc,1710,11,29
2038,huguenot-nyc,1710,12,5
2039,huguenot-nyc,1710,13,6
2040,huguenot-nyc,1710,14,4
2041,huguenot-nyc,1710,15,4
2042,huguenot-nyc,1710,16,0
2043,huguenot-nyc,1710,17,0
2044,huguenot-nyc,1710,18,0
2045,huguenot-nyc,1710,19,0
2046,huguenot-nyc,1710,20,0
2047,huguenot-nyc,1710,21,0
2048,huguenot-nyc,1710,22,1
2049,huguenot-nyc,1711,0,48
2050,huguenot-nyc,1711,1,113
2051,huguenot-nyc,1711,2,32
2052,huguenot-nyc,1711,3,59
2053,huguenot-nyc,1711,4,71
2054,huguenot-nyc,1711,5,52
2055,huguenot-nyc,1711,6,42
2056,huguenot-nyc,1711,7,41
2057,huguenot-nyc,1711,8,0
2058,huguenot-nyc,1711,9,62
2059,huguenot-nyc,1711,10,44
2060,huguenot-nyc,1711,11,33
2061,huguenot-nyc,1711,12,5
2062,huguenot-nyc,1711,13,6
2063,huguenot-nyc,1711,14,4
2064,huguenot-nyc,1711,15,7
2065,huguenot-nyc,1711,16,0
2066,huguenot-nyc,1711,17,0
2067,huguenot-nyc,1711,18,0
2068,huguenot-nyc,1711,19,0
2069,huguenot-nyc,1711,20,0
2070,huguenot-nyc,1711,21,0
2071,huguenot-nyc,1711,22,1
2072,huguenot-nyc,1712,0,46
2073,huguenot-nyc,1712,1,114
2074,huguenot-nyc,1712,2,35
2075,huguenot-nyc,1712,3,61
2076,huguenot-nyc,1712,4,74
2077,huguenot-nyc,1712,5,56
2078,huguenot-nyc,1712,6,42
2079,huguenot-nyc,1712,7,41
2080,huguenot-nyc,1712,8,0
2081,huguenot-nyc,1712,9,62
2082,huguenot-nyc,1712,10,44
2083,huguenot-nyc,1712,11,36
2084,huguenot-nyc,1712,12,5
2085,huguenot-nyc,1712,13,8
2086,huguenot-nyc,1712,14,4
2087,huguenot-nyc,1712,15,10
2088,huguenot-nyc,1712,16,2
2089,huguenot-nyc,1712,17,0
2090,huguenot-nyc,1712,18,0
2091,huguenot-nyc,1712,19,0
2092,huguenot-nyc,1712,20,0
2093,huguenot-nyc,1712,21,0
2094,huguenot-nyc,1712,22,1
2095,huguenot-nyc,1713,0,43
2096,huguenot-nyc,1713,1,109
2097,huguenot-nyc,1713,2,29
2098,huguenot-nyc,1713,3,61
2099,huguenot-nyc,1713,4,70
2100,huguenot-nyc,1713,5,56
2101,huguenot-nyc,1713,6,40
2102,huguenot-nyc,1713,7,42
2103,huguenot-nyc,1713,8,0
2104,huguenot-nyc,1713,9,58
2105,huguenot-nyc,1713,10,45
2106,huguenot-nyc,1713,11,38
2107,huguenot-nyc,1713,12,5
2108,huguenot-nyc,1713,13,9
2109,huguenot-nyc,1713,14,4
2110,huguenot-nyc,1713,15,13
2111,huguenot-nyc,1713,16,3
2112,huguenot-nyc,1713,17,0
2113,huguenot-nyc,1713,18,0
2114,huguenot-nyc,1713,19,0
2115,huguenot-nyc,1713,20,0
2116,huguenot-nyc,1713,21,0
2117,huguenot-nyc,1713,22,1
2118,huguenot-nyc,1714,0,43
2119,huguenot-nyc,1714,1,108
2120,huguenot-nyc,1714,2,28
2121,huguenot-nyc,1714,3,59
2122,huguenot-nyc,1714,4,70
2123,huguenot-nyc,1714,5,53
2124,huguenot-nyc,1714,6,41
2125,huguenot-nyc,1714,7,42
2126,huguenot-nyc,1714,8,0
2127,huguenot-nyc,1714,9,57
2128,huguenot-nyc,1714,10,44
2129,huguenot-nyc,1714,11,40
2130,huguenot-nyc,1714,12,5
2131,huguenot-nyc,1714,13,10
2132,huguenot-nyc,1714,14,4
2133,huguenot-nyc,1714,15,14
2134,huguenot-nyc,1714,16,3
2135,huguenot-nyc,1714,17,0
2136,huguenot-nyc,1714,18,0
2137,huguenot-nyc,1714,19,0
2138,huguenot-nyc,1714,20,0
2139,huguenot-nyc,1714,21,0
2140,huguenot-nyc,1714,22,1
2141,huguenot-nyc,1715,0,43
2142,huguenot-nyc,1715,1,105
2143,huguenot-nyc,1715,2,31
2144,huguenot-nyc,1715,3,58
2145,huguenot-nyc,1715,4,63
2146,huguenot-nyc,1715,5,55
2147,huguenot-nyc,1715,6,40
2148,huguenot-nyc,1715,7,43
2149,huguenot-nyc,1715,8,0
2150,huguenot-nyc,1715,9,59
2151,huguenot-nyc,1715,10,41
2152,huguenot-nyc,1715,11,42
2153,huguenot-nyc,1715,12,5
2154,huguenot-nyc,1715,13,10
2155,huguenot-nyc,1715,14,4
2156,huguenot-nyc,1715,15,15
2157,huguenot-nyc,1715,16,3
2158,huguenot-nyc,1715,17,0
2159,huguenot-nyc,1715,18,0
2160,huguenot-nyc,1715,19,0
2161,huguenot-nyc,1715,20,0
2162,huguenot-nyc,1715,21,0
2163,huguenot-nyc,1715,22,1
2164,huguenot-nyc,1716,0,39
2165,huguenot-nyc,1716,1,105
2166,huguenot-nyc,1716,2,39
2167,huguenot-nyc,1716,3,55
2168,huguenot-nyc,1716,4,62
2169,huguenot-nyc,1716,5,55
2170,huguenot-nyc,1716,6,39
2171,huguenot-nyc,1716,7,46
2172,huguenot-nyc,1716,8,0
2173,huguenot-nyc,1716,9,59
2174,huguenot-nyc,1716,10,41
2175,huguenot-nyc,1716,11,43
2176,huguenot-nyc,1716,12,5
2177,huguenot-nyc,1716,13,11
2178,huguenot-nyc,1716,14,4
2179,huguenot-nyc,1716,15,15
2180,huguenot-nyc,1716,16,3
2181,huguenot-nyc,1716,17,0
2182,huguenot-nyc,1716,18,0
2183,huguenot-nyc,1716,19,0
2184,huguenot-nyc,1716,20,0
2185,huguenot-nyc,1716,21,0
2186,huguenot-nyc,1716,22,2
2187,huguenot-nyc,1717,0,30
2188,huguenot-nyc,1717,1,104
2189,huguenot-nyc,1717,2,41
2190,huguenot-nyc,1717,3,56
2191,huguenot-nyc,1717,4,61
2192,huguenot-nyc,1717,5,54
2193,huguenot-nyc,1717,6,39
2194,huguenot-nyc,1717,7,46
2195,huguenot-nyc,1717,8,0
2196,huguenot-nyc,1717,9,57
2197,huguenot-nyc,1717,10,38
2198,huguenot-nyc,1717,11,50
2199,huguenot-nyc,1717,12,5
2200,huguenot-nyc,1717,13,17
2201,huguenot-nyc,1717,14,8
2202,huguenot-nyc,1717,15,15
2203,huguenot-nyc,1717,16,3
2204,huguenot-nyc,1717,17,0
2205,huguenot-nyc,1717,18,0
2206,huguenot-nyc,1717,19,0
2207,huguenot-nyc,1717,20,0
2208,huguenot-nyc,1717,21,0
2209,huguenot-nyc,1717,22,2
2210,huguenot-nyc,1718,0,27
2211,huguenot-nyc,1718,1,100
2212,huguenot-nyc,1718,2,43
2213,huguenot-nyc,1718,3,53
2214,huguenot-nyc,1718,4,59
2215,huguenot-nyc,1718,5,55
2216,huguenot-nyc,1718,6,40
2217,huguenot-nyc,1718,7,47
2218,huguenot-nyc,1718,8,0
2219,huguenot-nyc,1718,9,56
2220,huguenot-nyc,1718,10,37
2221,huguenot-nyc,1718,11,54
2222,huguenot-nyc,1718,12,5
2223,huguenot-nyc,1718,13,18
2224,huguenot-nyc,1718,14,8
2225,huguenot-nyc,1718,15,16
2226,huguenot-nyc,1718,16,3
2227,huguenot-nyc,1718,17,0
2228,huguenot-nyc,1718,18,0
2229,huguenot-nyc,1718,19,0
2230,huguenot-nyc,1718,20,0
2231,huguenot-nyc,1718,21,0
2232,huguenot-nyc,1718,22,4
2233,huguenot-nyc,1719,0,23
2234,huguenot-nyc,1719,1,96
2235,huguenot-nyc,1719,2,42
2236,huguenot-nyc,1719,3,54
2237,huguenot-nyc,1719,4,55
2238,huguenot-nyc,1719,5,54
2239,huguenot-nyc,1719,6,42
2240,huguenot-nyc,1719,7,49
2241,huguenot-nyc,1719,8,0
2242,huguenot-nyc,1719,9,55
2243,huguenot-nyc,1719,10,38
2244,huguenot-nyc,1719,11,58
2245,huguenot-nyc,1719,12,4
2246,huguenot-nyc,1719,13,17
2247,huguenot-nyc,1719,14,9
2248,huguenot-nyc,1719,15,21
2249,huguenot-nyc,1719,16,3
2250,huguenot-nyc,1719,17,0
2251,huguenot-nyc,1719,18,0
2252,huguenot-nyc,1719,19,0
2253,huguenot-nyc,1719,20,0
2254,huguenot-nyc,1719,21,0
2255,huguenot-nyc,1719,22,5
2256,huguenot-nyc,1720,0,20
2257,huguenot-nyc,1720,1,88
2258,huguenot-nyc,1720,2,45
2259,huguenot-nyc,1720,3,54
2260,huguenot-nyc,1720,4,50
2261,huguenot-nyc,1720,5,49
2262,huguenot-nyc,1720,6,45
2263,huguenot-nyc,1720,7,47
2264,huguenot-nyc,1720,8,0
2265,huguenot-nyc,1720,9,52
2266,huguenot-nyc,1720,10,35
2267,huguenot-nyc,1720,11,57
2268,huguenot-nyc,1720,12,4
2269,huguenot-nyc,1720,13,17
2270,huguenot-nyc,1720,14,10
2271,huguenot-nyc,1720,15,22
2272,huguenot-nyc,1720,16,3
2273,huguenot-nyc,1720,17,0
2274,huguenot-nyc,1720,18,0
2275,huguenot-nyc,1720,19,0
2276,huguenot-nyc,1720,20,0
2277,huguenot-nyc,1720,21,0
2278,huguenot-nyc,1720,22,5
2279,huguenot-nyc,1721,0,19
2280,huguenot-nyc,1721,1,84
2281,huguenot-nyc,1721,2,47
2282,huguenot-nyc,1721,3,53
2283,huguenot-nyc,1721,4,44
2284,huguenot-nyc,1721,5,46
2285,huguenot-nyc,1721,6,45
2286,huguenot-nyc,1721,7,46
2287,huguenot-nyc,1721,8,0
2288,huguenot-nyc,1721,9,44
2289,huguenot-nyc,1721,10,34
2290,huguenot-nyc,1721,11,62
2291,huguenot-nyc,1721,12,0
2292,huguenot-nyc,1721,13,21
2293,huguenot-nyc,1721,14,13
2294,huguenot-nyc,1721,15,26
2295,huguenot-nyc,1721,16,3
2296,huguenot-nyc,1721,17,0
2297,huguenot-nyc,1721,18,0
2298,huguenot-nyc,1721,19,0
2299,huguenot-nyc,1721,20,0
2300,huguenot-nyc,1721,21,0
2301,huguenot-nyc,1721,22,6
2302,huguenot-nyc,1722,0,18
2303,huguenot-nyc,1722,1,80
2304,huguenot-nyc,1722,2,52
2305,huguenot-nyc,1722,3,47
2306,huguenot-nyc,1722,4,44
2307,huguenot-nyc,1722,5,40
2308,huguenot-nyc,1722,6,41
2309,huguenot-nyc,1722,7,41
2310,huguenot-nyc,1722,8,0
2311,huguenot-nyc,1722,9,35
2312,huguenot-nyc,1722,10,27
2313,huguenot-nyc,1722,11,68
2314,huguenot-nyc,1722,12,0
2315,huguenot-nyc,1722,13,21
2316,huguenot-nyc,1722,14,14
2317,huguenot-nyc,1722,15,26
2318,huguenot-nyc,1722,16,3
2319,huguenot-nyc,1722,17,0
2320,huguenot-nyc,1722,18,0
2321,huguenot-nyc,1722,19,0
2322,huguenot-nyc,1722,20,0
2323,huguenot-nyc,1722,21,0
2324,huguenot-nyc,1722,22,7
2325,huguenot-nyc,1723,0,18
2326,huguenot-nyc,1723,1,75
2327,huguenot-nyc,1723,2,51
2328,huguenot-nyc,1723,3,38
2329,huguenot-nyc,1723,4,39
2330,huguenot-nyc,1723,5,41
2331,huguenot-nyc,1723,6,42
2332,huguenot-nyc,1723,7,39
2333,huguenot-nyc,1723,8,0
2334,huguenot-nyc,1723,9,35
2335,huguenot-nyc,1723,10,21
2336,huguenot-nyc,1723,11,72
2337,huguenot-nyc,1723,12,0
2338,huguenot-nyc,1723,13,23
2339,huguenot-nyc,1723,14,14
2340,huguenot-nyc,1723,15,30
2341,huguenot-nyc,1723,16,3
2342,huguenot-nyc,1723,17,0
2343,huguenot-nyc,1723,18,1
2344,huguenot-nyc,1723,19,0
2345,huguenot-nyc,1723,20,0
2346,huguenot-nyc,1723,21,0
2347,huguenot-nyc,1723,22,7
2348,huguenot-nyc,1724,0,19
2349,huguenot-nyc,1724,1,68
2350,huguenot-nyc,1724,2,53
2351,huguenot-nyc,1724,3,33
2352,huguenot-nyc,1724,4,33
2353,huguenot-nyc,1724,5,42
2354,huguenot-nyc,1724,6,44
2355,huguenot-nyc,1724,7,37
2356,huguenot-nyc,1724,8,0
2357,huguenot-nyc,1724,9,30
2358,huguenot-nyc,1724,10,20
2359,huguenot-nyc,1724,11,70
2360,huguenot-nyc,1724,12,0
2361,huguenot-nyc,1724,13,24
2362,huguenot-nyc,1724,14,14
2363,huguenot-nyc,1724,15,30
2364,huguenot-nyc,1724,16,3
2365,huguenot-nyc,1724,17,0
2366,huguenot-nyc,1724,18,1
2367,huguenot-nyc,1724,19,0
2368,huguenot-nyc,1724,20,0
2369,huguenot-nyc,1724,21,0
2370,huguenot-nyc,1724,22,8
2371,huguenot-nyc,1725,0,19
2372,huguenot-nyc,1725,1,69
2373,huguenot-nyc,1725,2,49
2374,huguenot-nyc,1725,3,33
2375,huguenot-nyc,1725,4,28
2376,huguenot-nyc,1725,5,41
2377,huguenot-nyc,1725,6,44
2378,huguenot-nyc,1725,7,37
2379,huguenot-nyc,1725,8,0
2380,huguenot-nyc,1725,9,23
2381,huguenot-nyc,1725,10,16
2382,huguenot-nyc,1725,11,65
2383,huguenot-nyc,1725,12,0
2384,huguenot-nyc,1725,13,24
2385,huguenot-nyc,1725,14,14
2386,huguenot-nyc,1725,15,34
2387,huguenot-nyc,1725,16,3
2388,huguenot-nyc,1725,17,0
2389,huguenot-nyc,1725,18,1
2390,huguenot-nyc,1725,19,2
2391,huguenot-nyc,1725,20,0
2392,huguenot-nyc,1725,21,0
2393,huguenot-nyc,1725,22,8
2394,huguenot-nyc,1726,0,17
2395,huguenot-nyc,1726,1,66
2396,huguenot-nyc,1726,2,53
2397,huguenot-nyc,1726,3,30
2398,huguenot-nyc,1726,4,24
2399,huguenot-nyc,1726,5,41
2400,huguenot-nyc,1726,6,41
2401,huguenot-nyc,1726,7,34
2402,huguenot-nyc,1726,8,0
2403,huguenot-nyc,1726,9,19
2404,huguenot-nyc,1726,10,13
2405,huguenot-nyc,1726,11,65
2406,huguenot-nyc,1726,12,0
2407,huguenot-nyc,1726,13,28
2408,huguenot-nyc,1726,14,14
2409,huguenot-nyc,1726,15,34
2410,huguenot-nyc,1726,16,3
2411,huguenot-nyc,1726,17,0
2412,huguenot-nyc,1726,18,1
2413,huguenot-nyc,1726,19,2
2414,huguenot-nyc,1726,20,0
2415,huguenot-nyc,1726,21,0
2416,huguenot-nyc,1726,22,8
2417,huguenot-nyc,1727,0,17
2418,huguenot-nyc,1727,1,63
2419,huguenot-nyc,1727,2,53
2420,huguenot-nyc,1727,3,22
2421,huguenot-nyc,1727,4,22
2422,huguenot-nyc,1727,5,34
2423,huguenot-nyc,1727,6,43
2424,huguenot-nyc,1727,7,32
2425,huguenot-nyc,1727,8,0
2426,huguenot-nyc,1727,9,19
2427,huguenot-nyc,1727,10,12
2428,huguenot-nyc,1727,11,67
2429,huguenot-nyc,1727,12,0
2430,huguenot-nyc,1727,13,28
2431,huguenot-nyc,1727,14,14
2432,huguenot-nyc,1727,15,42
2433,huguenot-nyc,1727,16,3
2434,huguenot-nyc,1727,17,0
2435,huguenot-nyc,1727,18,1
2436,huguenot-nyc,1727,19,2
2437,huguenot-nyc,1727,20,1
2438,huguenot-nyc,1727,21,0
2439,huguenot-nyc,1727,22,9
2440,huguenot-nyc,1728,0,17
2441,huguenot-nyc,1728,1,57
2442,huguenot-nyc,1728,2,54
2443,huguenot-nyc,1728,3,22
2444,huguenot-nyc,1728,4,20
2445,huguenot-nyc,1728,5,32
2446,huguenot-nyc,1728,6,43
2447,huguenot-nyc,1728,7,30
2448,huguenot-nyc,1728,8,0
2449,huguenot-nyc,1728,9,19
2450,huguenot-nyc,1728,10,11
2451,huguenot-nyc,1728,11,68
2452,huguenot-nyc,1728,12,0
2453,huguenot-nyc,1728,13,28
2454,huguenot-nyc,1728,14,14
2455,huguenot-nyc,1728,15,51
2456,huguenot-nyc,1728,16,3
2457,huguenot-nyc,1728,17,0
2458,huguenot-nyc,1728,18,1
2459,huguenot-nyc,1728,19,2
2460,huguenot-nyc,1728,20,1
2461,huguenot-nyc,1728,21,0
2462,huguenot-nyc,1728,22,9
2463,huguenot-nyc,1729,0,16
2464,huguenot-nyc,1729,1,55
2465,huguenot-nyc,1729,2,56
2466,huguenot-nyc,1729,3,22
2467,huguenot-nyc,1729,4,20
2468,huguenot-nyc,1729,5,31
2469,huguenot-nyc,1729,6,42
2470,huguenot-nyc,1729,7,28
2471,huguenot-nyc,1729,8,0
2472,huguenot-nyc,1729,9,17
2473,huguenot-nyc,1729,10,10
2474,huguenot-nyc,1729,11,68
2475,huguenot-nyc,1729,12,0
2476,huguenot-nyc,1729,13,30
2477,huguenot-nyc,1729,14,17
2478,huguenot-nyc,1729,15,58
2479,huguenot-nyc,1729,16,3
2480,huguenot-nyc,1729,17,0
2481,huguenot-nyc,1729,18,1
2482,huguenot-nyc,1729,19,2
2483,huguenot-nyc,1729,20,1
2484,huguenot-nyc,1729,21,0
2485,huguenot-nyc,1729,22,9
2486,huguenot-nyc,1730,0,16
2487,huguenot-nyc,1730,1,55
2488,huguenot-nyc,1730,2,56
2489,huguenot-nyc,1730,3,22
2490,huguenot-nyc,1730,4,20
2491,huguenot-nyc,1730,5,31
2492,huguenot-nyc,1730,6,42
2493,huguenot-nyc,1730,7,28
2494,huguenot-nyc,1730,8,0
2495,huguenot-nyc,1730,9,17
2496,huguenot-nyc,1730,10,10
2497,huguenot-nyc,1730,11,68
2498,huguenot-nyc,1730,12,0
2499,huguenot-nyc,1730,13,30
2500,huguenot-nyc,1730,14,17
2501,huguenot-nyc,1730,15,64
2502,huguenot-nyc,1730,16,4
2503,huguenot-nyc,1730,17,0
2504,huguenot-nyc,1730,18,1
2505,huguenot-nyc,1730,19,2
2506,huguenot-nyc,1730,20,1
2507,huguenot-nyc,1730,21,0
2508,huguenot-nyc,1730,22,10
2509,huguenot-nyc,1731,0,13
2510,huguenot-nyc,1731,1,51
2511,huguenot-nyc,1731,2,55
2512,huguenot-nyc,1731,3,19
2513,huguenot-nyc,1731,4,19
2514,huguenot-nyc,1731,5,30
2515,huguenot-nyc,1731,6,40
2516,huguenot-nyc,1731,7,25
2517,huguenot-nyc,1731,8,0
2518,huguenot-nyc,1731,9,17
2519,huguenot-nyc,1731,10,10
2520,huguenot-nyc,1731,11,74
2521,huguenot-nyc,1731,12,0
2522,huguenot-nyc,1731,13,34
2523,huguenot-nyc,1731,14,16
2524,huguenot-nyc,1731,15,67
2525,huguenot-nyc,1731,16,4
2526,huguenot-nyc,1731,17,0
2527,huguenot-nyc,1731,18,1
2528,huguenot-nyc,1731,19,2
2529,huguenot-nyc,1731,20,1
2530,huguenot-nyc,1731,21,0
2531,huguenot-nyc,1731,22,10
2532,huguenot-nyc,1732,0,11
2533,huguenot-nyc,1732,1,51
2534,huguenot-nyc,1732,2,57
2535,huguenot-nyc,1732,3,19
2536,huguenot-nyc,1732,4,19
2537,huguenot-nyc,1732,5,29
2538,huguenot-nyc,1732,6,37
2539,huguenot-nyc,1732,7,22
2540,huguenot-nyc,1732,8,0
2541,huguenot-nyc,1732,9,19
2542,huguenot-nyc,1732,10,10
2543,huguenot-nyc,1732,11,72
2544,huguenot-nyc,1732,12,0
2545,huguenot-nyc,1732,13,37
2546,huguenot-nyc,1732,14,16
2547,huguenot-nyc,1732,15,73
2548,huguenot-nyc,1732,16,4
2549,huguenot-nyc,1732,17,0
2550,huguenot-nyc,1732,18,3
2551,huguenot-nyc,1732,19,2
2552,huguenot-nyc,1732,20,1
2553,huguenot-nyc,1732,21,0
2554,huguenot-nyc,1732,22,10
2555,huguenot-nyc,1733,0,10
2556,huguenot-nyc,1733,1,46
2557,huguenot-nyc,1733,2,53
2558,huguenot-nyc,1733,3,18
2559,huguenot-nyc,1733,4,13
2560,huguenot-nyc,1733,5,24
2561,huguenot-nyc,1733,6,37
2562,huguenot-nyc,1733,7,22
2563,huguenot-nyc,1733,8,0
2564,huguenot-nyc,1733,9,19
2565,huguenot-nyc,1733,10,10
2566,huguenot-nyc,1733,11,73
2567,huguenot-nyc,1733,12,0
2568,huguenot-nyc,1733,13,38
2569,huguenot-nyc,1733,14,16
2570,huguenot-nyc,1733,15,75
2571,huguenot-nyc,1733,16,3
2572,huguenot-nyc,1733,17,0
2573,huguenot-nyc,1733,18,3
2574,huguenot-nyc,1733,19,2
2575,huguenot-nyc,1733,20,1
2576,huguenot-nyc,1733,21,1
2577,huguenot-nyc,1733,22,10
2578,huguenot-nyc,1734,0,9
2579,huguenot-nyc,1734,1,46
2580,huguenot-nyc,1734,2,52
2581,huguenot-nyc,1734,3,17
