,congregation,year,modularity,count
6311,catskill-drc,1756,12,0
6312,catskill-drc,1756,13,6
6313,catskill-drc,1756,14,0
6314,catskill-drc,1756,15,0
6315,catskill-drc,1756,16,3
6316,catskill-drc,1756,17,0
6317,catskill-drc,1756,18,6
6318,catskill-drc,1756,19,11
6319,catskill-drc,1756,20,2
6320,catskill-drc,1756,21,21
6321,catskill-drc,1756,22,4
6322,catskill-drc,1756,23,10
6323,catskill-drc,1756,24,1
6324,catskill-drc,1756,25,28
6325,catskill-drc,1757,0,38
6326,catskill-drc,1757,1,0
6327,catskill-drc,1757,2,1
6328,catskill-drc,1757,3,12
6329,catskill-drc,1757,4,9
6330,catskill-drc,1757,5,5
6331,catskill-drc,1757,6,5
6332,catskill-drc,1757,7,25
6333,catskill-drc,1757,8,5
6334,catskill-drc,1757,9,0
6335,catskill-drc,1757,10,0
6336,catskill-drc,1757,11,0
6337,catskill-drc,1757,12,0
6338,catskill-drc,1757,13,6
6339,catskill-drc,1757,14,0
6340,catskill-drc,1757,15,0
6341,catskill-drc,1757,16,3
6342,catskill-drc,1757,17,0
6343,catskill-drc,1757,18,6
6344,catskill-drc,1757,19,12
6345,catskill-drc,1757,20,2
6346,catskill-drc,1757,21,24
6347,catskill-drc,1757,22,10
6348,catskill-drc,1757,23,11
6349,catskill-drc,1757,24,1
6350,catskill-drc,1757,25,28
6351,catskill-drc,1758,0,38
6352,catskill-drc,1758,1,0
6353,catskill-drc,1758,2,1
6354,catskill-drc,1758,3,15
6355,catskill-drc,1758,4,9
6356,catskill-drc,1758,5,5
6357,catskill-drc,1758,6,5
6358,catskill-drc,1758,7,27
6359,catskill-drc,1758,8,9
6360,catskill-drc,1758,9,0
6361,catskill-drc,1758,10,0
6362,catskill-drc,1758,11,0
6363,catskill-drc,1758,12,0
6364,catskill-drc,1758,13,7
6365,catskill-drc,1758,14,0
6366,catskill-drc,1758,15,0
6367,catskill-drc,1758,16,3
6368,catskill-drc,1758,17,0
6369,catskill-drc,1758,18,6
6370,catskill-drc,1758,19,15
6371,catskill-drc,1758,20,2
6372,catskill-drc,1758,21,24
6373,catskill-drc,1758,22,10
6374,catskill-drc,1758,23,11
6375,catskill-drc,1758,24,1
6376,catskill-drc,1758,25,28
6377,catskill-drc,1759,0,38
6378,catskill-drc,1759,1,0
6379,catskill-drc,1759,2,1
6380,catskill-drc,1759,3,15
6381,catskill-drc,1759,4,9
6382,catskill-drc,1759,5,5
6383,catskill-drc,1759,6,5
6384,catskill-drc,1759,7,28
6385,catskill-drc,1759,8,9
6386,catskill-drc,1759,9,0
6387,catskill-drc,1759,10,0
6388,catskill-drc,1759,11,0
6389,catskill-drc,1759,12,0
6390,catskill-drc,1759,13,7
6391,catskill-drc,1759,14,0
6392,catskill-drc,1759,15,0
6393,catskill-drc,1759,16,3
6394,catskill-drc,1759,17,0
6395,catskill-drc,1759,18,6
6396,catskill-drc,1759,19,15
6397,catskill-drc,1759,20,2
6398,catskill-drc,1759,21,27
6399,catskill-drc,1759,22,10
6400,catskill-drc,1759,23,14
6401,catskill-drc,1759,24,1
6402,catskill-drc,1759,25,28
6403,catskill-drc,1760,0,40
6404,catskill-drc,1760,1,0
6405,catskill-drc,1760,2,1
6406,catskill-drc,1760,3,17
6407,catskill-drc,1760,4,9
6408,catskill-drc,1760,5,5
6409,catskill-drc,1760,6,5
6410,catskill-drc,1760,7,32
6411,catskill-drc,1760,8,9
6412,catskill-drc,1760,9,0
6413,catskill-drc,1760,10,0
6414,catskill-drc,1760,11,0
6415,catskill-drc,1760,12,0
6416,catskill-drc,1760,13,7
6417,catskill-drc,1760,14,0
6418,catskill-drc,1760,15,0
6419,catskill-drc,1760,16,2
6420,catskill-drc,1760,17,0
6421,catskill-drc,1760,18,6
6422,catskill-drc,1760,19,16
6423,catskill-drc,1760,20,2
6424,catskill-drc,1760,21,23
6425,catskill-drc,1760,22,10
6426,catskill-drc,1760,23,15
6427,catskill-drc,1760,24,1
6428,catskill-drc,1760,25,28
6429,catskill-drc,1761,0,40
6430,catskill-drc,1761,1,0
6431,catskill-drc,1761,2,1
6432,catskill-drc,1761,3,17
6433,catskill-drc,1761,4,9
6434,catskill-drc,1761,5,5
6435,catskill-drc,1761,6,5
6436,catskill-drc,1761,7,35
6437,catskill-drc,1761,8,9
6438,catskill-drc,1761,9,0
6439,catskill-drc,1761,10,0
6440,catskill-drc,1761,11,0
6441,catskill-drc,1761,12,0
6442,catskill-drc,1761,13,7
6443,catskill-drc,1761,14,0
6444,catskill-drc,1761,15,0
6445,catskill-drc,1761,16,2
6446,catskill-drc,1761,17,0
6447,catskill-drc,1761,18,6
6448,catskill-drc,1761,19,16
6449,catskill-drc,1761,20,2
6450,catskill-drc,1761,21,23
6451,catskill-drc,1761,22,14
6452,catskill-drc,1761,23,16
6453,catskill-drc,1761,24,2
6454,catskill-drc,1761,25,30
6455,catskill-drc,1762,0,41
6456,catskill-drc,1762,1,1
6457,catskill-drc,1762,2,5
6458,catskill-drc,1762,3,17
6459,catskill-drc,1762,4,11
6460,catskill-drc,1762,5,6
6461,catskill-drc,1762,6,5
6462,catskill-drc,1762,7,40
6463,catskill-drc,1762,8,10
6464,catskill-drc,1762,9,0
6465,catskill-drc,1762,10,0
6466,catskill-drc,1762,11,0
6467,catskill-drc,1762,12,0
6468,catskill-drc,1762,13,7
6469,catskill-drc,1762,14,0
6470,catskill-drc,1762,15,0
6471,catskill-drc,1762,16,2
6472,catskill-drc,1762,17,0
6473,catskill-drc,1762,18,6
6474,catskill-drc,1762,19,16
6475,catskill-drc,1762,20,2
6476,catskill-drc,1762,21,27
6477,catskill-drc,1762,22,20
6478,catskill-drc,1762,23,16
6479,catskill-drc,1762,24,3
6480,catskill-drc,1762,25,32
6481,catskill-drc,1763,0,43
6482,catskill-drc,1763,1,1
6483,catskill-drc,1763,2,5
6484,catskill-drc,1763,3,17
6485,catskill-drc,1763,4,19
6486,catskill-drc,1763,5,12
6487,catskill-drc,1763,6,5
6488,catskill-drc,1763,7,43
6489,catskill-drc,1763,8,10
6490,catskill-drc,1763,9,0
6491,catskill-drc,1763,10,0
6492,catskill-drc,1763,11,0
6493,catskill-drc,1763,12,0
6494,catskill-drc,1763,13,7
6495,catskill-drc,1763,14,0
6496,catskill-drc,1763,15,0
6497,catskill-drc,1763,16,2
6498,catskill-drc,1763,17,0
6499,catskill-drc,1763,18,6
6500,catskill-drc,1763,19,14
6501,catskill-drc,1763,20,2
6502,catskill-drc,1763,21,28
6503,catskill-drc,1763,22,25
6504,catskill-drc,1763,23,16
6505,catskill-drc,1763,24,3
6506,catskill-drc,1763,25,32
6507,catskill-drc,1764,0,45
6508,catskill-drc,1764,1,1
6509,catskill-drc,1764,2,5
6510,catskill-drc,1764,3,17
6511,catskill-drc,1764,4,19
6512,catskill-drc,1764,5,14
6513,catskill-drc,1764,6,5
6514,catskill-drc,1764,7,44
6515,catskill-drc,1764,8,10
6516,catskill-drc,1764,9,0
6517,catskill-drc,1764,10,0
6518,catskill-drc,1764,11,0
6519,catskill-drc,1764,12,0
6520,catskill-drc,1764,13,9
6521,catskill-drc,1764,14,0
6522,catskill-drc,1764,15,0
6523,catskill-drc,1764,16,2
6524,catskill-drc,1764,17,0
6525,catskill-drc,1764,18,6
6526,catskill-drc,1764,19,14
6527,catskill-drc,1764,20,2
6528,catskill-drc,1764,21,28
6529,catskill-drc,1764,22,28
6530,catskill-drc,1764,23,18
6531,catskill-drc,1764,24,3
6532,catskill-drc,1764,25,34
6533,catskill-drc,1765,0,47
6534,catskill-drc,1765,1,1
6535,catskill-drc,1765,2,13
6536,catskill-drc,1765,3,17
6537,catskill-drc,1765,4,22
6538,catskill-drc,1765,5,20
6539,catskill-drc,1765,6,5
6540,catskill-drc,1765,7,49
6541,catskill-drc,1765,8,10
6542,catskill-drc,1765,9,0
6543,catskill-drc,1765,10,0
6544,catskill-drc,1765,11,0
6545,catskill-drc,1765,12,0
6546,catskill-drc,1765,13,9
6547,catskill-drc,1765,14,0
6548,catskill-drc,1765,15,0
6549,catskill-drc,1765,16,2
6550,catskill-drc,1765,17,0
6551,catskill-drc,1765,18,6
6552,catskill-drc,1765,19,16
6553,catskill-drc,1765,20,5
6554,catskill-drc,1765,21,28
6555,catskill-drc,1765,22,29
6556,catskill-drc,1765,23,18
6557,catskill-drc,1765,24,3
6558,catskill-drc,1765,25,34
6559,catskill-drc,1766,0,54
6560,catskill-drc,1766,1,1
6561,catskill-drc,1766,2,13
6562,catskill-drc,1766,3,17
6563,catskill-drc,1766,4,22
6564,catskill-drc,1766,5,20
6565,catskill-drc,1766,6,5
6566,catskill-drc,1766,7,49
6567,catskill-drc,1766,8,10
6568,catskill-drc,1766,9,0
6569,catskill-drc,1766,10,0
6570,catskill-drc,1766,11,0
6571,catskill-drc,1766,12,0
6572,catskill-drc,1766,13,9
6573,catskill-drc,1766,14,0
6574,catskill-drc,1766,15,0
6575,catskill-drc,1766,16,2
6576,catskill-drc,1766,17,0
6577,catskill-drc,1766,18,6
6578,catskill-drc,1766,19,16
6579,catskill-drc,1766,20,5
6580,catskill-drc,1766,21,30
6581,catskill-drc,1766,22,30
6582,catskill-drc,1766,23,18
6583,catskill-drc,1766,24,3
6584,catskill-drc,1766,25,34
6585,catskill-drc,1767,0,65
6586,catskill-drc,1767,1,1
6587,catskill-drc,1767,2,19
6588,catskill-drc,1767,3,17
6589,catskill-drc,1767,4,22
6590,catskill-drc,1767,5,21
6591,catskill-drc,1767,6,5
6592,catskill-drc,1767,7,49
6593,catskill-drc,1767,8,13
6594,catskill-drc,1767,9,0
6595,catskill-drc,1767,10,0
6596,catskill-drc,1767,11,0
6597,catskill-drc,1767,12,0
6598,catskill-drc,1767,13,9
6599,catskill-drc,1767,14,0
6600,catskill-drc,1767,15,0
6601,catskill-drc,1767,16,2
6602,catskill-drc,1767,17,0
6603,catskill-drc,1767,18,6
6604,catskill-drc,1767,19,19
6605,catskill-drc,1767,20,5
6606,catskill-drc,1767,21,30
6607,catskill-drc,1767,22,30
6608,catskill-drc,1767,23,18
6609,catskill-drc,1767,24,4
6610,catskill-drc,1767,25,34
6611,catskill-drc,1768,0,68
6612,catskill-drc,1768,1,1
6613,catskill-drc,1768,2,19
6614,catskill-drc,1768,3,17
6615,catskill-drc,1768,4,22
6616,catskill-drc,1768,5,25
6617,catskill-drc,1768,6,5
6618,catskill-drc,1768,7,51
6619,catskill-drc,1768,8,15
6620,catskill-drc,1768,9,0
6621,catskill-drc,1768,10,0
6622,catskill-drc,1768,11,0
6623,catskill-drc,1768,12,0
6624,catskill-drc,1768,13,11
6625,catskill-drc,1768,14,0
6626,catskill-drc,1768,15,0
6627,catskill-drc,1768,16,2
6628,catskill-drc,1768,17,0
6629,catskill-drc,1768,18,6
6630,catskill-drc,1768,19,22
6631,catskill-drc,1768,20,5
6632,catskill-drc,1768,21,32
6633,catskill-drc,1768,22,35
6634,catskill-drc,1768,23,22
6635,catskill-drc,1768,24,4
6636,catskill-drc,1768,25,37
6637,catskill-drc,1769,0,69
6638,catskill-drc,1769,1,1
6639,catskill-drc,1769,2,19
6640,catskill-drc,1769,3,17
6641,catskill-drc,1769,4,25
6642,catskill-drc,1769,5,27
6643,catskill-drc,1769,6,5
6644,catskill-drc,1769,7,51
6645,catskill-drc,1769,8,17
6646,catskill-drc,1769,9,0
6647,catskill-drc,1769,10,0
6648,catskill-drc,1769,11,0
6649,catskill-drc,1769,12,0
6650,catskill-drc,1769,13,11
6651,catskill-drc,1769,14,0
6652,catskill-drc,1769,15,0
6653,catskill-drc,1769,16,2
6654,catskill-drc,1769,17,0
6655,catskill-drc,1769,18,6
6656,catskill-drc,1769,19,22
6657,catskill-drc,1769,20,5
6658,catskill-drc,1769,21,32
6659,catskill-drc,1769,22,36
6660,catskill-drc,1769,23,22
6661,catskill-drc,1769,24,8
6662,catskill-drc,1769,25,37
6663,catskill-drc,1770,0,72
6664,catskill-drc,1770,1,1
6665,catskill-drc,1770,2,22
6666,catskill-drc,1770,3,20
6667,catskill-drc,1770,4,31
6668,catskill-drc,1770,5,29
6669,catskill-drc,1770,6,4
6670,catskill-drc,1770,7,55
6671,catskill-drc,1770,8,20
6672,catskill-drc,1770,9,0
6673,catskill-drc,1770,10,0
6674,catskill-drc,1770,11,0
6675,catskill-drc,1770,12,0
6676,catskill-drc,1770,13,11
6677,catskill-drc,1770,14,0
6678,catskill-drc,1770,15,0
6679,catskill-drc,1770,16,2
6680,catskill-drc,1770,17,0
6681,catskill-drc,1770,18,6
6682,catskill-drc,1770,19,22
6683,catskill-drc,1770,20,5
6684,catskill-drc,1770,21,34
6685,catskill-drc,1770,22,38
6686,catskill-drc,1770,23,28
6687,catskill-drc,1770,24,8
6688,catskill-drc,1770,25,37
6689,catskill-drc,1771,0,72
6690,catskill-drc,1771,1,4
6691,catskill-drc,1771,2,22
6692,catskill-drc,1771,3,23
6693,catskill-drc,1771,4,31
6694,catskill-drc,1771,5,32
6695,catskill-drc,1771,6,4
6696,catskill-drc,1771,7,57
6697,catskill-drc,1771,8,22
6698,catskill-drc,1771,9,0
6699,catskill-drc,1771,10,4
6700,catskill-drc,1771,11,0
6701,catskill-drc,1771,12,0
6702,catskill-drc,1771,13,11
6703,catskill-drc,1771,14,0
6704,catskill-drc,1771,15,0
6705,catskill-drc,1771,16,2
6706,catskill-drc,1771,17,0
6707,catskill-drc,1771,18,4
6708,catskill-drc,1771,19,22
6709,catskill-drc,1771,20,10
6710,catskill-drc,1771,21,34
6711,catskill-drc,1771,22,47
6712,catskill-drc,1771,23,29
6713,catskill-drc,1771,24,8
6714,catskill-drc,1771,25,37
6715,catskill-drc,1772,0,75
6716,catskill-drc,1772,1,4
6717,catskill-drc,1772,2,22
6718,catskill-drc,1772,3,28
6719,catskill-drc,1772,4,37
6720,catskill-drc,1772,5,34
6721,catskill-drc,1772,6,4
6722,catskill-drc,1772,7,58
6723,catskill-drc,1772,8,24
6724,catskill-drc,1772,9,0
6725,catskill-drc,1772,10,4
6726,catskill-drc,1772,11,0
6727,catskill-drc,1772,12,0
6728,catskill-drc,1772,13,11
6729,catskill-drc,1772,14,0
6730,catskill-drc,1772,15,0
6731,catskill-drc,1772,16,2
6732,catskill-drc,1772,17,0
6733,catskill-drc,1772,18,4
6734,catskill-drc,1772,19,20
6735,catskill-drc,1772,20,10
6736,catskill-drc,1772,21,34
6737,catskill-drc,1772,22,49
6738,catskill-drc,1772,23,31
6739,catskill-drc,1772,24,8
6740,catskill-drc,1772,25,37
6741,catskill-drc,1773,0,75
6742,catskill-drc,1773,1,6
6743,catskill-drc,1773,2,28
6744,catskill-drc,1773,3,28
6745,catskill-drc,1773,4,37
6746,catskill-drc,1773,5,34
6747,catskill-drc,1773,6,4
6748,catskill-drc,1773,7,64
6749,catskill-drc,1773,8,32
6750,catskill-drc,1773,9,0
6751,catskill-drc,1773,10,7
6752,catskill-drc,1773,11,0
6753,catskill-drc,1773,12,0
6754,catskill-drc,1773,13,11
6755,catskill-drc,1773,14,0
6756,catskill-drc,1773,15,0
6757,catskill-drc,1773,16,2
6758,catskill-drc,1773,17,0
6759,catskill-drc,1773,18,4
6760,catskill-drc,1773,19,20
6761,catskill-drc,1773,20,10
6762,catskill-drc,1773,21,34
6763,catskill-drc,1773,22,51
6764,catskill-drc,1773,23,30
6765,catskill-drc,1773,24,8
6766,catskill-drc,1773,25,37
6767,catskill-drc,1774,0,74
6768,catskill-drc,1774,1,6
6769,catskill-drc,1774,2,28
6770,catskill-drc,1774,3,27
6771,catskill-drc,1774,4,39
6772,catskill-drc,1774,5,34
6773,catskill-drc,1774,6,6
6774,catskill-drc,1774,7,67
6775,catskill-drc,1774,8,35
6776,catskill-drc,1774,9,0
6777,catskill-drc,1774,10,8
6778,catskill-drc,1774,11,0
6779,catskill-drc,1774,12,0
6780,catskill-drc,1774,13,11
6781,catskill-drc,1774,14,0
6782,catskill-drc,1774,15,0
6783,catskill-drc,1774,16,2
6784,catskill-drc,1774,17,0
6785,catskill-drc,1774,18,4
6786,catskill-drc,1774,19,24
6787,catskill-drc,1774,20,10
6788,catskill-drc,1774,21,36
6789,catskill-drc,1774,22,51
6790,catskill-drc,1774,23,32
6791,catskill-drc,1774,24,8
6792,catskill-drc,1774,25,37
6793,catskill-drc,1775,0,77
6794,catskill-drc,1775,1,6
6795,catskill-drc,1775,2,28
6796,catskill-drc,1775,3,27
6797,catskill-drc,1775,4,37
6798,catskill-drc,1775,5,38
6799,catskill-drc,1775,6,6
6800,catskill-drc,1775,7,65
6801,catskill-drc,1775,8,34
6802,catskill-drc,1775,9,0
6803,catskill-drc,1775,10,8
6804,catskill-drc,1775,11,0
6805,catskill-drc,1775,12,0
6806,catskill-drc,1775,13,11
6807,catskill-drc,1775,14,0
6808,catskill-drc,1775,15,0
6809,catskill-drc,1775,16,2
6810,catskill-drc,1775,17,0
6811,catskill-drc,1775,18,4
6812,catskill-drc,1775,19,28
6813,catskill-drc,1775,20,10
6814,catskill-drc,1775,21,35
6815,catskill-drc,1775,22,51
6816,catskill-drc,1775,23,34
6817,catskill-drc,1775,24,8
6818,catskill-drc,1775,25,34
6819,catskill-drc,1776,0,81
6820,catskill-drc,1776,1,8
6821,catskill-drc,1776,2,28
6822,catskill-drc,1776,3,29
6823,catskill-drc,1776,4,37
6824,catskill-drc,1776,5,38
6825,catskill-drc,1776,6,6
6826,catskill-drc,1776,7,67
6827,catskill-drc,1776,8,35
6828,catskill-drc,1776,9,0
6829,catskill-drc,1776,10,8
6830,catskill-drc,1776,11,0
6831,catskill-drc,1776,12,0
6832,catskill-drc,1776,13,10
6833,catskill-drc,1776,14,0
6834,catskill-drc,1776,15,0
6835,catskill-drc,1776,16,2
6836,catskill-drc,1776,17,0
6837,catskill-drc,1776,18,4
6838,catskill-drc,1776,19,30
6839,catskill-drc,1776,20,10
6840,catskill-drc,1776,21,35
6841,catskill-drc,1776,22,53
6842,catskill-drc,1776,23,34
6843,catskill-drc,1776,24,8
6844,catskill-drc,1776,25,32
6845,catskill-drc,1777,0,80
6846,catskill-drc,1777,1,8
6847,catskill-drc,1777,2,30
6848,catskill-drc,1777,3,33
6849,catskill-drc,1777,4,39
6850,catskill-drc,1777,5,40
6851,catskill-drc,1777,6,6
6852,catskill-drc,1777,7,68
6853,catskill-drc,1777,8,35
6854,catskill-drc,1777,9,2
6855,catskill-drc,1777,10,8
6856,catskill-drc,1777,11,0
6857,catskill-drc,1777,12,0
6858,catskill-drc,1777,13,10
6859,catskill-drc,1777,14,0
6860,catskill-drc,1777,15,0
6861,catskill-drc,1777,16,2
6862,catskill-drc,1777,17,0
6863,catskill-drc,1777,18,4
6864,catskill-drc,1777,19,30
6865,catskill-drc,1777,20,10
6866,catskill-drc,1777,21,32
6867,catskill-drc,1777,22,54
6868,catskill-drc,1777,23,34
6869,catskill-drc,1777,24,8
6870,catskill-drc,1777,25,24
6871,catskill-drc,1778,0,82
6872,catskill-drc,1778,1,10
6873,catskill-drc,1778,2,30
6874,catskill-drc,1778,3,33
6875,catskill-drc,1778,4,39
6876,catskill-drc,1778,5,40
6877,catskill-drc,1778,6,6
6878,catskill-drc,1778,7,67
6879,catskill-drc,1778,8,35
6880,catskill-drc,1778,9,2
6881,catskill-drc,1778,10,12
6882,catskill-drc,1778,11,0
6883,catskill-drc,1778,12,0
6884,catskill-drc,1778,13,10
6885,catskill-drc,1778,14,0
6886,catskill-drc,1778,15,0
6887,catskill-drc,1778,16,2
6888,catskill-drc,1778,17,0
6889,catskill-drc,1778,18,4
6890,catskill-drc,1778,19,31
6891,catskill-drc,1778,20,10
6892,catskill-drc,1778,21,29
6893,catskill-drc,1778,22,51
6894,catskill-drc,1778,23,33
6895,catskill-drc,1778,24,12
6896,catskill-drc,1778,25,24
6897,catskill-drc,1779,0,82
6898,catskill-drc,1779,1,10
6899,catskill-drc,1779,2,32
6900,catskill-drc,1779,3,31
6901,catskill-drc,1779,4,39
6902,catskill-drc,1779,5,40
6903,catskill-drc,1779,6,6
6904,catskill-drc,1779,7,70
6905,catskill-drc,1779,8,33
6906,catskill-drc,1779,9,2
6907,catskill-drc,1779,10,13
6908,catskill-drc,1779,11,0
6909,catskill-drc,1779,12,0
6910,catskill-drc,1779,13,8
6911,catskill-drc,1779,14,0
6912,catskill-drc,1779,15,0
6913,catskill-drc,1779,16,2
6914,catskill-drc,1779,17,0
6915,catskill-drc,1779,18,4
6916,catskill-drc,1779,19,30
6917,catskill-drc,1779,20,10
6918,catskill-drc,1779,21,27
6919,catskill-drc,1779,22,53
6920,catskill-drc,1779,23,33
6921,catskill-drc,1779,24,12
6922,catskill-drc,1779,25,26
6923,catskill-drc,1780,0,84
6924,catskill-drc,1780,1,10
6925,catskill-drc,1780,2,32
6926,catskill-drc,1780,3,32
6927,catskill-drc,1780,4,39
6928,catskill-drc,1780,5,40
6929,catskill-drc,1780,6,6
6930,catskill-drc,1780,7,77
6931,catskill-drc,1780,8,33
6932,catskill-drc,1780,9,2
6933,catskill-drc,1780,10,13
6934,catskill-drc,1780,11,1
6935,catskill-drc,1780,12,0
6936,catskill-drc,1780,13,8
6937,catskill-drc,1780,14,0
6938,catskill-drc,1780,15,0
6939,catskill-drc,1780,16,2
6940,catskill-drc,1780,17,0
6941,catskill-drc,1780,18,4
6942,catskill-drc,1780,19,30
6943,catskill-drc,1780,20,10
6944,catskill-drc,1780,21,25
6945,catskill-drc,1780,22,53
6946,catskill-drc,1780,23,33
6947,catskill-drc,1780,24,14
6948,catskill-drc,1780,25,26
6949,catskill-drc,1781,0,82
6950,catskill-drc,1781,1,10
6951,catskill-drc,1781,2,32
6952,catskill-drc,1781,3,32
6953,catskill-drc,1781,4,39
6954,catskill-drc,1781,5,40
6955,catskill-drc,1781,6,6
6956,catskill-drc,1781,7,78
6957,catskill-drc,1781,8,33
6958,catskill-drc,1781,9,2
6959,catskill-drc,1781,10,13
6960,catskill-drc,1781,11,1
6961,catskill-drc,1781,12,0
6962,catskill-drc,1781,13,8
6963,catskill-drc,1781,14,4
6964,catskill-drc,1781,15,0
6965,catskill-drc,1781,16,2
6966,catskill-drc,1781,17,0
6967,catskill-drc,1781,18,4
6968,catskill-drc,1781,19,31
6969,catskill-drc,1781,20,10
6970,catskill-drc,1781,21,25
6971,catskill-drc,1781,22,53
6972,catskill-drc,1781,23,35
6973,catskill-drc,1781,24,14
6974,catskill-drc,1781,25,26
6975,catskill-drc,1782,0,87
6976,catskill-drc,1782,1,10
6977,catskill-drc,1782,2,32
6978,catskill-drc,1782,3,32
6979,catskill-drc,1782,4,39
6980,catskill-drc,1782,5,40
6981,catskill-drc,1782,6,6
6982,catskill-drc,1782,7,79
6983,catskill-drc,1782,8,32
6984,catskill-drc,1782,9,2
6985,catskill-drc,1782,10,13
6986,catskill-drc,1782,11,1
6987,catskill-drc,1782,12,0
6988,catskill-drc,1782,13,8
6989,catskill-drc,1782,14,4
6990,catskill-drc,1782,15,0
6991,catskill-drc,1782,16,2
6992,catskill-drc,1782,17,0
6993,catskill-drc,1782,18,4
6994,catskill-drc,1782,19,32
6995,catskill-drc,1782,20,14
6996,catskill-drc,1782,21,25
6997,catskill-drc,1782,22,52
6998,catskill-drc,1782,23,33
6999,catskill-drc,1782,24,18
7000,catskill-drc,1782,25,24
7001,catskill-drc,1783,0,88
7002,catskill-drc,1783,1,11
7003,catskill-drc,1783,2,31
7004,catskill-drc,1783,3,32
7005,catskill-drc,1783,4,44
7006,catskill-drc,1783,5,40
7007,catskill-drc,1783,6,6
7008,catskill-drc,1783,7,80
7009,catskill-drc,1783,8,32
7010,catskill-drc,1783,9,2
7011,catskill-drc,1783,10,13
7012,catskill-drc,1783,11,1
7013,catskill-drc,1783,12,0
7014,catskill-drc,1783,13,8
7015,catskill-drc,1783,14,4
7016,catskill-drc,1783,15,0
7017,catskill-drc,1783,16,2
7018,catskill-drc,1783,17,0
7019,catskill-drc,1783,18,4
7020,catskill-drc,1783,19,34
7021,catskill-drc,1783,20,14
7022,catskill-drc,1783,21,22
7023,catskill-drc,1783,22,50
7024,catskill-drc,1783,23,33
7025,catskill-drc,1783,24,24
7026,catskill-drc,1783,25,23
7027,catskill-drc,1784,0,90
7028,catskill-drc,1784,1,14
7029,catskill-drc,1784,2,31
7030,catskill-drc,1784,3,31
7031,catskill-drc,1784,4,41
7032,catskill-drc,1784,5,35
7033,catskill-drc,1784,6,6
7034,catskill-drc,1784,7,78
7035,catskill-drc,1784,8,34
7036,catskill-drc,1784,9,2
7037,catskill-drc,1784,10,13
7038,catskill-drc,1784,11,1
7039,catskill-drc,1784,12,0
7040,catskill-drc,1784,13,8
7041,catskill-drc,1784,14,4
7042,catskill-drc,1784,15,0
7043,catskill-drc,1784,16,2
7044,catskill-drc,1784,17,0
7045,catskill-drc,1784,18,4
7046,catskill-drc,1784,19,34
7047,catskill-drc,1784,20,14
7048,catskill-drc,1784,21,20
7049,catskill-drc,1784,22,49
7050,catskill-drc,1784,23,33
7051,catskill-drc,1784,24,32
7052,catskill-drc,1784,25,25
7053,catskill-drc,1785,0,94
7054,catskill-drc,1785,1,14
7055,catskill-drc,1785,2,31
7056,catskill-drc,1785,3,31
7057,catskill-drc,1785,4,42
7058,catskill-drc,1785,5,32
7059,catskill-drc,1785,6,9
7060,catskill-drc,1785,7,81
7061,catskill-drc,1785,8,34
7062,catskill-drc,1785,9,2
7063,catskill-drc,1785,10,17
7064,catskill-drc,1785,11,1
7065,catskill-drc,1785,12,0
7066,catskill-drc,1785,13,5
7067,catskill-drc,1785,14,4
7068,catskill-drc,1785,15,4
7069,catskill-drc,1785,16,8
7070,catskill-drc,1785,17,0
7071,catskill-drc,1785,18,7
7072,catskill-drc,1785,19,34
7073,catskill-drc,1785,20,14
7074,catskill-drc,1785,21,21
7075,catskill-drc,1785,22,45
7076,catskill-drc,1785,23,31
7077,catskill-drc,1785,24,32
7078,catskill-drc,1785,25,27
7079,catskill-drc,1786,0,94
7080,catskill-drc,1786,1,14
7081,catskill-drc,1786,2,32
7082,catskill-drc,1786,3,32
7083,catskill-drc,1786,4,43
7084,catskill-drc,1786,5,28
7085,catskill-drc,1786,6,9
7086,catskill-drc,1786,7,78
7087,catskill-drc,1786,8,41
7088,catskill-drc,1786,9,2
7089,catskill-drc,1786,10,17
7090,catskill-drc,1786,11,4
7091,catskill-drc,1786,12,0
7092,catskill-drc,1786,13,5
7093,catskill-drc,1786,14,4
7094,catskill-drc,1786,15,4
7095,catskill-drc,1786,16,8
7096,catskill-drc,1786,17,0
7097,catskill-drc,1786,18,7
7098,catskill-drc,1786,19,32
7099,catskill-drc,1786,20,13
7100,catskill-drc,1786,21,24
7101,catskill-drc,1786,22,40
7102,catskill-drc,1786,23,39
7103,catskill-drc,1786,24,33
7104,catskill-drc,1786,25,29
7105,catskill-drc,1787,0,94
7106,catskill-drc,1787,1,14
7107,catskill-drc,1787,2,38
7108,catskill-drc,1787,3,32
7109,catskill-drc,1787,4,44
7110,catskill-drc,1787,5,28
7111,catskill-drc,1787,6,9
7112,catskill-drc,1787,7,82
7113,catskill-drc,1787,8,43
7114,catskill-drc,1787,9,2
7115,catskill-drc,1787,10,17
7116,catskill-drc,1787,11,4
7117,catskill-drc,1787,12,0
7118,catskill-drc,1787,13,5
7119,catskill-drc,1787,14,4
7120,catskill-drc,1787,15,4
7121,catskill-drc,1787,16,8
7122,catskill-drc,1787,17,0
7123,catskill-drc,1787,18,8
7124,catskill-drc,1787,19,33
7125,catskill-drc,1787,20,13
7126,catskill-drc,1787,21,21
7127,catskill-drc,1787,22,39
7128,catskill-drc,1787,23,39
7129,catskill-drc,1787,24,38
7130,catskill-drc,1787,25,36
7131,catskill-drc,1788,0,88
7132,catskill-drc,1788,1,14
