"id","year","year_count","congregation","attenuated","denomination","density","clustering","preferential_edges","jacc_edges","gender_assort","male_bridges","female_bridges","male","female","nodes","bridge_pct","network_pct"
51,1748,52,"sleepyhollow-drc","FALSE","dutch reformed",0.01020192275143,0.609,0,0.01,-0.137618236773875,28,4,335,353,688,0.142857142857143,1.05373134328358
52,1749,53,"sleepyhollow-drc","FALSE","dutch reformed",0.010204260005419,0.556,0,0,-0.13094091897287,31,4,333,344,677,0.129032258064516,1.03303303303303
53,1750,54,"sleepyhollow-drc","FALSE","dutch reformed",0.010108718096042,0.564,0,0.01,-0.127535443210185,33,4,332,336,668,0.121212121212121,1.01204819277108
54,1751,55,"sleepyhollow-drc","FALSE","dutch reformed",0.009746692138966,0.574,0.02,0,-0.124854416474761,43,4,337,336,673,0.093023255813954,0.997032640949555
55,1752,56,"sleepyhollow-drc","FALSE","dutch reformed",0.009628485370444,0.56,0.01,0,-0.117503244572822,52,3,335,328,663,0.057692307692308,0.97910447761194
56,1753,57,"sleepyhollow-drc","FALSE","dutch reformed",0.009419948718183,0.549,0,0.01,-0.112408010680908,53,3,338,324,662,0.056603773584906,0.958579881656805
57,1754,58,"sleepyhollow-drc","FALSE","dutch reformed",0.009368258859784,0.549,0,0,-0.101750633220991,55,4,338,312,650,0.072727272727273,0.923076923076923
58,1755,59,"sleepyhollow-drc","FALSE","dutch reformed",0.009168297596432,0.526,0,0,-0.091958203235879,57,4,341,306,647,0.070175438596491,0.897360703812317
59,1756,60,"sleepyhollow-drc","FALSE","dutch reformed",0.009001660083577,0.53,0.01,0.01,-0.087511733416771,54,6,344,304,648,0.111111111111111,0.883720930232558
60,1757,61,"sleepyhollow-drc","FALSE","dutch reformed",0.008782322798495,0.518,0.01,0,-0.081398436462751,59,8,340,297,637,0.135593220338983,0.873529411764706
61,1758,62,"sleepyhollow-drc","FALSE","dutch reformed",0.00867684610975,0.49,0,0,-0.070536875850652,65,7,341,279,620,0.107692307692308,0.818181818181818
62,1759,63,"sleepyhollow-drc","FALSE","dutch reformed",0.008543971573932,0.483,0,0,-0.059178047275362,68,4,342,268,610,0.058823529411765,0.783625730994152
63,1760,64,"sleepyhollow-drc","FALSE","dutch reformed",0.007742308247869,0.514,0,0,-0.073993685469853,60,3,348,297,645,0.05,0.853448275862069
64,1761,65,"sleepyhollow-drc","FALSE","dutch reformed",0.007333649438913,0.524,0.01,0.01,-0.077792548134752,65,4,353,313,666,0.061538461538462,0.886685552407932
65,1762,66,"sleepyhollow-drc","FALSE","dutch reformed",0.007366753675568,0.524,0,0.03,-0.085682203797276,64,5,354,316,670,0.078125,0.892655367231638
66,1763,67,"sleepyhollow-drc","FALSE","dutch reformed",0.007378807378807,0.5,0,0.01,-0.076585116307063,60,6,353,313,666,0.1,0.886685552407932
67,1764,68,"sleepyhollow-drc","FALSE","dutch reformed",0.00731673772521,0.519,0,0,-0.079222506829959,65,8,353,308,661,0.123076923076923,0.872521246458923
68,1765,69,"sleepyhollow-drc","FALSE","dutch reformed",0.007405475880052,0.465,0,0,-0.073584052924031,72,8,356,294,650,0.111111111111111,0.825842696629213
69,1766,70,"sleepyhollow-drc","FALSE","dutch reformed",0.007745258257812,0.448,0.04,0.01,-0.075920712080091,73,7,349,287,636,0.095890410958904,0.822349570200573
70,1767,71,"sleepyhollow-drc","FALSE","dutch reformed",0.007625858151287,0.476,0,0.03,-0.081104991138421,65,10,353,290,643,0.153846153846154,0.821529745042493
71,1768,72,"sleepyhollow-drc","FALSE","dutch reformed",0.007375054987476,0.493,0,0,-0.087623516689357,69,11,361,307,668,0.159420289855072,0.850415512465374
72,1769,73,"sleepyhollow-drc","FALSE","dutch reformed",0.007710554821725,0.491,0.01,0.02,-0.089314787113232,62,9,355,307,662,0.145161290322581,0.864788732394366
73,1770,74,"sleepyhollow-drc","FALSE","dutch reformed",0.00806550833208,0.509,0,0.06,-0.100762464723868,56,10,347,316,663,0.178571428571429,0.910662824207493
74,1771,75,"sleepyhollow-drc","FALSE","dutch reformed",0.008020212490282,0.54,0,0.02,-0.10808794503657,59,7,351,330,681,0.11864406779661,0.94017094017094
75,1772,76,"sleepyhollow-drc","FALSE","dutch reformed",0.008168224929963,0.55,0,0.05,-0.113942156094675,53,7,350,339,689,0.132075471698113,0.968571428571428
76,1773,77,"sleepyhollow-drc","FALSE","dutch reformed",0.008129981606376,0.532,0,0.01,-0.123879077832581,54,8,355,345,700,0.148148148148148,0.971830985915493
77,1774,78,"sleepyhollow-drc","FALSE","dutch reformed",0.008331141976046,0.547,0,0.06,-0.134086003652664,51,11,358,351,709,0.215686274509804,0.980446927374302
78,1775,79,"sleepyhollow-drc","FALSE","dutch reformed",0.008279513295246,0.571,0.02,0.08,-0.149445134224807,47,13,364,358,722,0.276595744680851,0.983516483516484
79,1776,80,"sleepyhollow-drc","FALSE","dutch reformed",0.008391608391608,0.57,0,0.02,-0.161079059791862,43,16,360,356,716,0.372093023255814,0.988888888888889
80,1777,81,"sleepyhollow-drc","FALSE","dutch reformed",0.008426280697812,0.565,0,0,-0.17848448460619,41,17,356,363,719,0.414634146341463,1.01966292134831
81,1778,82,"sleepyhollow-drc","FALSE","dutch reformed",0.008445818280756,0.58,0,0.03,-0.185648104616257,39,18,359,369,728,0.461538461538462,1.02785515320334
82,1779,83,"sleepyhollow-drc","FALSE","dutch reformed",0.008550793891291,0.595,0,0,-0.191472076351801,35,17,349,369,718,0.485714285714286,1.05730659025788
83,1780,84,"sleepyhollow-drc","FALSE","dutch reformed",0.008435892550962,0.608,0,0.02,-0.205377410468319,29,19,348,377,725,0.655172413793103,1.08333333333333
84,1781,85,"sleepyhollow-drc","FALSE","dutch reformed",0.008586868323532,0.589,0,0,-0.19967606639025,30,18,339,353,692,0.6,1.04129793510324
85,1782,86,"sleepyhollow-drc","FALSE","dutch reformed",0.008621571724092,0.595,0,0,-0.202708767537405,33,23,329,342,671,0.696969696969697,1.03951367781155
86,1783,87,"sleepyhollow-drc","FALSE","dutch reformed",0.008935468277343,0.584,0,0,-0.203906471446809,31,20,309,325,634,0.645161290322581,1.05177993527508
87,1784,88,"sleepyhollow-drc","FALSE","dutch reformed",0.008897973603856,0.568,0,0.02,-0.216535139101665,29,19,310,320,630,0.655172413793103,1.03225806451613
88,1785,89,"sleepyhollow-drc","FALSE","dutch reformed",0.00876565768915,0.612,0,0,-0.219736133302899,32,21,302,313,615,0.65625,1.0364238410596
89,1786,90,"sleepyhollow-drc","FALSE","dutch reformed",0.00905691732447,0.612,0,0,-0.224653857191711,32,21,285,296,581,0.65625,1.03859649122807
90,1787,91,"sleepyhollow-drc","FALSE","dutch reformed",0.009073822023462,0.593,0,0,-0.230457654913486,31,23,272,284,556,0.741935483870968,1.04411764705882
91,1788,92,"sleepyhollow-drc","FALSE","dutch reformed",0.009296223673631,0.602,0,0,-0.230965006279211,30,22,262,271,533,0.733333333333333,1.03435114503817
92,1789,93,"sleepyhollow-drc","FALSE","dutch reformed",0.009542297167715,0.577,0,0,-0.238830004566539,31,24,248,259,507,0.774193548387097,1.04435483870968
93,1790,94,"sleepyhollow-drc","FALSE","dutch reformed",0.00952380952381,0.597,0,0.01,-0.249969078540507,32,23,237,253,490,0.71875,1.06751054852321
94,1791,95,"sleepyhollow-drc","FALSE","dutch reformed",0.009672178869576,0.57,0,0,-0.260537558067944,32,20,220,242,462,0.625,1.1
95,1792,96,"sleepyhollow-drc","FALSE","dutch reformed",0.009811893532824,0.544,0,0,-0.268956049324813,32,22,207,223,430,0.6875,1.07729468599034
