degree,count
0,0
1,61
2,35
3,476
4,15
5,98
6,74
7,29
8,31
9,34
10,20
11,7
12,10
13,2
14,6
15,4
16,3
17,2
18,3
19,2
20,0
21,0
22,1
23,4
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
