degree,count
0,0
1,19
2,86
3,600
4,80
5,90
6,111
7,53
8,47
9,39
10,29
11,25
12,18
13,14
14,18
15,11
16,8
17,1
18,4
19,2
20,2
21,3
22,1
23,1
24,3
25,1
26,0
27,0
28,2
29,1
