degree,count
0,0
1,7
2,10
3,271
4,5
5,67
6,34
7,27
8,16
9,29
10,15
11,25
12,20
13,14
14,9
15,14
16,9
17,13
18,3
19,13
20,8
21,2
22,5
23,6
24,4
25,8
26,10
27,2
28,3
29,0
30,4
31,2
32,2
33,1
34,1
35,1
36,0
37,3
38,0
39,1
40,0
41,0
42,0
43,1
44,0
45,0
46,0
47,0
48,1
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,1
